dominio,tipoProjeto,siglaTipoProjeto,numero,ano,autor,ementa,tema,indexacao,situacao,siglaSituacao,situacaoGeral,siglaSituacaoGeral,dataPublicacao,numeroDoc,proposicao,matricula,regime,assuntoGeral,norma,atualizacao,horario,usuario,dataUltimaAcao,listaHistoricoTramitacoes,links,linksProposicoesAnexadas,linksOrigem,acompanhamento,local,arquivamento,autoresEstruturados,observacao,legislacaoCitada,linkLegislacao.url,linkLegislacao.rotulo,tipoTramitacao.codigo,tipoTramitacao.nome,tipoTramitacao.listaFaseTramitacao,faseAtual.codTipoTramitacao,faseAtual.codigo,faseAtual.nome,faseAtual.ordem,faseAtual.descricao,proposicaoLei.descricao
Remissivo,PROJETO DE LEI,PL,1906,1985,DEPUTADO HUGO CAMPOS                       PDS,"DÁ A DENOMINAÇÃO DE MANOEL ROMUALDO DE LIMA À ESCOLA ESTADUAL CÔNEGO
JOSÉ ERMELINDO DE SOUZA, DA CIDADE DE ARAPONGA.",NA,"DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, ARAPONGA.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1985-11-09,000141644,PL. 1906 1985 - PROJETO DE LEI,2798,NA,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",NA,20120423,1612,rosanacf,1985-11-07,"list(passo = 1, data = ""1985-11-07"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 30 11 1985\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),NULL,N,ARQUIVO,19870131,"list(id = 2798, nome = ""DEPUTADO HUGO CAMPOS"", partido = ""PDS"")",NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1897,1985,DEPUTADO NÍLSON GONTIJO                    PMDB,"CONCEDE O TÍTULO DE CIDADÃO HONORÁRIO DO ESTADO DE MINAS GERAIS A CLÓVIS
JOSÉ DE AZEVEDO.","COMUNICAÇÃO
ESPORTE E LAZER","CONCESSÃO HONORÍFICA, CIDADANIA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1985-11-07,000141654,PL. 1897 1985 - PROJETO DE LEI,1186,DELIBERAÇÃO DE PLENÁRIO,"COMUNICAÇÃO
ESPORTE E LAZER
HOMENAGEM",LEI 9275 1986 - LEI ORDINÁRIA,20151014,1649,malves,1985-11-05,"list(passo = 1, data = ""1985-11-05"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 18 11 1985\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 11 6 1986\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 29 8 1986\nREDAÇÃO FINAL\nAPROVAÇÃO: 9 9 1986\nCOMISSÕES:\nCONSELHO DA MEDALHA DA INCONFIDÊNCIA\nRELATOR: CONSELHEIRO JOSÉ GERALDO DE FARIA\nPARECER FAVORÁVEL\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 4 6 1986\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. GERALDO RIBEIRO\nPUBLICAÇÃO: 4 7 1986\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. PAULO FERRAZ\nPUBLICAÇÃO: 20 9 1986\nSANCIONADO\nPUBLICAÇÃO DA LEI: 4 10 1986"")",list(),list(),NULL,N,NA,NA,"list(id = 1186, nome = ""DEPUTADO NÍLSON GONTIJO"", partido = ""PMDB"")",NA,NA,/legislacao/mineira/LEI/9275/1986,LEI 9275 1986 - LEI ORDINÁRIA,NA,NA,NULL,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1896,1985,DEPUTADO JOSÉ MARIA CHAVES                 PMDB,"DÁ A DENOMINAÇÃO DE ESCOLA ESTADUAL DR. TANCREDO DE ALMEIDA NEVES À
ESCOLA ESTADUAL LIONS CLUBE, LOCALIZADA NO BAIRRO JARDIM CENTENÁRIO, NO
MUNICÍPIO DE POÇOS DE CALDAS.",NA,"ALTERAÇÃO, DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, POÇOS DE
CALDAS.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1985-11-07,000141655,PL. 1896 1985 - PROJETO DE LEI,2805,NA,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",NA,20120423,1613,rosanacf,1985-11-05,"list(passo = 1, data = ""1985-11-05"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 30 11 1985\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),NULL,N,ARQUIVO,19870131,"list(id = 2805, nome = ""DEPUTADO JOSÉ MARIA CHAVES"", partido = ""PMDB"")",NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1895,1985,DEPUTADO SÍLVIO MITRE                      PSDB,"DECLARA DE UTILIDADE PÚBLICA O CLUBE DE PESCA DE OLIVEIRA,
SEDIADO EM OLIVEIRA.",NA,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, OLIVEIRA.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1985-11-07,000141656,PL. 1895 1985 - PROJETO DE LEI,2815,NA,UTILIDADE PÚBLICA,NA,20120126,1030,rosanacf,1985-11-05,"list(passo = 1, data = ""1985-11-05"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 30 11 1985\nARQUIVADO, FINAL DE LEGISLATURA.\nDESARQUIVADO A REQUERIMENTO DO AUTOR.\nRECEBEU O NÚMERO PL 60 1987"")","list(expressao = ""(PL adj '60' adj 1987[PROP])[dbmt]"", banco = ""mate"", descricao = ""PL. 60 1987"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL+adj+%2760%27+adj+1987%5BPROP%5D%29%5Bdbmt%5D"", tipo = ""PL"", numero = 60, ano = 1987)",list(),NULL,N,ARQUIVO,19870131,"list(id = 2815, nome = ""DEPUTADO SÍLVIO MITRE"", partido = ""PSDB"")",NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1894,1985,DEPUTADO SÍLVIO MITRE                      PSDB,"DECLARA DE UTILIDADE PÚBLICA A CASA DE CARIDADE DE ALFENAS NOSSA
SENHORA DO PERPÉTUO SOCORRO, SEDIADA EM ALFENAS.",NA,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, ALFENAS.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1985-11-07,000141657,PL. 1894 1985 - PROJETO DE LEI,2815,NA,UTILIDADE PÚBLICA,NA,20120126,1030,rosanacf,1985-11-05,"list(passo = 1, data = ""1985-11-05"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 30 11 1985\nARQUIVADO, FINAL DE LEGISLATURA.\nDESARQUIVADO A PEDIDO DO AUTOR.\nRECEBEU O NÚMERO PL 436 1987."")","list(expressao = ""(PL adj '436' adj 1987[PROP])[dbmt]"", banco = ""mate"", descricao = ""PL. 436 1987"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL+adj+%27436%27+adj+1987%5BPROP%5D%29%5Bdbmt%5D"", tipo = ""PL"", numero = 436, ano = 1987)",list(),NULL,N,ARQUIVO,19870131,"list(id = 2815, nome = ""DEPUTADO SÍLVIO MITRE"", partido = ""PSDB"")",NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1893,1985,DEPUTADO JOSÉ PEREIRA                      PMDB,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO DOS PROFESSORES
ESTADUAIS DE ITAJUBÁ - APEI, COM SEDE NA CIDADE DE ITAJUBÁ.",NA,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, ITAJUBÁ.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1985-11-07,000141658,PL. 1893 1985 - PROJETO DE LEI,2040,NA,UTILIDADE PÚBLICA,NA,20120126,1031,rosanacf,1985-11-05,"list(passo = 1, data = ""1985-11-05"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 30 11 1985\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),NULL,N,ARQUIVO,19870131,"list(id = 2040, nome = ""DEPUTADO JOSÉ PEREIRA"", partido = ""PMDB"")",NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1892,1985,DEPUTADO JOSÉ BONIFÁCIO FILHO              PDS,"DÁ A DENOMINAÇÃO DE ESCOLA ESTADUAL JANUÁRIO PEREIRA BARBOSA À ESCOLA
ESTADUAL DE CAMPINHO, MUNICÍPIO DE CARANAÍBA.",NA,"DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, CARANAÍBA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1985-11-07,000141659,PL. 1892 1985 - PROJETO DE LEI,1697,NA,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",LEI 9316 1986 - LEI ORDINÁRIA,20120423,1614,rosanacf,1985-11-05,"list(passo = 1, data = ""1985-11-05"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 30 11 1985\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 29 8 1986\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 19 9 1986\nREDAÇÃO FINAL\nAPROVAÇÃO: 24 9 1986\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOSÉ MARIA BORGES\nPUBLICAÇÃO: 23 8 1986\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. ADEMIR LUCAS\nPUBLICAÇÃO: 18 9 1986\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. ADEMIR LUCAS\nPUBLICAÇÃO: 1 10 1986\nSANCIONADO\nPUBLICAÇÃO DA LEI: 11 11 1986"")",list(),list(),NULL,N,NA,NA,"list(id = 1697, nome = ""DEPUTADO JOSÉ BONIFÁCIO FILHO"", partido = ""PDS"")",NA,NA,/legislacao/mineira/LEI/9316/1986,LEI 9316 1986 - LEI ORDINÁRIA,NA,NA,NULL,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1891,1985,GOVERNADOR DO ESTADO,AUTORIZA O PODER EXECUTIVO A REVERTER IMÓVEL AO MUNICÍPIO DE ALTEROSA.,NA,"AUTORIZAÇÃO, EXECUTIVO, REVERSÃO, IMÓVEL, MUNICÍPIO, ALTEROSA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1985-11-08,000141645,PL. 1891 1985 - PROJETO DE LEI,,NA,IMÓVEL,LEI 9096 1985 - LEI ORDINÁRIA,20120530,1441,rosanacf,1985-11-08,"list(passo = 1, data = ""1985-11-08"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 29 11 1985\nREDAÇÃO FINAL\nAPROVAÇÃO: 30 11 1985\nCOMISSÕES:\nJUSTIÇA, ECONOMIA E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. MENDES BARROS\nPUBLICAÇÃO: 28 11 1985\nREDAÇÃO\nREDAÇÃO FINAL\nRELATORA: DEP. VERA COUTINHO\nPUBLICAÇÃO: 6 12 1985\nSANCIONADO\nPUBLICAÇÃO DA LEI: 18 12 1985"")",list(),list(),"list(descricao = ""MSG 847 1985"")",N,NA,NA,NULL,NA,NA,/legislacao/mineira/LEI/9096/1985,LEI 9096 1985 - LEI ORDINÁRIA,NA,NA,NULL,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1890,1985,GOVERNADOR DO ESTADO,"AUTORIZA O PODER EXECUTIVO A REVERTER IMÓVEL AO PATRIMÔNIO DO
MUNICÍPIO DE ALTEROSA.",NA,"AUTORIZAÇÃO, EXECUTIVO, REVERSÃO, IMÓVEL, MUNICÍPIO, ALTEROSA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1985-11-02,000141660,PL. 1890 1985 - PROJETO DE LEI,,NA,IMÓVEL,LEI 9090 1985 - LEI ORDINÁRIA,20120530,1442,rosanacf,1985-10-31,"list(passo = 1, data = ""1985-10-31"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 29 11 1985\nREDAÇÃO FINAL\nAPROVAÇÃO: 29 11 1985\nCOMISSÕES:\nJUSTIÇA, ECONOMIA E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. JOSÉ MOISÉS\nPUBLICAÇÃO: 20 11 1985\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. RONALDO CARVALHO\nPUBLICAÇÃO: 3 12 1985\nSANCIONADO\nPUBLICAÇÃO DA LEI: 17 12 1985"")",list(),list(),"list(descricao = ""MSG 821 1985"")",N,NA,NA,NULL,NA,NA,/legislacao/mineira/LEI/9090/1985,LEI 9090 1985 - LEI ORDINÁRIA,NA,NA,NULL,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1889,1985,GOVERNADOR DO ESTADO,"AUTORIZA A INCORPORAÇÃO DE IMÓVEL AO PATRIMÔNIO DA COMPANHIA DE
PROCESSAMENTO DE DADOS DO ESTADO DE MINAS GERAIS - PRODEMGE E DÁ
OUTRAS PROVIDÊNCIAS. (CONSTRUÇÃO DE PRÉDIO PARA INSTALAÇÃO E
FUNCIONAMENTO DE SEUS SERVIÇOS).",ADMINISTRAÇÃO PÚBLICA,"AUTORIZAÇÃO, EXECUTIVO, INCORPORAÇÃO, PATRIMÔNIO, COMPANHIA DE
PROCESSAMENTO DE DADOS DO ESTADO DE MINAS GERAIS (PRODEMGE),
IMÓVEL, MUNICÍPIO, BELO HORIZONTE, EFEITO, SUBSCRIÇÃO, AUMENTO DE
CAPITAL.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1985-11-02,000141661,PL. 1889 1985 - PROJETO DE LEI,,NA,COMPANHIA DE PROCESSAMENTO DE DADOS DO ESTADO DE MINAS GERAIS (PRODEMGE),LEI 9077 1985 - LEI ORDINÁRIA,20160706,1137,m17461,1985-10-31,"list(passo = 1, data = ""1985-10-31"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 20 11 1985\nREDAÇÃO FINAL\nAPROVAÇÃO: 27 11 1985\nCOMISSÕES:\nJUSTIÇA, ECONOMIA E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. CLODESMIDT RIANI\nPUBLICAÇÃO: 19 11 1985\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. PETRÔNIO MATIAS\nPUBLICAÇÃO: 30 11 1985\nSANCIONADO\nPUBLICAÇÃO DA LEI: 12 12 1985"")",list(),list(),"list(descricao = ""MSG 820 1985"")",N,NA,NA,NULL,NA,NA,/legislacao/mineira/LEI/9077/1985,LEI 9077 1985 - LEI ORDINÁRIA,NA,NA,NULL,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1888,1985,DEPUTADO GENÉSIO BERNARDINO                PMDB,"DELEGA AO GOVERNADOR DO ESTADO ATRIBUIÇÕES PARA ELABORAR LEIS
DELEGADAS SOBRE A REFORMA ADMINISTRATIVA DOS SERVIÇOS
PÚBLICOS A SEU CARGO.",NA,NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1985-11-01,000141662,PL. 1888 1985 - PROJETO DE LEI,1696,NA,NA,NA,20090521,1412,m17663,1985-10-30,"list(passo = 1, data = ""1985-10-30"", local = ""PLENÁRIO"", historico = ""ARQUIVADO, FINAL DE LEGISLATURA"")",list(),list(),NULL,N,ARQUIVO,19870131,"list(id = 1696, nome = ""DEPUTADO GENÉSIO BERNARDINO"", partido = ""PMDB"")",NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1887,1985,DEPUTADO LUIZ VICENTE                      PSDB,"DÁ A DENOMINAÇÃO DE DR. JUVÊNCIO JACINTO DE OLIVEIRA FILHO AO FÓRUM DA
COMARCA DE NANUQUE.",NA,"DENOMINAÇÃO, FÓRUM, COMARCA DE NANUQUE.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1985-11-01,000141663,PL. 1887 1985 - PROJETO DE LEI,2044,NA,PRÓPRIO PÚBLICO,LEI 9167 1986 - LEI ORDINÁRIA,20120423,1615,rosanacf,1985-10-30,"list(passo = 1, data = ""1985-10-30"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 30 11 1985\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 24 3 1986\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 11 4 1986\nREDAÇÃO FINAL\nAPROVAÇÃO: 17 4 1986\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 20 3 1986\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. ALCYR NASCIMENTO\nPUBLICAÇÃO: 3 4 1986\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOSÉ MOISÉS\nPUBLICAÇÃO: 23 4 1986\nSANCIONADO\nPUBLICAÇÃO DA LEI: 3 5 1986"")",list(),list(),NULL,N,NA,NA,"list(id = 2044, nome = ""DEPUTADO LUIZ VICENTE"", partido = ""PSDB"")",NA,NA,/legislacao/mineira/LEI/9167/1986,LEI 9167 1986 - LEI ORDINÁRIA,NA,NA,NULL,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1886,1985,DEPUTADO PAULO ARAÚJO                      PMDB,"ACRESCENTA PARÁGRAFO AO ARTIGO SEGUNDO DA LEI NÚMERO 7219, DE
25 DE ABRIL DE 1978. (INSTITUI A RÁDIO INCONFIDÊNCIA).
(PARÁGRAFO: COMPETE, TAMBÉM, A RÁDIO INCONFIDÊNCIA TRANSMITIR,
EM ONDAS MÉDIAS E CURTAS, A PALAVRA DOS ORADORES INSCRITOS PARA
A PRIMEIRA PARTE DAS REUNIÕES DA ASSEMBLÉIA LEGISLATIVA).",NA,NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1985-11-01,000141664,PL. 1886 1985 - PROJETO DE LEI,2810,NA,NA,NA,20090521,1411,m17663,1985-10-30,"list(passo = 1, data = ""1985-10-30"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 8 11 1985\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 8 4 1986\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. DOMINGOS LANNA\nPUBLICAÇÃO: 8 4 1986\nARQUIVADO, FINAL DE LEGISLATURA"")",list(),list(),NULL,N,ARQUIVO,19870131,"list(id = 2810, nome = ""DEPUTADO PAULO ARAÚJO"", partido = ""PMDB"")",NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1885,1985,DEPUTADO SÉRGIO EMÍLIO                     PMDB,"DÁ A DENOMINAÇÃO DE ENGENHEIRO FLÁVIO GUTIERREZ AO TRECHO RODOVIÁRIO
QUE LIGA O MUNICÍPIO DE INHAÚMA À BR-040.",NA,"DENOMINAÇÃO, RODOVIA, MUNICÍPIO, INHAÚMA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1985-11-01,000141665,PL. 1885 1985 - PROJETO DE LEI,2052,DELIBERAÇÃO DE PLENÁRIO,PRÓPRIO PÚBLICO,LEI 9290 1986 - LEI ORDINÁRIA,20120309,1441,rosanacf,1985-10-30,"list(passo = 1, data = ""1985-10-30"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 30 11 1985\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 27 6 1986, NA FORMA DO SUBSTITUTIVO NÚMERO 1\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 3 9 1986, NA FORMA DO VENCIDO EM SEGUNDA DISCUSSÃO\nREDAÇÃO FINAL\nAPROVAÇÃO: 9 9 1986\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. ADEMIR LUCAS\nPUBLICAÇÃO: 24 6 1986\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. ARMANDO COSTA\nPUBLICAÇÃO: 20 8 1986\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. ADEMIR LUCAS\nPUBLICAÇÃO: 20 9 1986\nSANCIONADO\nPUBLICAÇÃO DA LEI: 7 10 1986"")",list(),list(),NULL,N,NA,NA,"list(id = 2052, nome = ""DEPUTADO SÉRGIO EMÍLIO"", partido = ""PMDB"")",NA,NA,/legislacao/mineira/LEI/9290/1986,LEI 9290 1986 - LEI ORDINÁRIA,NA,NA,NULL,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1884,1985,DEPUTADO JOSÉ BONIFÁCIO FILHO              PDS,"AUTORIZA O PODER EXECUTIVO A ISENTAR DO ICM AS PREFEITURAS
MUNICIPAIS, NA AQUISIÇÃO DE MÁQUINAS E VEÍCULOS.",NA,NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1985-11-01,000141666,PL. 1884 1985 - PROJETO DE LEI,1697,NA,NA,NA,20090521,1410,m17663,1985-10-30,"list(passo = 1, data = ""1985-10-30"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 18 11 1985\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),NULL,N,ARQUIVO,19870131,"list(id = 1697, nome = ""DEPUTADO JOSÉ BONIFÁCIO FILHO"", partido = ""PDS"")",NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1880,1985,DEPUTADO MANOEL CONEGUNDES                 PMDB,"INSTITUI A OBRIGATORIEDADE DE EXAME DO DIABETE AOS ALUNOS DE 1º E
2º GRAUS DAS REDES OFICIAL E PARTICULAR DE ENSINO, NO PERÍODO DE
MATRÍCULA PARA O ANO LETIVO. (EXAMES GRATUITOS REALIZADOS PELA
SECRETARIA DE SAÚDE EM CONVÊNIO COM A SECRETARIA DA EDUCAÇÃO).",NA,NA,Arquivado,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1985-10-31,000141670,PL. 1880 1985 - PROJETO DE LEI,2807,NA,NA,NA,20130523,0851,m20506,2013-05-15,"list(passo = 2:1, data = c(""2013-05-15"", ""1985-10-29""), local = c(""PLENÁRIO"", ""PLENÁRIO""), historico = c(""REQUERIMENTO DO DEP. ARLEN SANTIAGO SOLICITANDO O DESARQUIVAMENTO\nDO PROJETO DE LEI. DEFERIDO.\nREQUERIMENTO PUBLICADO NO DL EM 17 5 2013, PÁG 12."", ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 29 11 1985\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 11 4 1986\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. ARMANDO COSTA\nPUBLICAÇÃO: 4 4 1986\nSAÚDE\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. SAMIR CECÍLIO\nPUBLICAÇÃO: 4 4 1986\nEDUCAÇÃO\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. ANTÔNIO FARIA\nPUBLICAÇÃO: 4 4 1986\nSAÚDE\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. SAMIR CECÍLIO\nPUBLICAÇÃO: 19 4 1986\nARQUIVADO, AO FINAL DA LEGISLATURA.""
))","list(expressao = ""(PL adj 4095 adj 2013[PROP])[dbmt]"", banco = ""mate"", descricao = ""PL. 4095 2013"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL+adj+4095+adj+2013%5BPROP%5D%29%5Bdbmt%5D"", tipo = ""PL"", numero = 4095, ano = 2013)","list(expressao = ""(RQS adj 2260 adj 2013[PROP])[dbmt]"", banco = ""mate"", descricao = ""RQS 2260 2013"", url = ""/proposicoes/pesquisa/avancada?expr=%28RQS+adj+2260+adj+2013%5BPROP%5D%29%5Bdbmt%5D"", tipo = ""RQS"", numero = 2260, ano = 2013)",NULL,N,ARQUIVO,19870131,"list(id = 2807, nome = ""DEPUTADO MANOEL CONEGUNDES"", partido = ""PMDB"")",NA,NA,NA,NA,2,Regime de tramitação de deliberação em turno único no Plenário,"list(codTipoTramitacao = c(2, 2, 2, 2, 2), codigo = 1:5, nome = c(""Apresentação"", ""Turno único nas Comissões"", ""Turno único no Plenário"", ""Redação final"", ""Sanção, promulgação ou veto""), ordem = 1:5, descricao = c(""- O projeto foi recebido pela Mesa da Assembleia, numerado, publicado e encaminhado às Comissões para análise"", ""- Comissões discutem o projeto e dão pareceres, com informações para orientar o Plenário\r\n- Os pareceres podem sugerir emendas ao projeto original\r\n- Comissão dará parecer sobre emendas que forem apresentadas no Plenário"", 
""- Deputados discutem e votam o projeto\r\n- Antes de ser votado, o projeto voltará à análise de Comissão se receber emendas"", ""- Comissão dá parecer sobre a redação final do projeto\r\n- Parecer é votado pelo Plenário"", ""- Governador recebe o projeto aprovado e pode transformá-lo em lei ou vetá-lo\r\n- Em alguns casos, cabe à Assembleia fazer a promulgação da lei""))",2,1,Apresentação,1,"- O projeto foi recebido pela Mesa da Assembleia, numerado, publicado e encaminhado às Comissões para análise",NA
