dominio,tipoProjeto,siglaTipoProjeto,numero,ano,autor,ementa,tema,indexacao,situacao,siglaSituacao,situacaoGeral,siglaSituacaoGeral,dataPublicacao,numeroDoc,proposicao,matricula,regime,assuntoGeral,norma,atualizacao,horario,usuario,dataUltimaAcao,listaHistoricoTramitacoes,links,linksProposicoesAnexadas,linksOrigem,acompanhamento,local,arquivamento,autoresEstruturados,observacao,legislacaoCitada,linkLegislacao.url,linkLegislacao.rotulo,tipoTramitacao.codigo,tipoTramitacao.nome,tipoTramitacao.listaFaseTramitacao,faseAtual.codTipoTramitacao,faseAtual.codigo,faseAtual.nome,faseAtual.ordem,faseAtual.descricao,proposicaoLei.descricao
Remissivo,PROJETO DE LEI,PL,1761,1985,DEPUTADO PAULO FERRAZ                      PMDB,"DÁ A DENOMINAÇÃO DE ESCOLA ESTADUAL AFFONSO DE VASCONCELLOS MONTEIRO À
ATUAL ESCOLA ESTADUAL LOCALIZADA EM CHOPOTÓ, DISTRITO DE PONTAL, DO
MUNICÍPIO DE PONTE NOVA.",NA,"DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, PONTE NOVA.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1985-09-12,000141789,PL. 1761 1985 - PROJETO DE LEI,2049,NA,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",NA,20120424,0958,rosanacf,1985-09-10,"list(passo = 1, data = ""1985-09-10"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 14 10 1985\nARQUIVADO, FINAL DE LEGISLATURA"")",list(),list(),NULL,N,ARQUIVO,19870131,"list(id = 2049, nome = ""DEPUTADO PAULO FERRAZ"", partido = ""PMDB"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1760,1985,DEPUTADO FERNANDO JUNQUEIRA                PDS,"INSTITUI O USO, PELA TELEMIG, DE MEDIDORES DE IMPULSOS JUNTO AO
USUÁRIO.",NA,NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1985-09-12,000141790,PL. 1760 1985 - PROJETO DE LEI,1468,NA,NA,NA,20090424,1228,m17663,1985-09-10,"list(passo = 1, data = ""1985-09-10"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 17 9 1985\nARQUIVADO, AO FINAL DA LEGISLATURA, EM 25 2 1987."")",list(),list(),NULL,N,ARQUIVO,19870225,"list(id = 1468, nome = ""DEPUTADO FERNANDO JUNQUEIRA"", partido = ""PDS"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1758,1985,DEPUTADO SÉRGIO EMÍLIO                     PMDB,"DECLARA DE UTILIDADE PÚBLICA A FUNDAÇÃO BENEFICENTE ARTUR PEREIRA
MATEUS, COM SEDE EM JEQUITIBÁ.",NA,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, JEQUITIBÁ.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1985-09-11,000141792,PL. 1758 1985 - PROJETO DE LEI,2052,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 9112 1985 - LEI ORDINÁRIA,20120126,1147,rosanacf,1985-09-09,"list(passo = 1, data = ""1985-09-09"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 20 9 1985\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 30 10 1985\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 29 11 1985\nREDAÇÃO FINAL\nAPROVAÇÃO: 30 11 1985\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. CLODESMIDT RIANI\nPUBLICAÇÃO: 23 10 1985\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. SÍLVIO MITRE\nPUBLICAÇÃO: 12 11 1985\nREDAÇÃO\nREDAÇÃO FINAL\nPUBLICAÇÃO: 7 12 1985\nERRATA PUBLICADA NO DL EM 10 12 1985.\nSANCIONADO\nPUBLICAÇÃO DA LEI: 20 12 1985"")",list(),list(),NULL,N,NA,NA,"list(id = 2052, nome = ""DEPUTADO SÉRGIO EMÍLIO"", partido = ""PMDB"")",NA,NA,/legislacao/mineira/LEI/9112/1985,LEI 9112 1985 - LEI ORDINÁRIA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1757,1985,DEPUTADO SÉRGIO EMÍLIO                     PMDB,"DÁ DENOMINAÇÃO DE RODOVIA PRESIDENTE TANCREDO NEVES À ESTRADA QUE
LIGA A CIDADE DE SETE LAGOAS À CIDADE DE JEQUITIBÁ.",NA,"DENOMINAÇÃO, RODOVIA, MUNICÍPIO, SETE LAGOAS, JEQUITIBÁ.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1985-09-11,000141793,PL. 1757 1985 - PROJETO DE LEI,2052,DELIBERAÇÃO DE PLENÁRIO,PRÓPRIO PÚBLICO,LEI 9087 1985 - LEI ORDINÁRIA,20120307,1610,rosanacf,1985-09-09,"list(passo = 1, data = ""1985-09-09"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 20 9 1985\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 22 10 1985\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 18 11 1985\nREDAÇÃO FINAL\nAPROVAÇÃO: 25 11 1985\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. HUGO GONTIJO\nPUBLICAÇÃO: NÃO CONSTA\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. ARMANDO COSTA\nPUBLICAÇÃO: 1 11 1985\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOSÉ MOISÉS\nPUBLICAÇÃO: 23 11 1985\nSANCIONADO\nPUBLICAÇÃO DA LEI: 12 12 1985"")",list(),list(),NULL,N,NA,NA,"list(id = 2052, nome = ""DEPUTADO SÉRGIO EMÍLIO"", partido = ""PMDB"")",NA,NA,/legislacao/mineira/LEI/9087/1985,LEI 9087 1985 - LEI ORDINÁRIA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1756,1985,DEPUTADO SÉRGIO EMÍLIO                     PMDB,"DÁ A DENOMINAÇÃO DE ESCOLA ESTADUAL DEPUTADO WILSON TANURE À ESCOLA
ESTADUAL DE PRIMEIRO GRAU SITUADA NO BAIRRO MORRO VERMELHO, EM SETE
LAGOAS.",NA,"DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, SETE LAGOAS.",PROJETO VETADO TOTALMENTE,PVETO,PROPOSIÇÕES APROVADAS,MAPRV,1985-09-11,000141794,PL. 1756 1985 - PROJETO DE LEI,2052,NA,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",NA,20120424,0959,rosanacf,1985-09-09,"list(passo = 1, data = ""1985-09-09"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 20 9 1985\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 18 10 1985\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 18 11 1985\nREDAÇÃO FINAL\nAPROVAÇÃO: 25 11 1985\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. CLODESMIDT RIANI\nPUBLICAÇÃO: 15 10 1985\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOSÉ SANTANA\nPUBLICAÇÃO: 1 11 1985\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOSÉ MOISÉS\nPUBLICAÇÃO: 22 11 1985\nVETADO TOTALMENTE\nPUBLICAÇÃO DAS RAZÕES DO VETO EM 12 12 1985.\nVETO MANTIDO."")",list(),list(),NULL,N,NA,NA,"list(id = 2052, nome = ""DEPUTADO SÉRGIO EMÍLIO"", partido = ""PMDB"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1755,1985,DEPUTADO CLODESMIDT RIANI                  PMDB,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO ANGAIA CAMPHILL DO
BRASIL, COM SEDE NA CIDADE DE JUIZ DE FORA.",NA,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, JUIZ DE FORA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1985-09-11,000141795,PL. 1755 1985 - PROJETO DE LEI,372,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 9045 1985 - LEI ORDINÁRIA,20120126,1148,rosanacf,1985-09-09,"list(passo = 1, data = ""1985-09-09"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 20 9 1985\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 14 10 1985\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 30 10 1985\nREDAÇÃO FINAL\nAPROVAÇÃO: 8 11 1985\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. HUGO GONTIJO\nPUBLICAÇÃO: 27 9 1985\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOSÉ SANTANA\nPUBLICAÇÃO: 26 10 1985\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. WAINER ÁVILA\nPUBLICAÇÃO: 13 11 1985\nSANCIONADO\nPUBLICAÇÃO DA LEI: 29 11 1985"")",list(),list(),NULL,N,NA,NA,"list(id = 372, nome = ""DEPUTADO CLODESMIDT RIANI"", partido = ""PMDB"")",NA,NA,/legislacao/mineira/LEI/9045/1985,LEI 9045 1985 - LEI ORDINÁRIA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1754,1985,DEPUTADO FERNANDO RAINHO                   PDS,"DÁ A DENOMINAÇÃO DE ESTRADA DEPUTADO GERALDO MARTINS SILVEIRA À VIA DE
ACESSO A ITAMARATI DE MINAS.",NA,"DENOMINAÇÃO, RODOVIA, MUNICÍPIO, ITAMARATI DE MINAS.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1985-09-10,000141800,PL. 1754 1985 - PROJETO DE LEI,2796,NA,"PRÓPRIO PÚBLICO
TRANSPORTE E TRÂNSITO",LEI 9086 1985 - LEI ORDINÁRIA,20160202,1420,malves,1985-09-06,"list(passo = 1, data = ""1985-09-06"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 17 9 1985\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 30 10 1985\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 18 11 1985\nREDAÇÃO FINAL\nAPROVAÇÃO: 25 11 1985\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. FERRAZ CALDAS\nPUBLICAÇÃO: 26 10 1985\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. SÍLVIO MITRE\nPUBLICAÇÃO: 8 11 1985\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOSÉ MOISÉS\nPUBLICAÇÃO: 22 11 1985\nSANCIONADO\nPUBLICAÇÃO DA LEI: 12 12 1985"")",list(),list(),NULL,N,NA,NA,"list(id = 2796, nome = ""DEPUTADO FERNANDO RAINHO"", partido = ""PDS"")",NA,NA,/legislacao/mineira/LEI/9086/1985,LEI 9086 1985 - LEI ORDINÁRIA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1749,1985,DEPUTADO ARMANDO COSTA                     PMDB,"DÁ A DENOMINAÇÃO DE ESCOLA ESTADUAL PRESIDENTE TANCREDO NEVES À ESCOLA
ESTADUAL BAIRRO DOS FLAGELADOS, DA CIDADE DE SÃO ROMÃO.",NA,"DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, SÃO ROMÃO.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1985-09-07,000141802,PL. 1749 1985 - PROJETO DE LEI,2794,NA,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",NA,20120424,1001,rosanacf,1985-09-05,"list(passo = 1, data = ""1985-09-05"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 20 9 1985\nARQUIVADO, FINAL DE LEGISLATURA."")","list(expressao = ""(PL adj '304' adj 1987[PROP])[dbmt]"", banco = ""mate"", descricao = ""PL. 304 1987"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL+adj+%27304%27+adj+1987%5BPROP%5D%29%5Bdbmt%5D"", tipo = ""PL"", numero = 304, ano = 1987)",list(),NULL,N,ARQUIVO,19870131,"list(id = 2794, nome = ""DEPUTADO ARMANDO COSTA"", partido = ""PMDB"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1748,1985,DEPUTADO SÍLVIO MITRE                      PSDB,"DECLARA DE UTILIDADE PÚBLICA A PASTORAL DA SAÚDE COMUNITÁRIA DE
BAEPENDI - GRUPO SÃO CAMILO, COM SEDE NO MUNICÍPIO DE BAEPENDI.",NA,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BAEPENDI.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1985-09-07,000141803,PL. 1748 1985 - PROJETO DE LEI,2815,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 9109 1985 - LEI ORDINÁRIA,20120126,1148,rosanacf,1985-09-05,"list(passo = 1, data = ""1985-09-05"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 20 9 1985\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 14 11 1985\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 29 11 1985\nREDAÇÃO FINAL\nAPROVAÇÃO: 30 11 1985\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. SAMIR CECÍLIO\nPUBLICAÇÃO: 8 11 1985\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOSÉ MARIA BORGES\nPUBLICAÇÃO: 21 11 1985\nREDAÇÃO\nREDAÇÃO FINAL\nRELATORA: DEP. VERA COUTINHO\nPUBLICAÇÃO: 6 12 1985\nSANCIONADO\nPUBLICAÇÃO DA LEI: 20 12 1985"")",list(),list(),NULL,N,NA,NA,"list(id = 2815, nome = ""DEPUTADO SÍLVIO MITRE"", partido = ""PSDB"")",NA,NA,/legislacao/mineira/LEI/9109/1985,LEI 9109 1985 - LEI ORDINÁRIA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1747,1985,DEPUTADO SÍLVIO MITRE                      PSDB,"DÁ A DENOMINAÇÃO DE ESCOLA ESTADUAL HERMENEGILDO PINTO LARA À ESCOLA
ESTADUAL DE MACHADOS, LOCALIZADA NA ZONA RURAL DO MUNICÍPIO DE
CRUCILÂNDIA.",NA,"DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, CRUCILÂNDIA.",RETIRADO DE TRAMITAÇÃO,RETRA,OUTRAS SITUAÇÕES,MOUTR,1985-09-07,000141804,PL. 1747 1985 - PROJETO DE LEI,2815,NA,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",NA,20120424,1002,rosanacf,1985-09-05,"list(passo = 1, data = ""1985-09-05"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nRETIRADO PELO AUTOR, ATRAVÉS DE REQUERIMENTO APROVADO EM\n11 9 1985."")",list(),list(),NULL,N,NA,NA,"list(id = 2815, nome = ""DEPUTADO SÍLVIO MITRE"", partido = ""PSDB"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1745,1985,MESA DA ASSEMBLÉIA,"ALTERA O QUADRO PERMANENTE DA SECRETARIA DA ASSEMBLÉIA LEGISLATIVA DO
ESTADO DE MINAS GERAIS E DÁ OUTRAS PROVIDÊNCIAS.",ADMINISTRAÇÃO PÚBLICA,"ALTERAÇÃO, COMPOSIÇÃO, QUADRO PERMANENTE, SECRETARIA, (ALMG), GRUPO,
EXECUÇÃO, CARGO EM COMISSÃO.
ALTERAÇÃO, NÚMERO, CARGO EM COMISSÃO, ASSISTENTE ADMINISTRATIVO.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1985-09-07,000141805,PL. 1745 1985 - PROJETO DE LEI,,DELIBERAÇÃO DE PLENÁRIO,"ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS (ALMG)
PESSOAL",LEI 8983 1985 - LEI ORDINÁRIA,20131014,1658,rosanacf,1985-09-05,"list(passo = 1, data = ""1985-09-05"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 12 9 1985\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 1 10 1985\nREDAÇÃO FINAL\nAPROVAÇÃO: 3 10 1985\nCOMISSÕES:\nMESA DA ASSEMBLÉIA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. SÉRGIO EMÍLIO\nPUBLICAÇÃO: 11 9 1985\nMESA DA ASSEMBLÉIA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOÃO PINTO RIBEIRO\nPUBLICAÇÃO: 19 9 1985\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JAIRO MAGALHÃES ALVES\nPUBLICAÇÃO: 9 10 1985\nSANCIONADO\nPUBLICAÇÃO DA LEI: 23 10 1985"")",list(),list(),NULL,N,NA,NA,NULL,NA,NA,/legislacao/mineira/LEI/8983/1985,LEI 8983 1985 - LEI ORDINÁRIA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1744,1985,GOVERNADOR DO ESTADO,"AUTORIZA O PODER EXECUTIVO A CONCEDER PENSÃO ESPECIAL E DÁ OUTRAS
PROVIDÊNCIAS.",ADMINISTRAÇÃO PÚBLICA,"AUTORIZAÇÃO, EXECUTIVO, CONCESSÃO, PENSÃO ESPECIAL, DEPENDENTE, VÍTIMA,
ACIDENTE, SEDE, GOVERNO ESTADUAL, MUNICÍPIO, BELO HORIZONTE.
NORMAS, FIXAÇÃO, VALOR, PENSÃO ESPECIAL, DEFINIÇÃO, DEPENDENTE.
AUTORIZAÇÃO, EXECUTIVO, ABERTURA, CRÉDITO ESPECIAL, ATENDIMENTO,
DESPESA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1985-09-07,000141806,PL. 1744 1985 - PROJETO DE LEI,,DELIBERAÇÃO DE PLENÁRIO,BENEFÍCIO PESSOAL,LEI 9004 1985 - LEI ORDINÁRIA,20131014,1659,rosanacf,1985-09-05,"list(passo = 1, data = ""1985-09-05"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 14 10 1985\nREDAÇÃO FINAL\nAPROVAÇÃO: 22 10 1985\nCOMISSÕES:\nJUSTIÇA, SAÚDE E FINANÇAS (REUNIÃO CONJUNTA)\nPERDERAM PRAZO\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JACIEL PEREIRA\nPUBLICAÇÃO: 23 10 1985\nSANCIONADO\nPUBLICAÇÃO DA LEI: 1 11 1985"")",list(),list(),"list(descricao = ""MSG 756 1985"")",N,NA,NA,NULL,NA,NA,/legislacao/mineira/LEI/9004/1985,LEI 9004 1985 - LEI ORDINÁRIA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1743,1985,GOVERNADOR DO ESTADO,AUTORIZA O PODER EXECUTIVO A REVERTER IMÓVEL AO MUNICÍPIO DE ANDRADAS.,NA,"AUTORIZAÇÃO, EXECUTIVO, REVERSÃO, IMÓVEL, MUNICÍPIO, ANDRADAS.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1985-09-07,000141807,PL. 1743 1985 - PROJETO DE LEI,,NA,IMÓVEL,LEI 9001 1985 - LEI ORDINÁRIA,20120530,1512,rosanacf,1985-09-05,"list(passo = 1, data = ""1985-09-05"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 3 10 1985\nREDAÇÃO FINAL\nAPROVAÇÃO: 14 10 1985\nCOMISSÕES:\nJUSTIÇA, ECONOMIA E FINANÇAS (REUNIÃO CONJUNTA).\nDISCUSSÃO ÚNICA\nRELATOR: DEP. MANOEL CONEGUNDES\nPUBLICAÇÃO: 1 10 1985\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOSÉ MARIA BORGES\nPUBLICAÇÃO: 12 10 1985\nSANCIONADO\nPUBLICAÇÃO DA LEI: 31 10 1985"")",list(),list(),"list(descricao = ""MSG 755 1985"")",N,NA,NA,NULL,NA,NA,/legislacao/mineira/LEI/9001/1985,LEI 9001 1985 - LEI ORDINÁRIA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1742,1985,DEPUTADO HÉLIO RESENDE                     PFL,"ALTERA A REDAÇÃO DO ANEXO I, 540, E ANEXO II DA LEI 2764, DE 30 DE
DEZEMBRO DE 1962, QUE DISPÕE SOBRE A DIVISÃO ADMINISTRATIVA DO ESTADO
DE MINAS GERAIS. (ALTERAÇÃO NA DENOMINAÇÃO DE QUELUZITA PARA QUELUZITO
E ACRÉSCIMO DE LIMITAÇÃO COM OS MUNICÍPIOS DE ENTRE-RIOS DE MINAS E SÃO
BRÁS DO SUAÇUÍ).",NA,"ALTERAÇÃO, LEI ESTADUAL, DENOMINAÇÃO, MUNICÍPIO, QUELUZITO, LIMITE
GEOGRÁFICO, ENTRE-RIOS DE MINAS, SÃO BRÁS DO SUAÇUÍ.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1985-09-04,000141808,PL. 1742 1985 - PROJETO DE LEI,2037,NA,DIVISÃO ADMINISTRATIVA,NA,20120424,1006,rosanacf,1985-09-02,"list(passo = 1, data = ""1985-09-02"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 28 11 1985\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOÃO FERRAZ\nPUBLICAÇÃO: 30 10 1986\nASSUNTOS MUNICIPAIS\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. ADEMIR LUCAS\nPUBLICAÇÃO: 30 10 1986\nARQUIVADO, FINAL DE LEGISLATURA.\nDESARQUIVADO A PEDIDO DO DEP. JOSÉ BONIFÁCIO.\nRECEBEU O NÚMERO PL 2454 90."")","list(expressao = ""(PL adj 2454 adj 1990[PROP])[dbmt]"", banco = ""mate"", descricao = ""PL. 2454 1990"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL+adj+2454+adj+1990%5BPROP%5D%29%5Bdbmt%5D"", tipo = ""PL"", numero = 2454, ano = 1990)",list(),NULL,N,ARQUIVO,19870131,"list(id = 2037, nome = ""DEPUTADO HÉLIO RESENDE"", partido = ""PFL"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1741,1985,DEPUTADO GENÉSIO BERNARDINO                PMDB,"DECLARA A UTILIDADE PÚBLICA DA FUNDAÇÃO DE ASSISTÊNCIA À SAÚDE E
EDUCAÇÃO - FASE, SEDIADA EM BELO HORIZONTE.",NA,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1985-09-04,000141809,PL. 1741 1985 - PROJETO DE LEI,1696,NA,UTILIDADE PÚBLICA,NA,20120126,1149,rosanacf,1985-09-02,"list(passo = 1, data = ""1985-09-02"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 20 9 1985\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),NULL,N,ARQUIVO,19870131,"list(id = 1696, nome = ""DEPUTADO GENÉSIO BERNARDINO"", partido = ""PMDB"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
