dominio,tipoProjeto,siglaTipoProjeto,numero,ano,autor,ementa,indexacao,situacao,siglaSituacao,situacaoGeral,siglaSituacaoGeral,dataPublicacao,numeroDoc,proposicao,matricula,assuntoGeral,local,arquivamento,atualizacao,horario,usuario,dataUltimaAcao,listaHistoricoTramitacoes,links,linksProposicoesAnexadas,linksOrigem,acompanhamento,autoresEstruturados,tema,regime,norma,legislacaoCitada,linkLegislacao.url,linkLegislacao.rotulo,observacao,proposicaoLei.descricao
Remissivo,PROJETO DE LEI,PL,1729,1970,GOVERNADOR DO ESTADO,"AUTORIZA A CRIAÇÃO DO CURSO COLEGIAL NORMAL NO GINÁSIO ESTADUAL
DE TEIXEIRAS, QUE PASSARÁ A DENOMINAR-SE ""COLÉGIO ESTADUAL DE
TEIXEIRAS"".","AUTORIZAÇÃO, EXECUTIVO, CRIAÇÃO, CURSO COLEGIAL, ALTERAÇÃO, DENOMINAÇÃO,
ESTABELECIMENTO DE ENSINO, MUNICÍPIO, TEIXEIRAS.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1970-12-02,000149556,PL. 1729 1970 - PROJETO DE LEI,,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",ARQUIVO,19710131,20120411,1505,rosanacf,1970-11-30,"list(passo = 1, data = ""1970-11-30"", local = ""PLENÁRIO"", historico = ""ARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),"list(descricao = ""MSG 670 1970"")",N,NULL,NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1728,1970,GOVERNADOR DO ESTADO,"DÁ NOVA ESTRUTURA AO COLÉGIO ESTADUAL JOÃO BELLO DE OLIVEIRA, DE
CARANGOLA, E CONTÉM OUTRAS PROVIDÊNCIAS.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1970-12-02,000149557,PL. 1728 1970 - PROJETO DE LEI,,NA,ARQUIVO,19710131,20090424,1148,m17663,1970-11-30,"list(passo = 1, data = ""1970-11-30"", local = ""PLENÁRIO"", historico = ""ARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),"list(descricao = ""MSG 669 1970"")",N,NULL,NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1725,1970,DEPUTADO JORGE FERRAZ                      MDB,"TRANSFORMA EM ESCOLAS REUNIDAS AS ESCOLAS COMBINADAS DE ITABIRITO E
LHES DÁ A DENOMINAÇÃO DE ESCOLAS REUNIDAS MARIA ELISA SOARES E SILVA.","ALTERAÇÃO, CLASSIFICAÇÃO, ESCOLAS COMBINADAS, TRANSFORMAÇÃO, ESCOLAS
REUNIDAS, MUNICÍPIO, ITABIRITO.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1970-12-01,000149559,PL. 1725 1970 - PROJETO DE LEI,314,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",ARQUIVO,19710131,20120402,1413,rosanacf,1970-11-27,"list(passo = 1, data = ""1970-11-27"", local = ""PLENÁRIO"", historico = ""ARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),NULL,N,"list(id = 314, nome = ""DEPUTADO JORGE FERRAZ"", partido = ""MDB"")",NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1724,1970,DEPUTADO HERÁCLITO ORTIGA                  ARENA,"DESTINA O PRÉDIO DA CADEIA PÚBLICA DE SÃO FRANCISCO PARA
INSTALAÇÃO DO GRUPO ESCOLAR PROFESSOR RAUL REGINALDO.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1970-12-01,000149560,PL. 1724 1970 - PROJETO DE LEI,1174,NA,ARQUIVO,19710131,20090424,1139,m17663,1970-11-27,"list(passo = 1, data = ""1970-11-27"", local = ""PLENÁRIO"", historico = ""ARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),NULL,N,"list(id = 1174, nome = ""DEPUTADO HERÁCLITO ORTIGA"", partido = ""ARENA"")",NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1720,1970,DEPUTADO AMILCAR PADOVANI                  MDB,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO ATLÉTICA MASCARENHAS,
DA CIDADE DE JUIZ DE FORA.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, JUIZ DE FORA.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1970-11-28,000149563,PL. 1720 1970 - PROJETO DE LEI,1189,UTILIDADE PÚBLICA,ARQUIVO,19710131,20120229,1049,rosanacf,1970-11-26,"list(passo = 1, data = ""1970-11-26"", local = ""PLENÁRIO"", historico = ""ARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),NULL,N,"list(id = 1189, nome = ""DEPUTADO AMILCAR PADOVANI"", partido = ""MDB"")",NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1719,1970,DEPUTADO AMILCAR PADOVANI                  MDB,"DECLARA DE UTILIDADE PÚBLICA A SOCIEDADE PRÓ-MELHORAMENTOS DO BAIRRO
YPIRANGA, DA CIDADE DE JUIZ DE FORA.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, JUIZ DE FORA.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1970-11-28,000149564,PL. 1719 1970 - PROJETO DE LEI,1189,UTILIDADE PÚBLICA,ARQUIVO,19710131,20120229,1049,rosanacf,1970-11-26,"list(passo = 1, data = ""1970-11-26"", local = ""PLENÁRIO"", historico = ""ARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),NULL,N,"list(id = 1189, nome = ""DEPUTADO AMILCAR PADOVANI"", partido = ""MDB"")",NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1718,1970,DEPUTADO AGOSTINHO CAMPOS NETO             ARENA,"RECONHECE DE UTILIDADE PÚBLICA AS OBRAS SOCIAIS SENHOR BOM JESUS,
DE CONGONHAS.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, CONGONHAS.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1970-11-28,000149565,PL. 1718 1970 - PROJETO DE LEI,730,UTILIDADE PÚBLICA,ARQUIVO,19710131,20120229,1048,rosanacf,1970-11-26,"list(passo = 1, data = ""1970-11-26"", local = ""PLENÁRIO"", historico = ""ARQUIVADO, FINAL DE LEGISLATURA.\nDESARQUIVADO A REQUERIMENTO DO DEP. GERARDO RENAULT.\nTRANSFORMADO NO PROJETO DE LEI 215/1971."")","list(expressao = ""(PL adj '215' adj 1971[PROP])[dbmt]"", banco = ""mate"", descricao = ""PL. 215 1971"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL+adj+%27215%27+adj+1971%5BPROP%5D%29%5Bdbmt%5D"", tipo = ""PL"", numero = 215, ano = 1971)",list(),NULL,N,"list(id = 730, nome = ""DEPUTADO AGOSTINHO CAMPOS NETO"", partido = ""ARENA"")",NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1715,1970,DEPUTADO ORLANDO ANDRADE                   ARENA,"DECLARA A UTILIDADE PÚBLICA DA ""ASSOCIAÇÃO DE EDUCAÇÃO E ASSISTÊNCIA DE
ARAGUARI"", COM SEDE NA CIDADE DE ARAGUARI.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, ARAGUARI.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1970-11-25,000149570,PL. 1715 1970 - PROJETO DE LEI,361,UTILIDADE PÚBLICA,ARQUIVO,19710131,20120229,1048,rosanacf,1970-11-23,"list(passo = 1, data = ""1970-11-23"", local = ""PLENÁRIO"", historico = ""ARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),NULL,N,"list(id = 361, nome = ""DEPUTADO ORLANDO ANDRADE"", partido = ""ARENA"")",NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1713,1970,GOVERNADOR DO ESTADO,"AUTORIZA O PODER EXECUTIVO A CONCEDER À PREFEITURA MUNICIPAL DE VIÇOSA O
AUXÍLIO FINANCEIRO DE CR$ 30.000,00 (TRINTA MIL CRUZEIROS)",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1970-11-25,000149571,PL. 1713 1970 - PROJETO DE LEI,,AUXÍLIO FINANCEIRO,NA,NA,20131022,1402,rosanacf,1970-11-23,"list(passo = 1, data = ""1970-11-23"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 26 11 1970\nREDAÇÃO FINAL\nAPROVAÇÃO: 27 11 1970\nCOMISSÕES:\nJUSTIÇA\nDISCUSSÃO ÚNICA\nRELATOR: DEP. CHRISTOVAM CHIARADIA\nPUBLICAÇÃO: 26 11 1970\nFINANÇAS\nDISCUSSÃO ÚNICA\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 26 11 1970\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 1 12 1970\nSANCIONADO\nPUBLICAÇÃO DA LEI: 15 12 1970."")",list(),list(),"list(descricao = ""MSG 667 1970"")",N,NULL,FINANÇAS PÚBLICAS,DELIBERAÇÃO DE PLENÁRIO,LEI 5645 1970 - LEI ORDINÁRIA,NA,/legislacao/mineira/LEI/5645/1970,LEI 5645 1970 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,1712,1970,DEPUTADO SEBASTIÃO NASCIMENTO              ARENA,"DECLARA DE UTILIDADE PÚBLICA A FUNDAÇÃO UNIVERSIDADE DE PATOS DE
MINAS, COM SEDE EM PATOS DE MINAS.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, PATOS DE MINAS.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1970-11-21,000149573,PL. 1712 1970 - PROJETO DE LEI,718,UTILIDADE PÚBLICA,NA,NA,20120229,1047,rosanacf,1970-11-19,"list(passo = 1, data = ""1970-11-19"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 26 11 1970\nREDAÇÃO FINAL\nAPROVAÇÃO: NÃO CONSTA\nCOMISSÕES:\nJUSTIÇA\nDISCUSSÃO ÚNICA\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 26 11 1970\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 28 11 1970\nSANCIONADO\nPUBLICAÇÃO DA LEI: 8 12 1970."")",list(),list(),NULL,N,"list(id = 718, nome = ""DEPUTADO SEBASTIÃO NASCIMENTO"", partido = ""ARENA"")",NA,DELIBERAÇÃO DE PLENÁRIO,LEI 5636 1970 - LEI ORDINÁRIA,NA,/legislacao/mineira/LEI/5636/1970,LEI 5636 1970 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,1711,1970,DEPUTADO LOURIVAL BRASIL                   ARENA,"DECLARA DE UTILIDADE PÚBLICA A CAIXA ESCOLAR DO GRUPO ESCOLAR FRANCISCO
REY, DE ARANTINA.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, ARANTINA.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1970-11-21,000149574,PL. 1711 1970 - PROJETO DE LEI,322,UTILIDADE PÚBLICA,ARQUIVO,19710131,20120229,1046,rosanacf,1970-11-19,"list(passo = 1, data = ""1970-11-19"", local = ""PLENÁRIO"", historico = ""ARQUIVADO, FINAL DE LEGISLATURA.\nDESARQUIVADO A REQUERIMENTO DO DEP. LOURIVAL BRASIL, EM 20 4 1971\nTRANSFORMADO NO PROJETO DE LEI 104/1971."")","list(expressao = ""(PL adj '104' adj 1971[PROP])[dbmt]"", banco = ""mate"", descricao = ""PL. 104 1971"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL+adj+%27104%27+adj+1971%5BPROP%5D%29%5Bdbmt%5D"", tipo = ""PL"", numero = 104, ano = 1971)",list(),NULL,N,"list(id = 322, nome = ""DEPUTADO LOURIVAL BRASIL"", partido = ""ARENA"")",NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1710,1970,DEPUTADO LOURIVAL BRASIL                   ARENA,"DECLARA DE UTILIDADE PÚBLICA A CORPORAÇÃO MUSICAL UNIÃO TABOENSE, DE
TABOÃO, MUNICÍPIO DE BOM JARDIM DE MINAS.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BOM JARDIM DE MINAS.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1970-11-21,000149575,PL. 1710 1970 - PROJETO DE LEI,322,UTILIDADE PÚBLICA,ARQUIVO,19710131,20120229,1046,rosanacf,1970-11-19,"list(passo = 1, data = ""1970-11-19"", local = ""PLENÁRIO"", historico = ""ARQUIVADO, FINAL DE LEGISLATURA.\nDESARQUIVADO A REQUERIMENTO DO DEP. LOURIVAL BRASIL, EM 20 4 1971\nTRANSFORMADO NO PROJETO DE LEI 105/1971."")","list(expressao = ""(PL adj '105' adj 1971[PROP])[dbmt]"", banco = ""mate"", descricao = ""PL. 105 1971"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL+adj+%27105%27+adj+1971%5BPROP%5D%29%5Bdbmt%5D"", tipo = ""PL"", numero = 105, ano = 1971)",list(),NULL,N,"list(id = 322, nome = ""DEPUTADO LOURIVAL BRASIL"", partido = ""ARENA"")",NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1709,1970,DEPUTADO ATHOS VIEIRA DE ANDRADE           ARENA,"RECONHECE DE UTILIDADE PÚBLICA A ASSOCIAÇÃO BENEFICENTE SÃO JOÃO
BATISTA, COM SEDE NA CIDADE DE VISCONDE DO RIO BRANCO.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, VISCONDE DO RIO BRANCO.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1970-11-21,000149576,PL. 1709 1970 - PROJETO DE LEI,280,UTILIDADE PÚBLICA,NA,NA,20120229,1045,rosanacf,1970-11-19,"list(passo = 1, data = ""1970-11-19"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 30 11 1970\nREDAÇÃO FINAL\nAPROVAÇÃO: 30 11 1970\nCOMISSÕES:\nJUSTIÇA\nDISCUSSÃO ÚNICA\nRELATOR: DEP. ALTAIR CHAGAS\nPUBLICAÇÃO: 28 11 1970\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. GERARDO RENAULT\nPUBLICAÇÃO: 2 12 1970\nSANCIONADO\nPUBLICAÇÃO DA LEI: 8 12 1970."")",list(),list(),NULL,N,"list(id = 280, nome = ""DEPUTADO ATHOS VIEIRA DE ANDRADE"", partido = ""ARENA"")",NA,DELIBERAÇÃO DE PLENÁRIO,LEI 5639 1970 - LEI ORDINÁRIA,NA,/legislacao/mineira/LEI/5639/1970,LEI 5639 1970 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,1708,1970,DEPUTADO LOURIVAL BRASIL                   ARENA,"DÁ DENOMINAÇÃO À ESCOLA COMBINADA DA FAZENDA DOS MACACOS, MUNICÍPIO DE
CASCALHO RICO.","DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, CASCALHO RICO.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1970-11-21,000149577,PL. 1708 1970 - PROJETO DE LEI,322,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",ARQUIVO,19710131,20120411,1607,rosanacf,1970-11-19,"list(passo = 1, data = ""1970-11-19"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO\nAPROVAÇÃO: 26 11 1970\nARQUIVADO, FINAL DA LEGISLATURA.\nDESARQUIVADO A REQUERIMENTO DO DEP. LOURIVAL BRASIL, EM\n28 4 1971, RECEBEU O NÚMERO PL 106 1971."")","list(expressao = ""(PL adj '106' adj 1971[PROP])[dbmt]"", banco = ""mate"", descricao = ""PL. 106 1971"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL+adj+%27106%27+adj+1971%5BPROP%5D%29%5Bdbmt%5D"", tipo = ""PL"", numero = 106, ano = 1971)",list(),NULL,N,"list(id = 322, nome = ""DEPUTADO LOURIVAL BRASIL"", partido = ""ARENA"")",NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1707,1970,GOVERNADOR DO ESTADO,"AUTORIZA A ABERTURA DO CRÉDITO ESPECIAL DE CR$ 788.793,00 À
POLÍCIA MILITAR, PARA O FIM QUE MENCIONA. (INSTALAÇÃO E
FUNCIONAMENTO DO BATALHÃO DE TRÂNSITO - 14 B. P.).","ABERTURA, CRÉDITO ESPECIAL, (PMMG).",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1970-11-21,000149578,PL. 1707 1970 - PROJETO DE LEI,,CRÉDITO,NA,NA,20101209,1617,m17461,1970-11-19,"list(passo = 1, data = ""1970-11-19"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 26 11 1970\nREDAÇÃO FINAL\nAPROVAÇÃO: 27 11 1970\nCOMISSÕES:\nJUSTIÇA\nDISCUSSÃO ÚNICA\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 26 11 1970\nFINANÇAS\nDISCUSSÃO ÚNICA\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 26 11 1970\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 1 12 1970\nSANCIONADO\nPUBLICAÇÃO DA LEI: 8 12 1970."")",list(),list(),"list(descricao = ""MSG 666 1970"")",N,NULL,NA,DELIBERAÇÃO DE PLENÁRIO,LEI 5632 1970 - LEI ORDINÁRIA,NA,/legislacao/mineira/LEI/5632/1970,LEI 5632 1970 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,1706,1970,GOVERNADOR DO ESTADO,"AUTORIZA A FUNDAÇÃO ESTADUAL DE BEM-ESTAR DO MENOR A PERMUTAR, COM
COM ASSOCIAÇÃO EDUCACIONAL DOS IRMÃOS DE NOSSA SENHORA, IMÓVEL
QUE LHE FOI DOADO PELO ESTADO.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1970-11-18,000149579,PL. 1706 1970 - PROJETO DE LEI,NA,NA,NA,NA,19980101,NA,Carga,1970-11-17,"list(passo = 1, data = ""1970-11-17"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 26 11 1970\nREDAÇÃO FINAL\nAPROVAÇÃO: 27 11 1970\nCOMISSÕES:\nJUSTIÇA\nDISCUSSÃO ÚNICA\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 26 11 1970\nFINANÇAS\nDISCUSSÃO ÚNICA\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 26 11 1970\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 1 12 1970\nSANCIONADO\nPUBLICAÇÃO DA LEI: 15 12 1970."")",list(),list(),"list(descricao = ""MSG 663 1970"")",N,NULL,NA,DELIBERAÇÃO DE PLENÁRIO,LEI 5642 1970 - LEI ORDINÁRIA,NA,/legislacao/mineira/LEI/5642/1970,LEI 5642 1970 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,1705,1970,GOVERNADOR DO ESTADO,"MODIFICA A LEI 5.301, DE 16 DE OUTUBRO DE 1969. (CRIA ESCOLA DE
FORMAÇÃO MUSICAL PARA PROVIMENTO DO QUADRO DE MÚSICOS DA POLÍCIA
MILITAR E MODIFICA ESTATUTO DO PESSOAL DA POLÍCIA MILITAR).",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1970-11-13,000149581,PL. 1705 1970 - PROJETO DE LEI,,"POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS (PMMG)
PESSOAL MILITAR
ESTABELECIMENTO DE ENSINO",NA,NA,20131022,1405,rosanacf,1970-11-12,"list(passo = 1, data = ""1970-11-12"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 26 11 1970\nREDAÇÃO FINAL\nAPROVAÇÃO: 27 11 1970\nCOMISSÕES:\nJUSTIÇA, SEGURANÇA E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. GERALDO SANTANNA\nPUBLICAÇÃO: 25 11 1970\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 28 11 1970\nSANCIONADO\nPUBLICAÇÃO DA LEI: 15 12 1970."")",list(),list(),"list(descricao = ""MSG 661 1970"")",N,NULL,"ADMINISTRAÇÃO PÚBLICA
SEGURANÇA PÚBLICA",DELIBERAÇÃO DE PLENÁRIO,LEI 5641 1970 - LEI ORDINÁRIA,LEI 5301 1969 - LEI ORDINÁRIA,/legislacao/mineira/LEI/5641/1970,LEI 5641 1970 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,1704,1970,GOVERNADOR DO ESTADO,CRIA CARGO DE SECRETÁRIO DE ESTABELECIMENTO DE ENSINO MÉDIO.,"CRIAÇÃO, CARGO EM COMISSÃO, SECRETÁRIO DE ESTABELECIMENTO DE ENSINO
MÉDIO, QUADRO GERAL, ADMINISTRAÇÃO DIRETA, EXECUTIVO, ESPECIFICAÇÃO,
SÍMBOLO, VENCIMENTOS, LOTAÇÃO, ESTABELECIMENTO DE ENSINO, ENSINO MÉDIO,
MUNICÍPIO, BELO HORIZONTE.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1970-11-14,000149580,PL. 1704 1970 - PROJETO DE LEI,,"SECRETARIA DE ESTADO
EDUCAÇÃO
PESSOAL",NA,NA,20140218,1433,rosanacf,1970-11-10,"list(passo = 1, data = ""1970-11-10"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 25 11 1970\nREDAÇÃO FINAL\nAPROVAÇÃO: 26 11 1970\nCOMISSÕES:\nJUSTIÇA, EDUCAÇÃO E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. EDGARD DE VASCONCELOS\nPUBLICAÇÃO: 25 11 1970\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 28 11 1970\nSANCIONADO\nPUBLICAÇÃO DA LEI: 4 12 1970."")",list(),list(),"list(descricao = ""MSG 659 1970"")",N,NULL,"ADMINISTRAÇÃO PÚBLICA
EDUCAÇÃO",DELIBERAÇÃO DE PLENÁRIO,LEI 5625 1970 - LEI ORDINÁRIA,NA,/legislacao/mineira/LEI/5625/1970,LEI 5625 1970 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,1703,1970,GOVERNADOR DO ESTADO,"INCORPORA A FAZENDA-ESCOLA PRESIDENTE JOÃO PINHEIRO, LOCALIZADA
NA CIDADE DO SERRO, AO PATRIMÔNIO DA COMPANHIA AGRÍCOLA DE MINAS
GERAIS - CAMIG.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1970-11-07,000149583,PL. 1703 1970 - PROJETO DE LEI,,"EMPRESA PÚBLICA
AGROPECUÁRIA",NA,NA,20131022,1406,rosanacf,1970-11-05,"list(passo = 1, data = ""1970-11-05"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nTRAMITAÇÃO SINGULAR\nAPROVAÇÃO: 25 11 1970\nREDAÇÃO FINAL\nAPROVAÇÃO: 26 11 1970\nCOMISSÕES:\nJUSTIÇA, AGRICULTURA E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. FRANCISCO BILAC PINTO\nPUBLICAÇÃO: 25 11 1970\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 28 11 1970\nSANCIONADO\nPUBLICAÇÃO DA LEI: 5 12 1970."")",list(),list(),"list(descricao = ""MSG 638 1970"")",N,NULL,"ADMINISTRAÇÃO PÚBLICA
AGROPECUÁRIA",DELIBERAÇÃO DE PLENÁRIO,LEI 5626 1970 - LEI ORDINÁRIA,NA,/legislacao/mineira/LEI/5626/1970,LEI 5626 1970 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,1701,1970,GOVERNADOR DO ESTADO,"AUTORIZA O PODER EXECUTIVO A DOAR À FUNDAÇÃO PALÁCIO DAS ARTES -
FPA, COM SEDE EM BELO HORIZONTE, O TERRENO QUE MENCIONA.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1970-11-06,000149584,PL. 1701 1970 - PROJETO DE LEI,NA,NA,NA,NA,19980101,NA,Carga,1970-11-04,"list(passo = 1, data = ""1970-11-04"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nTRAMITAÇÃO SINGULAR\nAPROVAÇÃO: 25 11 1970\nREDAÇÃO FINAL\nAPROVAÇÃO: 26 11 1970\nCOMISSÕES:\nJUSTIÇA, FINANÇAS\nPERDERAM PRAZO DE APRECIAÇÃO\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 28 11 1970\nSANCIONADO\nPUBLICAÇÃO DA LEI: 15 12 1970."")",list(),list(),"list(descricao = ""MSG 656 1970"")",N,NULL,NA,DELIBERAÇÃO DE PLENÁRIO,LEI 5644 1970 - LEI ORDINÁRIA,NA,/legislacao/mineira/LEI/5644/1970,LEI 5644 1970 - LEI ORDINÁRIA,NA,NA
