dominio,tipoProjeto,siglaTipoProjeto,numero,ano,autor,ementa,indexacao,situacao,siglaSituacao,situacaoGeral,siglaSituacaoGeral,dataPublicacao,numeroDoc,proposicao,matricula,assuntoGeral,local,arquivamento,atualizacao,horario,usuario,dataUltimaAcao,listaHistoricoTramitacoes,links,linksProposicoesAnexadas,linksOrigem,acompanhamento,autoresEstruturados,tema,regime,norma,legislacaoCitada,linkLegislacao.url,linkLegislacao.rotulo,observacao,proposicaoLei.descricao
Remissivo,PROJETO DE LEI,PL,1459,1970,DEPUTADO JOÃO NAVARRO                      ARENA,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO DE CARIDADE E ASSISTÊNCIA DE
PEQUERI - ACAP -, COM SEDE EM PEQUERI.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, PEQUERI.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1970-05-12,000149822,PL. 1459 1970 - PROJETO DE LEI,311,UTILIDADE PÚBLICA,NA,NA,20120228,0935,rosanacf,1970-05-08,"list(passo = 1, data = ""1970-05-08"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 21 5 1970\nREDAÇÃO FINAL\nAPROVAÇÃO: 26 5 1970\nCOMISSÕES:\nJUSTIÇA\nDISCUSSÃO ÚNICA\nRELATOR: DEP. AGOSTINHO CAMPOS NETO\nPUBLICAÇÃO: 20 5 1970\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 28 5 1970\nSANCIONADO\nPUBLICAÇÃO DA LEI: 11 6 1970"")",list(),list(),NULL,N,"list(id = 311, nome = ""DEPUTADO JOÃO NAVARRO"", partido = ""ARENA"")",NA,DELIBERAÇÃO DE PLENÁRIO,LEI 5462 1970 - LEI ORDINÁRIA,NA,/legislacao/mineira/LEI/5462/1970,LEI 5462 1970 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,1458,1970,DEPUTADO AMILCAR PADOVANI                  MDB,"DECLARA DE UTILIDADE PÚBLICA O GRUPO ESPÍRITA FREDERICO JÚNIOR,
DE JUIZ DE FORA.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, JUIZ DE FORA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1970-05-12,000149823,PL. 1458 1970 - PROJETO DE LEI,1189,UTILIDADE PÚBLICA,NA,NA,20120228,0935,rosanacf,1970-05-08,"list(passo = 1, data = ""1970-05-08"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 3 6 1970\nREDAÇÃO FINAL\nAPROVAÇÃO: 11 6 1970\nCOMISSÕES:\nJUSTIÇA\nDISCUSSÃO ÚNICA\nRELATOR: DEP. JOSÉ DOMINGUES\nPUBLICAÇÃO: 30 5 1970\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 11 6 1970\nSANCIONADO\nPUBLICAÇÃO DA LEI: 1 7 1970"")",list(),list(),NULL,N,"list(id = 1189, nome = ""DEPUTADO AMILCAR PADOVANI"", partido = ""MDB"")",NA,DELIBERAÇÃO DE PLENÁRIO,LEI 5476 1970 - LEI ORDINÁRIA,NA,/legislacao/mineira/LEI/5476/1970,LEI 5476 1970 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,1457,1970,DEPUTADO BONIFÁCIO DE ANDRADA              ARENA,"DECLARA DE UTILIDADE PÚBLICA O GINÁSIO NOSSA SENHORA DAS BROTAS,
LOCALIZADO NA CIDADE DE ENTRE-RIOS DE MINAS.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, ENTRE-RIOS DE MINAS.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1970-05-12,000149824,PL. 1457 1970 - PROJETO DE LEI,281,UTILIDADE PÚBLICA,NA,NA,20120228,0934,rosanacf,1970-05-08,"list(passo = 1, data = ""1970-05-08"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 21 5 1970\nREDAÇÃO FINAL\nAPROVAÇÃO: 26 5 1970\nCOMISSÕES:\nJUSTIÇA\nDISCUSSÃO ÚNICA\nRELATOR: DEP. MARTINS SILVEIRA\nPUBLICAÇÃO: 20 5 1970\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 28 5 1970\nSANCIONADO\nPUBLICAÇÃO DA LEI: 11 6 1970"")",list(),list(),NULL,N,"list(id = 281, nome = ""DEPUTADO BONIFÁCIO DE ANDRADA"", partido = ""ARENA"")",NA,DELIBERAÇÃO DE PLENÁRIO,LEI 5463 1970 - LEI ORDINÁRIA,NA,/legislacao/mineira/LEI/5463/1970,LEI 5463 1970 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,1456,1970,GOVERNADOR DO ESTADO,"AUTORIZA O PODER EXECUTIVO A DOAR IMÓVEL À PREFEITURA MUNICIPAL
DE ESPINOSA.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1970-05-08,000149825,PL. 1456 1970 - PROJETO DE LEI,NA,NA,NA,NA,19980101,NA,Carga,1970-05-06,"list(passo = 1, data = ""1970-05-06"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 22 5 1970\nREDAÇÃO FINAL\nAPROVAÇÃO: 26 5 1970\nCOMISSÕES:\nJUSTIÇA\nDISCUSSÃO ÚNICA\nRELATOR: DEP. AGOSTINHO CAMPOS NETO\nPUBLICAÇÃO: 21 5 1970\nFINANÇAS\nDISCUSSÃO ÚNICA\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 21 5 1970\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 28 5 1970\nSANCIONADO\nPUBLICAÇÃO DA LEI: 11 6 1970"")",list(),list(),"list(descricao = ""MSG 566 1970"")",N,NULL,NA,DELIBERAÇÃO DE PLENÁRIO,LEI 5457 1970 - LEI ORDINÁRIA,NA,/legislacao/mineira/LEI/5457/1970,LEI 5457 1970 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,1455,1970,GOVERNADOR DO ESTADO,"CONCEDE PENSÃO A D. HONORINA NEVES DE JESUS, VIÚVA DO EX-SOLDADO
ANTONIO SILVESTRE DA SILVA.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1970-05-08,000149826,PL. 1455 1970 - PROJETO DE LEI,NA,NA,NA,NA,19980101,NA,Carga,1970-05-06,"list(passo = 1, data = ""1970-05-06"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 29 5 1970\nREDAÇÃO FINAL\nAPROVAÇÃO: 9 6 1970\nCOMISSÕES:\nJUSTIÇA\nDISCUSSÃO ÚNICA\nRELATOR: DEP. AGOSTINHO CAMPOS NETO\nPUBLICAÇÃO: 28 5 1970\nFINANÇAS\nDISCUSSÃO ÚNICA\nRELATOR: DEP. MARTINS SILVEIRA\nPUBLICAÇÃO: 28 5 1970\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 5 6 1970\nSANCIONADO\nPUBLICAÇÃO DA LEI: 1 7 1970"")",list(),list(),"list(descricao = ""MSG 565 1970"")",N,NULL,NA,DELIBERAÇÃO DE PLENÁRIO,LEI 5479 1970 - LEI ORDINÁRIA,NA,/legislacao/mineira/LEI/5479/1970,LEI 5479 1970 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,1454,1970,GOVERNADOR DO ESTADO,"AUTORIZA O PODER EXECUTIVO A INSTITUIR A FUNDAÇÃO PALÁCIO DAS
ARTES, EM BELO HORIZONTE.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1970-05-08,000149827,PL. 1454 1970 - PROJETO DE LEI,,"FUNDAÇÃO PÚBLICA
CULTURA",NA,NA,20131022,1428,rosanacf,1970-05-06,"list(passo = 1, data = ""1970-05-06"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 21 5 1970\nREDAÇÃO FINAL\nAPROVAÇÃO: 26 5 1970\nCOMISSÕES:\nJUSTIÇA, EDUCAÇÃO E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. MARTINS SILVEIRA\nPUBLICAÇÃO: 20 5 1970\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 28 5 1970\nSANCIONADO\nPUBLICAÇÃO DA LEI: 11 6 1970"")",list(),list(),"list(descricao = ""MSG 564 1970"")",N,NULL,"ADMINISTRAÇÃO PÚBLICA
CULTURA",DELIBERAÇÃO DE PLENÁRIO,LEI 5455 1970 - LEI ORDINÁRIA,NA,/legislacao/mineira/LEI/5455/1970,LEI 5455 1970 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,1452,1970,GOVERNADOR DO ESTADO,"DISPÕE SOBRE A CRIAÇÃO DE CARGOS DE PROFESSOR DE ENSINO MÉDIO DO
INSTITUTO DE EDUCAÇÃO DE MINAS GERAIS.","CRIAÇÃO, CARGO PÚBLICO, PROFESSOR DE ENSINO MÉDIO, ENSINO NORMAL,
INSTITUTO DE EDUCAÇÃO, QUADRO GERAL, EXECUTIVO.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1970-05-07,000149829,PL. 1452 1970 - PROJETO DE LEI,,"ENSINO PÚBLICO ESTADUAL
EXECUTIVO
PESSOAL",NA,NA,20150602,1406,malves,1970-05-05,"list(passo = 1, data = ""1970-05-05"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 19 5 1970\nREDAÇÃO FINAL\nAPROVAÇÃO: 25 5 1970\nCOMISSÕES:\nJUSTIÇA, EDUCAÇÃO E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. AGOSTINHO CAMPOS NETO\nPUBLICAÇÃO: 14 5 1970\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JAIRO MAGALHÃES\nPUBLICAÇÃO: 23 5 1970\nSANCIONADO\nPUBLICAÇÃO DA LEI: 11 6 1970"")",list(),list(),"list(descricao = ""MSG 563 1970"")",N,NULL,"ADMINISTRAÇÃO PÚBLICA
EDUCAÇÃO",DELIBERAÇÃO DE PLENÁRIO,LEI 5456 1970 - LEI ORDINÁRIA,NA,/legislacao/mineira/LEI/5456/1970,LEI 5456 1970 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,1451,1970,GOVERNADOR DO ESTADO,"DISPÕE SOBRE DOAÇÃO DE TERRENOS À FUNDAÇÃO EDUCACIONAL MINAS
GERAIS, MANTENEDORA DA ESCOLA DE ENGENHARIA KENNEDY, E DÁ
OUTRAS PROVIDÊNCIAS.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1970-05-07,000149830,PL. 1451 1970 - PROJETO DE LEI,NA,NA,NA,NA,19980101,NA,Carga,1970-05-05,"list(passo = 1, data = ""1970-05-05"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 22 5 1970\nREDAÇÃO FINAL\nAPROVAÇÃO: 26 5 1970\nCOMISSÕES:\nJUSTIÇA\nDISCUSSÃO ÚNICA\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 21 5 1970\nFINANÇAS\nDISCUSSÃO ÚNICA\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 21 5 1970\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 28 5 1970\nSANCIONADO\nPUBLICAÇÃO DA LEI: 11 6 1970"")",list(),list(),"list(descricao = ""MSG 562 1970"")",N,NULL,NA,DELIBERAÇÃO DE PLENÁRIO,LEI 5458 1970 - LEI ORDINÁRIA,NA,/legislacao/mineira/LEI/5458/1970,LEI 5458 1970 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,1450,1970,DEPUTADA MARIA PENA                        ARENA,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO DAS EX-ALUNAS DO COLÉGIO
SAGRADO CORAÇÃO DE JESUS, DE BELO HORIZONTE.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1970-05-07,000149831,PL. 1450 1970 - PROJETO DE LEI,748,UTILIDADE PÚBLICA,ARQUIVO,19710131,20120228,0932,rosanacf,1970-05-05,"list(passo = 1, data = ""1970-05-05"", local = ""PLENÁRIO"", historico = ""ARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),NULL,N,"list(id = 748, nome = ""DEPUTADA MARIA PENA"", partido = ""ARENA"")",NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1449,1970,DEPUTADO EDGARD DE VASCONCELOS             ARENA,"TRANSFORMA EM GRUPO ESCOLAR AS ESCOLAS REUNIDAS CÔNEGO MARCIAL
MUZZI, DA CIDADE DE ERVÁLIA.","ALTERAÇÃO, DENOMINAÇÃO, TRANSFORMAÇÃO, ESTABELECIMENTO DE ENSINO, GRUPO
ESCOLAR, MUNICÍPIO, ERVÁLIA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1970-05-06,000149832,PL. 1449 1970 - PROJETO DE LEI,941,NA,NA,NA,19980101,NA,Carga,1970-05-04,"list(passo = 1, data = ""1970-05-04"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 12 5 1970\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 12 6 1970\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 26 6 1970\nREDAÇÃO FINAL\nAPROVAÇÃO: 29 6 1970\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. MÁRIO ASSAD\nPUBLICAÇÃO: 5 6 1970\nEDUCAÇÃO\nSEGUNDA DISCUSSÃO\nRELATORA: DEP. MARIA PENA\nPUBLICAÇÃO: 5 6 1970\nFINANÇAS\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. MARTINS SILVEIRA\nPUBLICAÇÃO: 5 6 1970\nFINANÇAS\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. NELSON LOMBARDI\nPUBLICAÇÃO: 18 6 1970\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 30 6 1970\nSANCIONADO\nPUBLICAÇÃO DA LEI: 14 7 1970"")",list(),list(),NULL,N,"list(id = 941, nome = ""DEPUTADO EDGARD DE VASCONCELOS"", partido = ""ARENA"")",NA,DELIBERAÇÃO DE PLENÁRIO,LEI 5501 1970 - LEI ORDINÁRIA,NA,/legislacao/mineira/LEI/5501/1970,LEI 5501 1970 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,1448,1970,DEPUTADO JAIRO MAGALHÃES                   ARENA,"AUTORIZA O PODER EXECUTIVO A REVERTER AO PATRIMÔNIO DE
DIVINOLÂNDIA DE MINAS IMÓVEL RECEBIDO PELO ESTADO EM DOAÇÃO
CLAUSULADA.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1970-05-06,000149833,PL. 1448 1970 - PROJETO DE LEI,737,NA,NA,NA,19980101,NA,Carga,1970-05-04,"list(passo = 1, data = ""1970-05-04"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 12 5 1970\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 13 8 1970\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 1 9 1970\nREDAÇÃO FINAL\nAPROVAÇÃO: 9 9 1970\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. AGOSTINHO CAMPOS NETO\nPUBLICAÇÃO: 8 8 1970\nFINANÇAS\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 8 8 1970\nFINANÇAS\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. DELSON SCARANO\nPUBLICAÇÃO: 21 8 1970\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. RONALDO CANEDO\nPUBLICAÇÃO: 4 9 1970\nSANCIONADO\nPUBLICAÇÃO DA LEI: 23 9 1970"")",list(),list(),NULL,N,"list(id = 737, nome = ""DEPUTADO JAIRO MAGALHÃES"", partido = ""ARENA"")",NA,DELIBERAÇÃO DE PLENÁRIO,LEI 5528 1970 - LEI ORDINÁRIA,NA,/legislacao/mineira/LEI/5528/1970,LEI 5528 1970 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,1447,1970,DEPUTADO HERÁCLITO ORTIGA                  ARENA,"AUTORIZA O GOVERNO DO ESTADO A TRANSFORMAR EM GRUPO ESCOLAR AS
ESCOLAS REUNIDAS JACINTO DE MAGALHÃES, COM SEDE EM SÃO FRANCISCO.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1970-05-05,000149835,PL. 1447 1970 - PROJETO DE LEI,1174,NA,ARQUIVO,19710131,20090402,1045,m17663,1970-04-30,"list(passo = 1, data = ""1970-04-30"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 11 5 1970\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),NULL,N,"list(id = 1174, nome = ""DEPUTADO HERÁCLITO ORTIGA"", partido = ""ARENA"")",NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1445,1970,GOVERNADOR DO ESTADO,"DISPÕE SOBRE A RETENÇÃO, PELO BANCO DO BRASIL S.A., DE PARCELAS
DO FUNDO DE PARTICIPAÇÃO DOS ESTADOS NOS TRIBUTOS FEDERAIS,
VINCULADAS POR CONVÊNIO A EXECUÇÃO DO PROGRAMA DE EXPANSÃO E
MELHORIA DO ENSINO MÉDIO DO ESTADO DE MINAS GERAIS.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1970-05-05,000149836,PL. 1445 1970 - PROJETO DE LEI,,EDUCAÇÃO,NA,NA,20131022,1430,rosanacf,1970-04-30,"list(passo = 1, data = ""1970-04-30"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 2 6 1970\nREDAÇÃO FINAL\nAPROVAÇÃO: 9 6 1970\nCOMISSÕES:\nJUSTIÇA, EDUCAÇÃO E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATORA: DEP. MARIA PENA\nPUBLICAÇÃO: 30 5 1970\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. RONALDO CANEDO\nPUBLICAÇÃO: 6 6 1970\nSANCIONADO\nPUBLICAÇÃO DA LEI: 1 7 1970"")",list(),list(),"list(descricao = ""MSG 561 1970"")",N,NULL,"EDUCAÇÃO
FINANÇAS PÚBLICAS",NA,LEI 5467 1970 - LEI ORDINÁRIA,NA,/legislacao/mineira/LEI/5467/1970,LEI 5467 1970 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,1444,1970,GOVERNADOR DO ESTADO,"AUTORIZA A INSTITUIÇÃO DA FUNDAÇÃO FACULDADE DE FILOSOFIA,
CIÊNCIAS E LETRAS DE CARANGOLA, E REVOGA A LEI 3563 DE 16 DE
NOVEMBRO DE 1965. (TRATA TAMBÉM DA REVOGAÇÃO DA LEI QUE CRIOU
A FACULDADE DE FILOSOFIA, CIÊNCIAS E LETRAS, NO MUNICÍPIO
DE CARANGOLA).",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1970-05-05,000149837,PL. 1444 1970 - PROJETO DE LEI,NA,NA,NA,NA,19980101,NA,Carga,1970-04-30,"list(passo = 1, data = ""1970-04-30"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 19 5 1970\nREDAÇÃO FINAL\nAPROVAÇÃO: 25 5 1970\nCOMISSÕES:\nJUSTIÇA, EDUCAÇÃO E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. MARTINS SILVEIRA\nPUBLICAÇÃO: 14 5 1970\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JAIRO MAGALHÃES\nPUBLICAÇÃO: 23 5 1970\nSANCIONADO\nPUBLICAÇÃO DA LEI: 11 6 1970"")",list(),list(),"list(descricao = ""MSG 560 1970"")",N,NULL,NA,DELIBERAÇÃO DE PLENÁRIO,LEI 5454 1970 - LEI ORDINÁRIA,NA,/legislacao/mineira/LEI/5454/1970,LEI 5454 1970 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,1443,1970,GOVERNADOR DO ESTADO,"AUTORIZA O PODER EXECUTIVO A ABRIR À SECRETARIA DE ESTADO DA
EDUCAÇÃO O CRÉDITO ESPECIAL DE CR$ 5.000,00.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1970-05-05,000149838,PL. 1443 1970 - PROJETO DE LEI,NA,NA,NA,NA,19980101,NA,Carga,1970-04-30,"list(passo = 1, data = ""1970-04-30"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO:\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 19 5 1970\nREDAÇÃO FINAL\nAPROVAÇÃO: 25 5 1970\nCOMISSÕES:\nJUSTIÇA\nDISCUSSÃO ÚNICA\nRELATOR: DEP. LUIZ FERNANDO AZEVEDO\nPUBLICAÇÃO: 14 5 1970\nFINANÇAS\nDISCUSSÃO ÚNICA\nRELATOR: DEP. MARTINS SILVEIRA\nPUBLICAÇÃO: 14 5 1970\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JAIRO MAGALHÃES\nPUBLICAÇÃO: 23 5 1970\nSANCIONADO\nPUBLICAÇÃO DA LEI: 11 6 1970"")",list(),list(),"list(descricao = ""MSG 559 1970"")",N,NULL,NA,DELIBERAÇÃO DE PLENÁRIO,LEI 5460 1970 - LEI ORDINÁRIA,NA,/legislacao/mineira/LEI/5460/1970,LEI 5460 1970 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,1442,1970,DEPUTADO WILSON TANURE                     MDB,"AUTORIZA O PODER EXECUTIVO A FAZER DOAÇÃO DE 800 M2 (OITOCENTOS
METROS QUADRADOS) DE ÁREA DE TERRENO À PREFEITURA MUNICIPAL DE
SETE LAGOAS (ONDE SE ACHA CONSTITUÍDO O GRUPO ESCOLAR DR. ARTUR
BERNARDES).",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1970-05-01,000149840,PL. 1442 1970 - PROJETO DE LEI,763,NA,NA,NA,19980101,NA,Carga,1970-04-29,"list(passo = 1, data = ""1970-04-29"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 11 5 1970\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 5 10 1970\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 19 10 1970\nREDAÇÃO FINAL\nAPROVAÇÃO: 23 10 1970\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. AGOSTINHO CAMPOS NETO\nPUBLICAÇÃO: (PERDEU PRAZO)\nFINANÇAS\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. RONALDO CANEDO\nPUBLICAÇÃO: (NÃO CONSTA)\nFINANÇAS\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. DELSON SCARANO\nPUBLICAÇÃO: 9 10 1970\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. BILAC PINTO\nPUBLICAÇÃO: 24 10 1970\nSANCIONADO\nPUBLICAÇÃO DA LEI: 25 11 1970"")",list(),list(),NULL,N,"list(id = 763, nome = ""DEPUTADO WILSON TANURE"", partido = ""MDB"")",NA,DELIBERAÇÃO DE PLENÁRIO,LEI 5609 1970 - LEI ORDINÁRIA,NA,/legislacao/mineira/LEI/5609/1970,LEI 5609 1970 - LEI ORDINÁRIA,NA,NA
