dominio,tipoProjeto,siglaTipoProjeto,numero,ano,autor,ementa,tema,indexacao,situacao,siglaSituacao,situacaoGeral,siglaSituacaoGeral,dataPublicacao,numeroDoc,proposicao,matricula,assuntoGeral,norma,atualizacao,horario,usuario,dataUltimaAcao,listaHistoricoTramitacoes,links,linksProposicoesAnexadas,linksOrigem,acompanhamento,regime,local,arquivamento,legislacaoCitada,autoresEstruturados,linkLegislacao.url,linkLegislacao.rotulo,proposicaoLei.descricao,observacao
Remissivo,PROJETO DE LEI,PL,3763,1966,DEPUTADO EULER LAFETÁ                      UDN,"DECLARA DE UTILIDADE PÚBLICA A UNIÃO MUNICIPAL DOS ESTUDANTES
SECUNDÁRIOS DE JANUÁRIA - UMESJ -, COM SEDE NA CIDADE DE JANUÁRIA.",NA,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, JANUÁRIA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1966-08-11,000151357,PL. 3763 1966 - PROJETO DE LEI,710,UTILIDADE PÚBLICA,LEI 4273 1966 - LEI ORDINÁRIA,20120302,1547,rosanacf,1966-08-09,"list(passo = 1, data = ""1966-08-09"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 30 9 1966\nREDAÇÃO FINAL\nAPROVAÇÃO: 6 10 1966\nCOMISSÕES:\nJUSTIÇA\nDISCUSSÃO ÚNICA\nRELATOR: DEP. ATALIBA MENDES\nPUBLICAÇÃO: 25 8 1966\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. BATISTA MIRANDA\nPUBLICAÇÃO: 8 10 1966\nSANCIONADO\nPUBLICAÇÃO DA LEI: 22 10 1966"")",list(),list(),NULL,N,DELIBERAÇÃO DE PLENÁRIO,NA,NA,NA,NULL,/legislacao/mineira/LEI/4273/1966,LEI 4273 1966 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,3762,1966,GOVERNADOR ISRAEL PINHEIRO DA SILVA,"AUTORIZA A CAIXA ECONÔMICA DO ESTADO DE MINAS GERAIS A CONCEDER AVAL AO
DEPARTAMENTO MUNICIPAL DE ÁGUAS E ESGOTOS DA PREFEITURA MUNICIPAL DE BELO
HORIZONTE, NA OPERAÇÃO QUE MENCIONA.",FINANÇAS PÚBLICAS,"AUTORIZAÇÃO, AUTARQUIA, PREFEITURA MUNICIPAL, MUNICÍPIO, BELO
HORIZONTE, OBTENÇÃO, EMPRÉSTIMO, AVAL, CAIXA ECONÔMICA ESTADUAL
(MINASCAIXA).",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1966-08-09,000151359,PL. 3762 1966 - PROJETO DE LEI,,FINANÇAS PÚBLICAS,LEI 4238 1966 - LEI ORDINÁRIA,20170217,1158,malves,1966-08-05,"list(passo = 1, data = ""1966-08-05"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 25 8 1966\nREDAÇÃO FINAL\nAPROVAÇÃO: 25 8 1966\nCOMISSÕES:\nJUSTIÇA E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATORA: DEP. MARIA PENA\nPUBLICAÇÃO: 23 8 1966\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. BATISTA MIRANDA\nPUBLICAÇÃO: 26 8 1966\nSANCIONADO\nPUBLICAÇÃO DA LEI: 30 8 1966"")",list(),list(),"list(descricao = ""MSG 1116 1966"")",N,NA,NA,NA,NA,NULL,/legislacao/mineira/LEI/4238/1966,LEI 4238 1966 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,3761,1966,DEPUTADO JOSÉ MARIA MAGALHÃES              UDN,"DECLARA DE UTILIDADE PÚBLICA A UNIÃO DOS HOMENS LIVRES DO BAIRRO
SÃO PAULO, COM SEDE NA CIDADE DE BELO HORIZONTE.",NA,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1966-08-09,000151360,PL. 3761 1966 - PROJETO DE LEI,714,UTILIDADE PÚBLICA,LEI 4303 1966 - LEI ORDINÁRIA,20120302,1546,rosanacf,1966-08-05,"list(passo = 1, data = ""1966-08-05"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 25 11 1966\nREDAÇÃO FINAL\nAPROVAÇÃO: 6 12 1966\nCOMISSÕES:\nJUSTIÇA\nDISCUSSÃO ÚNICA\nRELATOR: DEP. JOÃO VAZ\nPUBLICAÇÃO: 20 8 1966\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. GERARDO GROSSI\nPUBLICAÇÃO: 6 12 1966\nSANCIONADO\nPUBLICAÇÃO DA LEI: 22 12 1966"")",list(),list(),NULL,N,DELIBERAÇÃO DE PLENÁRIO,NA,NA,NA,NULL,/legislacao/mineira/LEI/4303/1966,LEI 4303 1966 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,3760,1966,DEPUTADO HÉLIO GARCIA                      UDN,"DECLARA DE UTILIDADE PÚBLICA O LIONS CLUBE, COM SEDE NA CIDADE DE
LAVRAS.",NA,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, LAVRAS.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1966-08-09,000151361,PL. 3760 1966 - PROJETO DE LEI,736,UTILIDADE PÚBLICA,NA,20120302,1546,rosanacf,1966-08-05,"list(passo = 1, data = ""1966-08-05"", local = ""PLENÁRIO"", historico = ""ARQUIVADO, FINAL DA LEGISLATURA.\nDESARQUIVADO A REQUERIMENTO DO DEP. ATHOS VIEIRA DE ANDRADE,\nRECEBEU O NÚMERO PL 253 1967."")","list(expressao = ""(PL adj '253' adj 1967[PROP])[dbmt]"", banco = ""mate"", descricao = ""PL. 253 1967"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL+adj+%27253%27+adj+1967%5BPROP%5D%29%5Bdbmt%5D"", tipo = ""PL"", numero = 253, ano = 1967)",list(),NULL,N,DELIBERAÇÃO DE PLENÁRIO,ARQUIVO,19670131,NA,NULL,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,3758,1966,DEPUTADO JARBAS MEDEIROS                   PR,"AUTORIZA O GOVERNO DO ESTADO A DOAR TERRENO À PREFEITURA MUNICIPAL
DE NATÉRCIA.",NA,"AUTORIZAÇÃO, EXECUTIVO, DOAÇÃO, TERRENO, PREFEITURA MUNICIPAL,
MUNICÍPIO, NATÉRCIA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1966-08-06,000151362,PL. 3758 1966 - PROJETO DE LEI,741,IMÓVEL,LEI 4534 1967 - LEI ORDINÁRIA,20121119,1703,vitoria,1966-08-04,"list(passo = 1, data = ""1966-08-04"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 18 8 1966\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 30 11 1966\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 13 12 1966\nREDAÇÃO FINAL\nAPROVAÇÃO: 20 12 1966\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EXPEDITO TAVARES\nPUBLICAÇÃO: 6 9 1966\nFINANÇAS\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. FLORIVALDO DIAS\nPUBLICAÇÃO: 6 9 1966\nFINANÇAS\nTERCEIRA DISCUSSÃO\nRELATORA: DEP. MARIA PENA\nPUBLICAÇÃO: 10 12 1966\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JAIRO MAGALHÃES\nPUBLICAÇÃO: 20 12 1966\nVETADO TOTALMENTE\nREJEITADO O VETO TOTAL EM 20 6 1967\nPROMULGADO EM 10 7 1967\nPUBLICAÇÃO DA LEI: 12 7 1967\nPUBLICAÇÃO DAS RAZÕES DO VETO: 29 12 1966"")",list(),list(),NULL,N,NA,NA,NA,NA,"list(id = 741, nome = ""DEPUTADO JARBAS MEDEIROS"", partido = ""PR"")",/legislacao/mineira/LEI/4534/1967,LEI 4534 1967 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,3757,1966,DEPUTADO JARBAS MEDEIROS                   PR,"AUTORIZA O GOVERNO DO ESTADO A DOAR TERRENO À PREFEITURA MUNICIPAL
DE NATÉRCIA.",NA,"AUTORIZAÇÃO, EXECUTIVO, DOAÇÃO, IMÓVEL, PREFEITURA MUNICIPAL, MUNICÍPIO,
NATÉRCIA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1966-08-06,000151363,PL. 3757 1966 - PROJETO DE LEI,741,IMÓVEL,LEI 4533 1967 - LEI ORDINÁRIA,20121119,1702,vitoria,1966-08-04,"list(passo = 1, data = ""1966-08-04"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 18 8 1966\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 30 11 1966\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 13 12 1966\nREDAÇÃO FINAL\nAPROVAÇÃO: 20 12 1966\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EXPEDITO TAVARES\nPUBLICAÇÃO: 3 9 1966\nFINANÇAS\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. GERALDO QUINTÃO\nPUBLICAÇÃO: 3 9 1966\nFINANÇAS\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. MARTINS SILVEIRA\nPUBLICAÇÃO: 10 12 1966\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. DANIEL DE BARROS\nPUBLICAÇÃO: 20 12 1966\nVETADO TOTALMENTE\nREJEITADO O VETO TOTAL EM 20 6 1967\nPROMULGADO EM 10 7 1967\nPUBLICAÇÃO DA LEI: 12 7 1967\nPUBLICAÇÃO DAS RAZÕES DO VETO: 29 12 1966"")",list(),list(),NULL,N,NA,NA,NA,NA,"list(id = 741, nome = ""DEPUTADO JARBAS MEDEIROS"", partido = ""PR"")",/legislacao/mineira/LEI/4533/1967,LEI 4533 1967 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,3756,1966,DEPUTADO PINTO COELHO                      PLMTRLT,"AUTORIZA O PODER EXECUTIVO A FAZER REVERTER À MITRA DIOCESANA DE
DIAMANTINA, ÁREA DE TERRENO EXCEDENTE, SITUADA NA CIDADE-SEDE DO
MUNICÍPIO DE VÁRZEA DA PALMA.",NA,"AUTORIZAÇÃO, EXECUTIVO, REVERSÃO, DIOCESE DE DIAMANTINA, TERRENO,
MUNICÍPIO, VÁRZEA DA PALMA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1966-08-06,000151364,PL. 3756 1966 - PROJETO DE LEI,743,IMÓVEL,LEI 4367 1967 - LEI ORDINÁRIA,20121119,1702,vitoria,1966-08-04,"list(passo = 1, data = ""1966-08-04"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 16 8 1966\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 25 8 1966\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 20 12 1966\nREDAÇÃO FINAL\nAPROVAÇÃO: 23 12 1966\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. ATALIBA MENDES\nPUBLICAÇÃO: 30 8 1966\nFINANÇAS\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. VALDIR MELGAÇO\nPUBLICAÇÃO: 30 8 1966\nFINANÇAS\nTERCEIRA DISCUSSÃO\nRELATORA: DEP. MARIA PENA\nPUBLICAÇÃO: 15 12 1966\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. GERARDO GROSSI\nPUBLICAÇÃO: 23 12 1966\nSANCIONADO\nPUBLICAÇÃO DA LEI: 6 1 1967"")",list(),list(),NULL,N,NA,NA,NA,NA,NULL,/legislacao/mineira/LEI/4367/1967,LEI 4367 1967 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,3755,1966,GOVERNADOR ISRAEL PINHEIRO DA SILVA,"CRIA UM COLÉGIO NORMAL OFICIAL NOTURNO ANEXO AO COLÉGIO ESTADUAL DE
ARAGUARI E REVOGA O PARÁGRAFO ÚNICO DO ART. 29 DA LEI 2197, DE 30 DE
JULHO DE 1960.","ADMINISTRAÇÃO PÚBLICA
EDUCAÇÃO","CRIAÇÃO, ESTABELECIMENTO DE ENSINO, ENSINO NORMAL, MUNICÍPIO, ARAGUARI.
ALTERAÇÃO, LEI ESTADUAL, TRANSPORTE COLETIVO INTERMUNICIPAL.
REVOGAÇÃO, DISPOSITIVOS, APELAÇÃO, DECISÃO, CONSELHO DE TRÁFEGO.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1966-08-06,000151365,PL. 3755 1966 - PROJETO DE LEI,,ESTABELECIMENTO DE ENSINO,LEI 4247 1966 - LEI ORDINÁRIA,20131024,1703,rosanacf,1966-08-04,"list(passo = 1, data = ""1966-08-04"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 19 8 1966\nREDAÇÃO FINAL\nAPROVAÇÃO: 26 8 1966\nCOMISSÕES:\nJUSTIÇA, EDUCAÇÃO E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. SEBASTIÃO ANASTÁCIO\nPUBLICAÇÃO: 18 8 1966\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JORGE VARGAS\nPUBLICAÇÃO: 27 8 1966\nSANCIONADO\nPUBLICAÇÃO DA LEI: 9 9 1966"")",list(),list(),"list(descricao = ""MSG 1115 1966"")",N,NA,NA,NA,LEI 2197 1960 - LEI ORDINÁRIA,NULL,/legislacao/mineira/LEI/4247/1966,LEI 4247 1966 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,3754,1966,GOVERNADOR ISRAEL PINHEIRO DA SILVA,"DISPÕE SOBRE A DESAPROPRIAÇÃO DE IMÓVEL LOCALIZADO EM BELO HORIZONTE,
DESTINADO AO COLÉGIO SÃO VICENTE DE PAULO, DA ASSOCIAÇÃO BENEFICENTE
DOS FEIRANTES, AMBULANTES E MERCADORES.",NA,"AUTORIZAÇÃO, EXECUTIVO, DESAPROPRIAÇÃO, IMÓVEL, MUNICÍPIO, BELO
HORIZONTE, DESTINAÇÃO, ESTABELECIMENTO DE ENSINO.",RETIRADO DE TRAMITAÇÃO,RETRA,OUTRAS SITUAÇÕES,MOUTR,1966-08-05,000151367,PL. 3754 1966 - PROJETO DE LEI,,IMÓVEL,NA,20120522,1343,rosanacf,1966-08-04,"list(passo = 1, data = ""1966-08-04"", local = ""PLENÁRIO"", historico = ""COMISSÕES:\nJUSTIÇA E FINANÇAS (REUNIÃO CONJUNTA)\nRELATOR: DEP. JEOVAH SANTOS\nPUBLICAÇÃO: 30 8 1966\nRETIRADO PELO LÍDER DO GOVERNO, NA FORMA DOS ARTS 239, 240 E 241,\nDO REGIMENTO INTERNO, EM 2 9 1966."")",list(),list(),"list(descricao = ""MSG 1114 1966"")",N,NA,NA,NA,NA,NULL,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,3753,1966,DEPUTADO JOÃO VAZ                          UDN,DÁ DENOMINAÇÃO DE DONA LAURA ANDRADE À UNIDADE SANITÁRIA DE ARCOS.,NA,"DENOMINAÇÃO, UNIDADE SANITÁRIA, MUNICÍPIO, ARCOS.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1966-08-05,000151368,PL. 3753 1966 - PROJETO DE LEI,746,PRÓPRIO PÚBLICO,LEI 4340 1967 - LEI ORDINÁRIA,20120329,1601,rosanacf,1966-08-03,"list(passo = 1, data = ""1966-08-03"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 16 8 1966\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 23 11 1966\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 20 12 1966\nREDAÇÃO FINAL\nAPROVAÇÃO: 23 12 1966\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EXPEDITO TAVARES\nPUBLICAÇÃO: 25 8 1966\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. FLORIVALDO DIAS\nPUBLICAÇÃO: 16 12 1966\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOSÉ MARIA MAGALHÃES\nPUBLICAÇÃO: 23 12 1966\nSANCIONADO\nPUBLICAÇÃO DA LEI: 4 1 1967"")",list(),list(),NULL,N,NA,NA,NA,NA,NULL,/legislacao/mineira/LEI/4340/1967,LEI 4340 1967 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,3752,1966,DEPUTADO CARLOS ELOY                       UDN,"DÁ DENOMINAÇÃO JOSÉ BATISTA DE FREITAS À UNIDADE SANITÁRIA DE NOVA
SERRANA.",NA,"DENOMINAÇÃO, UNIDADE SANITÁRIA, MUNICÍPIO, NOVA SERRANA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1966-08-05,000151369,PL. 3752 1966 - PROJETO DE LEI,708,PRÓPRIO PÚBLICO,LEI 4346 1967 - LEI ORDINÁRIA,20120329,1600,rosanacf,1966-08-03,"list(passo = 1, data = ""1966-08-03"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 16 8 1966\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 29 11 1966\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 15 12 1966\nREDAÇÃO FINAL\nAPROVAÇÃO: 20 12 1966\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EXPEDITO TAVARES\nPUBLICAÇÃO: 25 8 1966\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOÃO VAZ\nPUBLICAÇÃO: 14 12 1966\nREDAÇÃO\nREDAÇÃO FINAL\nRELATORA: DEP. MARIA PENA\nPUBLICAÇÃO: 20 12 1966\nSANCIONADO\nPUBLICAÇÃO DA LEI: 4 1 1967"")",list(),list(),NULL,N,NA,NA,NA,NA,NULL,/legislacao/mineira/LEI/4346/1967,LEI 4346 1967 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,3751,1966,DEPUTADO HÉLIO GARCIA                      UDN,"ISENTA TEMPORARIAMENTE PRODUTOS DE PRIMEIRA NECESSIDADE DO
IMPOSTO DE VENDAS E CONSIGNAÇÕES.",NA,"CONCESSÃO, ISENÇÃO TEMPORÁRIA, IMPOSTO DE VENDA E CONSIGNAÇÕES, GÊNEROS
DE PRIMEIRA NECESSIDADE.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1966-08-03,000151370,PL. 3751 1966 - PROJETO DE LEI,736,TRIBUTOS,NA,20121119,1700,vitoria,1966-08-01,"list(passo = 1, data = ""1966-08-01"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 9 8 1966\nARQUIVADO, FINAL DA LEGISLATURA."")",list(),list(),NULL,N,NA,ARQUIVO,19670131,NA,NULL,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,3750,1966,GOVERNADOR ISRAEL PINHEIRO DA SILVA,CRIA UM COLÉGIO NORMAL OFICIAL ANEXO AO GINÁSIO ESTADUAL DE CAMBUQUIRA.,"ADMINISTRAÇÃO PÚBLICA
EDUCAÇÃO","CRIAÇÃO, ESTABELECIMENTO DE ENSINO, ENSINO NORMAL, MUNICÍPIO,
CAMBUQUIRA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1966-08-03,000151371,PL. 3750 1966 - PROJETO DE LEI,,ESTABELECIMENTO DE ENSINO,LEI 4243 1966 - LEI ORDINÁRIA,20131024,1704,rosanacf,1966-08-01,"list(passo = 1, data = ""1966-08-01"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 19 8 1966\nREDAÇÃO FINAL\nAPROVAÇÃO: 26 8 1966\nCOMISSÕES:\nJUSTIÇA, EDUCAÇÃO E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. OTELINO SOL\nPUBLICAÇÃO: 18 8 1966\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JORGE VARGAS\nPUBLICAÇÃO: 27 8 1966\nSANCIONADO\nPUBLICAÇÃO DA LEI: 7 9 1966"")",list(),list(),"list(descricao = ""MSG 1113 1966"")",N,NA,NA,NA,NA,NULL,/legislacao/mineira/LEI/4243/1966,LEI 4243 1966 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,3749,1966,GOVERNADOR ISRAEL PINHEIRO DA SILVA,FIXA VENCIMENTOS DE CARGOS DO MINISTÉRIO PÚBLICO.,ADMINISTRAÇÃO PÚBLICA,"FIXAÇÃO, VENCIMENTOS, MEMBROS, MINISTÉRIO PÚBLICO ESTADUAL (MPMG).",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1966-08-02,000151372,PL. 3749 1966 - PROJETO DE LEI,,"MINISTÉRIO PÚBLICO DO ESTADO DE MINAS GERAIS (MPMG)
PESSOAL",LEI 4239 1966 - LEI ORDINÁRIA,20131024,1704,rosanacf,1966-08-01,"list(passo = 1, data = ""1966-08-01"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 17 8 1966, COM EMENDA\nREDAÇÃO FINAL\nAPROVAÇÃO: 22 8 1966\nCOMISSÕES:\nJUSTIÇA, SERVIÇO PÚBLICO E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. EXPEDITO TAVARES\nPUBLICAÇÃO: 13 8 1966\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. CARLOS MEGALE\nPUBLICAÇÃO: 20 8 1966\nSANCIONADO\nPUBLICAÇÃO DA LEI: 1 9 1966"")",list(),list(),"list(descricao = ""MSG 1109 1966"")",N,NA,NA,NA,NA,NULL,/legislacao/mineira/LEI/4239/1966,LEI 4239 1966 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,3748,1966,COMISSÃO CONSTITUIÇÃO E JUSTIÇA,"DÁ A DENOMINAÇÃO DE ""GOVERNADOR MAGALHÃES PINTO"" À UNIDADE SANITÁRIA DA
CIDADE DE MUNHOZ.",NA,"DENOMINAÇÃO, UNIDADE SANITÁRIA, MUNICÍPIO, MUNHOZ.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1966-07-02,000151373,PL. 3748 1966 - PROJETO DE LEI,,PRÓPRIO PÚBLICO,LEI 4373 1967 - LEI ORDINÁRIA,20120329,1559,rosanacf,1966-06-30,"list(passo = 1, data = ""1966-06-30"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 9 8 1966\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 29 11 1966\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 20 12 1966\nREDAÇÃO FINAL\nAPROVAÇÃO: 23 12 1966\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. MARTINS SILVEIRA\nPUBLICAÇÃO: 20 8 1966\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. CARLOS ELOY\nPUBLICAÇÃO: 14 12 1966\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOSÉ MARIA MAGALHÃES\nPUBLICAÇÃO: 23 12 1966\nPROMULGADA\nPUBLICAÇÃO DA LEI: 24 1 1967"")",list(),list(),NULL,N,NA,NA,NA,NA,NULL,/legislacao/mineira/LEI/4373/1967,LEI 4373 1967 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,3747,1966,DEPUTADO LUIZ BACCARINI                    PSD,"DÁ A DENOMINAÇÃO DE ""CORACI UCHOA PINHEIRO"" AO CURSO DE AUXILIARES
DE ENFERMAGEM, ANEXO AO HOSPITAL REGIONAL SAMUEL LIBÂNIO, DE POUSO
ALEGRE.",NA,"DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, POUSO ALEGRE.",PROJETO VETADO TOTALMENTE,PVETO,PROPOSIÇÕES APROVADAS,MAPRV,1966-07-02,000151374,PL. 3747 1966 - PROJETO DE LEI,972,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",NA,20120329,1558,rosanacf,1966-06-30,"list(passo = 1, data = ""1966-06-30"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 9 8 1966\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 29 11 1966\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 20 12 1966\nREDAÇÃO FINAL\nAPROVAÇÃO: 23 12 1966\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOÃO VAZ\nPUBLICAÇÃO: 20 8 1966\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOÃO VAZ\nPUBLICAÇÃO: 16 12 1966\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOSÉ MARIA MAGALHÃES\nPUBLICAÇÃO: 23 12 1966\nVETADO TOTALMENTE\nPUBLICAÇÕES DAS RAZÕES DO VETO: 6 1 1967\nVETO TOTAL MANTIDO EM 23 6 1967"")",list(),list(),NULL,N,NA,NA,NA,NA,"list(id = 972, nome = ""DEPUTADO LUIZ BACCARINI"", partido = ""PSD"")",NA,NA,PRL 4839 1966,NA
