dominio,tipoProjeto,siglaTipoProjeto,numero,ano,autor,ementa,indexacao,situacao,siglaSituacao,situacaoGeral,siglaSituacaoGeral,dataPublicacao,numeroDoc,proposicao,matricula,assuntoGeral,norma,atualizacao,horario,usuario,dataUltimaAcao,listaHistoricoTramitacoes,links,linksProposicoesAnexadas,acompanhamento,autoresEstruturados,local,arquivamento,legislacaoCitada,tema,regime,linksOrigem,linkLegislacao.url,linkLegislacao.rotulo,proposicaoLei.descricao,observacao
Remissivo,PROJETO DE LEI,PL,896,1968,DEPUTADO AMILCAR PADOVANI                  MDB,"DECLARA DE UTILIDADE PÚBLICA O CENTRO DE ASSISTÊNCIA NOSSA SENHORA
APARECIDA, COM SEDE EM JUIZ DE FORA.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, JUIZ DE FORA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1968-10-25,000150392,PL. 896 1968 - PROJETO DE LEI,1189,UTILIDADE PÚBLICA,LEI 5065 1968 - LEI ORDINÁRIA,20120306,1629,rosanacf,1968-10-23,"list(passo = 1, data = ""1968-10-23"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 18 11 1968\nREDAÇÃO FINAL\nAPROVAÇÃO: 20 11 1968\nCOMISSÕES:\nJUSTIÇA\nDISCUSSÃO ÚNICA\nRELATOR: DEP. RONALDO CANEDO\nPUBLICAÇÃO: 31 10 1968\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. VALDIR MELGAÇO\nPUBLICAÇÃO: 22 11 1968\nSANCIONADO\nPUBLICAÇÃO DA LEI: 30 11 1968"")",list(),list(),N,"list(id = 1189, nome = ""DEPUTADO AMILCAR PADOVANI"", partido = ""MDB"")",NA,NA,NA,NA,DELIBERAÇÃO DE PLENÁRIO,NULL,/legislacao/mineira/LEI/5065/1968,LEI 5065 1968 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,895,1968,DEPUTADO JARBAS MEDEIROS                   ARENA,"AUTORIZA O GOVERNO DO ESTADO A REVERTER IMÓVEL AO PATRIMÔNIO DA
PREFEITURA MUNICIPAL DE CAMPANHA.","AUTORIZAÇÃO, EXECUTIVO, REVERSÃO, PREFEITURA MUNICIPAL, TERRENO,
MUNICÍPIO, CAMPANHA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1968-10-25,000150393,PL. 895 1968 - PROJETO DE LEI,741,IMÓVEL,LEI 5172 1969 - LEI ORDINÁRIA,20130515,0945,vitoria,1968-10-23,"list(passo = 1, data = ""1968-10-23"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 14 11 1968\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 19 3 1969 COM EMENDA\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 26 3 1969\nREDAÇÃO FINAL\nAPROVAÇÃO: 10 4 1969\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. LÚCIO DE SOUZA CRUZ\nPUBLICAÇÃO: 18 3 1969\nFINANÇAS\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOÃO FERRAZ\nPUBLICAÇÃO: 18 3 1969\nFINANÇAS\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. MAURÍLIO CAMBRAIA\nPUBLICAÇÃO: 25 3 1969\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. RONALDO CANEDO\nPUBLICAÇÃO: 10 4 1969\nSANCIONADO\nPUBLICAÇÃO DA LEI: 30 4 1969"")",list(),list(),N,"list(id = 741, nome = ""DEPUTADO JARBAS MEDEIROS"", partido = ""ARENA"")",NA,NA,NA,NA,NA,NULL,/legislacao/mineira/LEI/5172/1969,LEI 5172 1969 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,894,1968,DEPUTADO NÍLSON GONTIJO                    MDB,"DECLARA DE UTILIDADE PÚBLICA O HOSPITAL SÃO FRANCISCO DE ASSIS,
COM SEDE EM CONCEIÇÃO DO RIO VERDE.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, CONCEIÇÃO DO RIO VERDE.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1968-10-25,000150394,PL. 894 1968 - PROJETO DE LEI,1186,UTILIDADE PÚBLICA,LEI 5058 1968 - LEI ORDINÁRIA,20120306,1627,rosanacf,1968-10-23,"list(passo = 1, data = ""1968-10-23"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 14 11 1968\nREDAÇÃO FINAL\nAPROVAÇÃO: 19 11 1968\nCOMISSÕES:\nJUSTIÇA\nDISCUSSÃO ÚNICA\nRELATOR: DEP. MAURÍLIO CAMBRAIA\nPUBLICAÇÃO: 31 10 1968\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. ALMEIDA PEIXOTO\nPUBLICAÇÃO: 21 11 1968\nSANCIONADO\nPUBLICAÇÃO DA LEI: 29 11 1968"")",list(),list(),N,"list(id = 1186, nome = ""DEPUTADO NÍLSON GONTIJO"", partido = ""MDB"")",NA,NA,NA,NA,DELIBERAÇÃO DE PLENÁRIO,NULL,/legislacao/mineira/LEI/5058/1968,LEI 5058 1968 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,893,1968,DEPUTADO NÍLSON GONTIJO                    MDB,"DECLARA DE UTILIDADE PÚBLICA O CENTRO EXPÍRITA AMOR E HUMILDADE,
COM SEDE À RUA ADOLFO OLINTO, 768, EM POUSO ALEGRE.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, POUSO ALEGRE.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1968-10-25,000150395,PL. 893 1968 - PROJETO DE LEI,1186,UTILIDADE PÚBLICA,LEI 5059 1968 - LEI ORDINÁRIA,20120306,1627,rosanacf,1968-10-23,"list(passo = 1, data = ""1968-10-23"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 14 11 1968\nREDAÇÃO FINAL\nAPROVAÇÃO: 19 11 1968\nCOMISSÕES:\nJUSTIÇA\nDISCUSSÃO ÚNICA\nRELATOR: DEP. RONALDO CANEDO\nPUBLICAÇÃO: 31 10 1968\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. LUIZ BACCARINI\nPUBLICAÇÃO: 21 11 1968\nSANCIONADO\nPUBLICAÇÃO DA LEI: 29 11 1968"")",list(),list(),N,"list(id = 1186, nome = ""DEPUTADO NÍLSON GONTIJO"", partido = ""MDB"")",NA,NA,NA,NA,DELIBERAÇÃO DE PLENÁRIO,NULL,/legislacao/mineira/LEI/5059/1968,LEI 5059 1968 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,892,1968,GOVERNADOR DO ESTADO,"DISPÕE SOBRE REESTRUTURAÇÃO DE ÓRGÃOS DA DIRETORIA DE RENDAS, ESTABELECE
NORMAS RELATIVAS ÀS CARREIRAS DE FISCAL DE RENDAS, EXATOR E AGENTE DE
FISCALIZAÇÃO E DÁ OUTRAS PROVIDÊNCIAS.","REESTRUTURAÇÃO, ORGANIZAÇÃO ADMINISTRATIVA, UNIDADE ADMINISTRATIVA,
SECRETARIA DE ESTADO DE FAZENDA (SEF).
DEFINIÇÃO, COMPETÊNCIA, CARGO PÚBLICO, FISCAL DE RENDAS, EXATOR, AGENTE
DE FISCALIZAÇÃO, QUADRO DE PESSOAL, SECRETARIA DE ESTADO DE FAZENDA
(SEF).",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1968-10-24,000150396,PL. 892 1968 - PROJETO DE LEI,,"SECRETARIA DE ESTADO
FINANÇAS PÚBLICAS
ORGANIZAÇÃO ADMINISTRATIVA
PESSOAL",LEI 5043 1968 - LEI ORDINÁRIA,20140218,1546,sheyla,1968-10-23,"list(passo = 1, data = ""1968-10-23"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 13 11 1968 COM EMENDAS\nEMENDAS PUBLICADAS EM 30 10 1968\nREDAÇÃO FINAL\nAPROVAÇÃO: 19 11 1968\nCOMISSÕES:\nJUSTIÇA, SERVIÇO PÚBLICO E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. JOÃO FERRAZ\nPUBLICAÇÃO: 8 11 1968\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. ALMEIDA PEIXOTO\nPUBLICAÇÃO: 20 11 1968  E 21 11 1968\nSANCIONADO\nPUBLICAÇÃO DA LEI: 27 11 1968"")",list(),list(),N,NULL,NA,NA,NA,"ADMINISTRAÇÃO PÚBLICA
FINANÇAS PÚBLICAS",NA,"list(descricao = ""MSG 347 1968"")",/legislacao/mineira/LEI/5043/1968,LEI 5043 1968 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,891,1968,GOVERNADOR DO ESTADO,"RESTABELECE A DIRETORIA DA DESPESA, NA SECRETARIA DA FAZENDA E DÁ
OUTRAS PROVIDÊNCIAS.","RESTABELECIMENTO, UNIDADE ADMINISTRATIVA, SECRETARIA DE ESTADO DE
FAZENDA (SEF).",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1968-10-24,000150397,PL. 891 1968 - PROJETO DE LEI,,"SECRETARIA DE ESTADO
FINANÇAS PÚBLICAS
ORGANIZAÇÃO ADMINISTRATIVA",LEI 5037 1968 - LEI ORDINÁRIA,20140218,1547,sheyla,1968-10-23,"list(passo = 1, data = ""1968-10-23"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 13 11 1968\nREDAÇÃO FINAL\nAPROVAÇÃO: 19 11 1968\nCOMISSÕES:\nJUSTIÇA, SERVIÇO PÚBLICO E FINANÇAS (REUNIÃO CONJUNTA).\nDISCUSSÃO ÚNICA\nRELATOR: DEP. JOÃO FERRAZ\nPUBLICAÇÃO: 8 11 1968\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. RONALDO CANEDO\nPUBLICAÇÃO: 20 11 1968 E 21 11 1968\nSANCIONADO\nPUBLICAÇÃO DA LEI: 23 11 1968"")",list(),list(),N,NULL,NA,NA,NA,"ADMINISTRAÇÃO PÚBLICA
FINANÇAS PÚBLICAS",NA,"list(descricao = ""MSG 346 1968"")",/legislacao/mineira/LEI/5037/1968,LEI 5037 1968 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,890,1968,DEPUTADO EXPEDITO TAVARES                  ARENA,"ESTABELECE NORMAS DE REMOÇÃO DE PROFESSORA PRIMÁRIA E CONTÉM OUTRAS
PROVIDÊNCIAS.","NORMAS, REMOÇÃO, PROFESSOR PRIMÁRIO.",PROJETO VETADO TOTALMENTE,PVETO,PROPOSIÇÕES APROVADAS,MAPRV,1968-10-24,000150398,PL. 890 1968 - PROJETO DE LEI,745,"ENSINO PÚBLICO ESTADUAL
EXECUTIVO
PESSOAL",NA,20150602,1418,malves,1968-10-22,"list(passo = 1, data = ""1968-10-22"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 12 11 1968\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 6 6 1969\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 18 6 1969\nREDAÇÃO FINAL\nAPROVAÇÃO: 25 6 1969\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JAIRO MAGALHÃES\nPUBLICAÇÃO: 4 6 1969\nEDUCAÇÃO\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. MAURÍLIO CAMBRAIA\nPUBLICAÇÃO: 4 6 1969\nFINANÇAS\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. MAURÍLIO CAMBRAIA\nPUBLICAÇÃO: 4 6 1969\nFINANÇAS\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JORGE FERRAZ\nPUBLICAÇÃO: 13 6 1969\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. ALMEIDA PEIXOTO\nPUBLICAÇÃO: 27 6 1969\nVETADO TOTALMENTE\nPUBLICAÇÃO DAS RAZÕES DO VETO: 15 7 1969\nVETO TOTAL MANTIDO"")",list(),list(),N,"list(id = 745, nome = ""DEPUTADO EXPEDITO TAVARES"", partido = ""ARENA"")",NA,NA,NA,"ADMINISTRAÇÃO PÚBLICA
EDUCAÇÃO",NA,NULL,NA,NA,PRL 5742 1969,NA
Remissivo,PROJETO DE LEI,PL,889,1968,DEPUTADO LOURIVAL BRASIL,DÁ DENOMINAÇÕES A ESTABELECIMENTOS DE ENSINO EM PATROCÍNIO.,"DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, PATROCÍNIO.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1968-10-24,000150399,PL. 889 1968 - PROJETO DE LEI,322,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",LEI 5126 1968 - LEI ORDINÁRIA,20120403,1406,rosanacf,1968-10-22,"list(passo = 1, data = ""1968-10-22"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 13 11 1968\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 26 11 1968\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 29 11 1968\nREDAÇÃO FINAL\nAPROVAÇÃO: 30 11 1968\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. VALDIR MELGAÇO\nPUBLICAÇÃO: 23 11 1968\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. VALDIR MELGAÇO\nPUBLICAÇÃO: 27 11 1968\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. LUIZ BACCARINI\nPUBLICAÇÃO: 3 12 1968\nSANCIONADO\nPUBLICAÇÃO DA LEI: 12 12 1968"")",list(),list(),N,NULL,NA,NA,NA,NA,NA,NULL,/legislacao/mineira/LEI/5126/1968,LEI 5126 1968 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,888,1968,DEPUTADO LOURIVAL BRASIL                   ARENA,"DÁ DENOMINAÇÃO AO COLÉGIO NORMAL OFICIAL NOTURNO, DA CIDADE DE
PATROCÍNIO.","DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, PATROCÍNIO.",PROJETO VETADO TOTALMENTE,PVETO,PROPOSIÇÕES APROVADAS,MAPRV,1968-10-24,000150400,PL. 888 1968 - PROJETO DE LEI,322,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",NA,20120403,1406,rosanacf,1968-10-22,"list(passo = 1, data = ""1968-10-22"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 13 11 1968\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 26 11 1968\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 29 11 1968\nREDAÇÃO FINAL\nAPROVAÇÃO: 30 11 1968\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. VALDIR MELGAÇO\nPUBLICAÇÃO: 23 11 1968\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. ALMEIDA PEIXOTO\nPUBLICAÇÃO: 3 12 1968\nVETADO TOTALMENTE\nPUBLICAÇÃO DAS RAZÕES DO VETO EM: 13 12 1968\nVETO TOTAL MANTIDO."")",list(),list(),N,"list(id = 322, nome = ""DEPUTADO LOURIVAL BRASIL"", partido = ""ARENA"")",NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,887,1968,GOVERNADOR DO ESTADO,"CRIA NA SECRETARIA DE ESTADO DA FAZENDA A PROCURADORIA FISCAL DO ESTADO,
REGULA O PROCESSO TRIBUTÁRIO ADMINISTRATIVO E DÁ OUTRAS PROVIDÊNCIAS.","CRIAÇÃO, COMPETÊNCIA, PROCURADORIA FISCAL DO ESTADO, SUBORDINAÇÃO,
SECRETARIA DE ESTADO DE FAZENDA (SEF).",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1968-10-24,000150401,PL. 887 1968 - PROJETO DE LEI,,"SECRETARIA DE ESTADO
FINANÇAS PÚBLICAS
ORGANIZAÇÃO ADMINISTRATIVA",LEI 5047 1968 - LEI ORDINÁRIA,20140218,1550,sheyla,1968-10-22,"list(passo = 1, data = ""1968-10-22"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 13 11 1968\nREDAÇÃO FINAL\nAPROVAÇÃO: 19 11 1968\nCOMISSÕES:\nJUSTIÇA, SERVIÇO PÚBLICO  E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. JOÃO FERRAZ\nPUBLICAÇÃO: 8 11 1968\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. RONALDO CANEDO\nPUBLICAÇÃO: 20 11 1968 E 21 11 1968\nSANCIONADO\nPUBLICAÇÃO DA LEI: 28 11 1968"")",list(),list(),N,NULL,NA,NA,NA,"ADMINISTRAÇÃO PÚBLICA
FINANÇAS PÚBLICAS",NA,"list(descricao = ""MSG 345 1968"")",/legislacao/mineira/LEI/5047/1968,LEI 5047 1968 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,886,1968,DEPUTADA MARIA PENA                        ARENA,"DÁ A DENOMINAÇÃO DE PROFESSORA MARIA MAGALHÃES PINTO AO QUARTO
GRUPO ESCOLAR DE ITAPECERICA.","DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, ITAPECERICA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1968-10-23,000150402,PL. 886 1968 - PROJETO DE LEI,748,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",LEI 5190 1969 - LEI ORDINÁRIA,20120403,1405,rosanacf,1968-10-21,"list(passo = 1, data = ""1968-10-21"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 18 11 1968\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 16 4 1969\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 5 5 1969\nREDAÇÃO FINAL\nAPROVAÇÃO: 12 5 1969\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 15 4 1969\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. EXPEDITO TAVARES\nPUBLICAÇÃO: 26 4 1969\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NÍLSON GONTIJO\nPUBLICAÇÃO: 10 5 1969\nSANCIONADO\nPUBLICAÇÃO DA LEI: 28 5 1969"")",list(),list(),N,"list(id = 748, nome = ""DEPUTADA MARIA PENA"", partido = ""ARENA"")",NA,NA,NA,NA,NA,NULL,/legislacao/mineira/LEI/5190/1969,LEI 5190 1969 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,885,1968,DEPUTADO SEBASTIÃO ANASTÁCIO               ARENA,"DÁ DENOMINAÇÃO DE LUIZ GONZAGA BASTOS AO TERCEIRO GRUPO ESCOLAR DE
CONSELHEIRO PENA.","DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, CONSELHEIRO PENA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1968-10-23,000150403,PL. 885 1968 - PROJETO DE LEI,340,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",LEI 5178 1969 - LEI ORDINÁRIA,20120403,1404,rosanacf,1968-10-21,"list(passo = 1, data = ""1968-10-21"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 18 11 1968\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 27 3 1969\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 16 4 1969\nREDAÇÃO FINAL\nAPROVAÇÃO: 23 4 1969\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. LEOPOLDO PORTO\nPUBLICAÇÃO: 25 3 1969\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. RONALDO CANEDO\nPUBLICAÇÃO: 15 4 1969\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NÍLSON GONTIJO\nPUBLICAÇÃO: 23 4 1969\nSANCIONADO\nPUBLICAÇÃO DA LEI: 7 5 1969"")",list(),list(),N,"list(id = 340, nome = ""DEPUTADO SEBASTIÃO ANASTÁCIO"", partido = ""ARENA"")",NA,NA,NA,NA,NA,NULL,/legislacao/mineira/LEI/5178/1969,LEI 5178 1969 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,884,1968,DEPUTADO AMILCAR PADOVANI                  MDB,"DECLARA DE UTILIDADE PÚBLICA O LACTÁRIO NOSSA SENHORA APARECIDA,
COM SEDE EM VISCONDE DO RIO BRANCO.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, VISCONDE DO RIO BRANCO.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1968-10-22,000150404,PL. 884 1968 - PROJETO DE LEI,1189,UTILIDADE PÚBLICA,LEI 5064 1968 - LEI ORDINÁRIA,20120306,1624,rosanacf,1968-10-18,"list(passo = 1, data = ""1968-10-18"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 14 11 1968\nREDAÇÃO FINAL\nAPROVAÇÃO: 19 11 1968\nCOMISSÕES:\nJUSTIÇA\nDISCUSSÃO ÚNICA\nRELATOR: DEP. MAURÍLIO CAMBRAIA\nPUBLICAÇÃO: 31 10 1968\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. ALMEIDA PEIXOTO\nPUBLICAÇÃO: 21 11 1968\nSANCIONADO\nPUBLICAÇÃO DA LEI: 30 11 1968"")",list(),list(),N,"list(id = 1189, nome = ""DEPUTADO AMILCAR PADOVANI"", partido = ""MDB"")",NA,NA,NA,NA,DELIBERAÇÃO DE PLENÁRIO,NULL,/legislacao/mineira/LEI/5064/1968,LEI 5064 1968 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,883,1968,DEPUTADO AMILCAR PADOVANI                  MDB,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO BENEFICENTE NOSSA SENHORA MÃE
DOS POBRES, COM SEDE EM JUIZ DE FORA.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, JUIZ DE FORA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1968-10-22,000150405,PL. 883 1968 - PROJETO DE LEI,1189,UTILIDADE PÚBLICA,LEI 5054 1968 - LEI ORDINÁRIA,20120306,1624,rosanacf,1968-10-18,"list(passo = 1, data = ""1968-10-18"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO:\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 18 11 1968\nREDAÇÃO FINAL\nAPROVAÇÃO: 20 11 1968\nCOMISSÕES:\nJUSTIÇA\nDISCUSSÃO ÚNICA\nRELATOR: DEP. MAURÍLIO CAMBRAIA\nPUBLICAÇÃO: 31 10 1968\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. VALDIR MELGAÇO\nPUBLICAÇÃO: 22 11 1968\nSANCIONADO\nPUBLICAÇÃO DA LEI: 29 11 1968"")",list(),list(),N,"list(id = 1189, nome = ""DEPUTADO AMILCAR PADOVANI"", partido = ""MDB"")",NA,NA,NA,NA,DELIBERAÇÃO DE PLENÁRIO,NULL,/legislacao/mineira/LEI/5054/1968,LEI 5054 1968 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,882,1968,DEPUTADO JOÃO CARVALHO                     ARENA,DÁ DENOMINAÇÃO AO COLÉGIO COMERCIAL OFICIAL DE RIO CASCA.,"DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, RIO CASCA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1968-10-22,000150406,PL. 882 1968 - PROJETO DE LEI,374,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",LEI 5072 1968 - LEI ORDINÁRIA,20120403,1403,rosanacf,1968-10-18,"list(passo = 1, data = ""1968-10-18"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 25 10 1968\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 12 11 1968\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 20 11 1968\nREDAÇÃO FINAL\nAPROVAÇÃO: 21 11 1968\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. LÚCIO DE SOUZA CRUZ\nPUBLICAÇÃO: 31 10 1968\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOSÉ RAIMUNDO\nPUBLICAÇÃO: 19 11 1968\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. VALDIR MELGAÇO\nPUBLICAÇÃO: 23 11 1968\nSANCIONADO\nPUBLICAÇÃO DA LEI: 4 12 1968"")",list(),list(),N,"list(id = 374, nome = ""DEPUTADO JOÃO CARVALHO"", partido = ""ARENA"")",NA,NA,NA,NA,NA,NULL,/legislacao/mineira/LEI/5072/1968,LEI 5072 1968 - LEI ORDINÁRIA,NA,NA
