dominio,tipoProjeto,siglaTipoProjeto,numero,ano,autor,ementa,tema,situacao,siglaSituacao,situacaoGeral,siglaSituacaoGeral,dataPublicacao,numeroDoc,proposicao,matricula,regime,assuntoGeral,norma,atualizacao,horario,usuario,dataUltimaAcao,listaHistoricoTramitacoes,links,linksProposicoesAnexadas,linksOrigem,acompanhamento,indexacao,autoresEstruturados,legislacaoCitada,local,arquivamento,linkLegislacao.url,linkLegislacao.rotulo
Remissivo,PROJETO DE LEI,PL,574,1976,DEPUTADO HAROLDO LOPES DA COSTA            MDB,"AUTORIZA O PODER EXECUTIVO A CRIAR O FUNDO DE PROTEÇÃO E RECUPERAÇÃO
AMBIENTAL DA ESTÂNCIA HIDROMINERAL DE ARAXÁ.","MUNICÍPIOS E DESENVOLVIMENTO REGIONAL
FINANÇAS PÚBLICAS
MEIO AMBIENTE",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1976-06-29,000147637,PL. 574 1976 - PROJETO DE LEI,1473,DELIBERAÇÃO DE PLENÁRIO,"FUNDO ESTADUAL
MEIO AMBIENTE
MUNICÍPIOS E DESENVOLVIMENTO REGIONAL",LEI 7000 1977 - LEI ORDINÁRIA,20150717,1201,malves,1976-06-25,"list(passo = 1, data = ""1976-06-25"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 30 6 1976\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 22 4 1977\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 4 5 1977\nREDAÇÃO FINAL\nAPROVAÇÃO: 13 5 1977\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: NÃO CONSTA\nDEFESA DO MEIO AMBIENTE\nSEGUNDA DISCUSSÃO\nPERDEU PRAZO\nFINANÇAS\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. DOMINGOS LANNA\nPUBLICAÇÃO: 14 4 1977\nFINANÇAS\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. MILTON LIMA\nPUBLICAÇÃO: 27 4 1977\nSANCIONADO\nPUBLICAÇÃO DA LEI: 15 6 1977"")",list(),list(),NULL,N,"AUTORIZAÇÃO, EXECUTIVO, CRIAÇÃO, FUNDO ESTADUAL, PROTEÇÃO, PRESERVAÇÃO,
SANEAMENTO AMBIENTAL, ESTÂNCIA HIDROMINERAL, MUNICÍPIO, ARAXÁ.","list(id = 1473, nome = ""DEPUTADO HAROLDO LOPES DA COSTA"", partido = ""MDB"")",NA,NA,NA,/legislacao/mineira/LEI/7000/1977,LEI 7000 1977 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,573,1976,DEPUTADO FERNANDO JUNQUEIRA                PDS,"AUTORIZA O PODER EXECUTIVO A DOAR IMÓVEL À LIGA ESPORTIVA
LEOPOLDINENSE, NA CIDADE DE LEOPOLDINA.",NA,PROJETO VETADO TOTALMENTE,PVETO,PROPOSIÇÕES APROVADAS,MAPRV,1976-06-29,000147638,PL. 573 1976 - PROJETO DE LEI,1468,DELIBERAÇÃO DE PLENÁRIO,NA,NA,19980101,NA,Carga,1976-06-25,"list(passo = 1, data = ""1976-06-25"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 30 6 1976\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 1 12 1976\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 3 12 1976\nREDAÇÃO FINAL\nAPROVAÇÃO: 4 12 1976\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. MILTON LIMA\nPUBLICAÇÃO: NÃO CONSTA\nECONOMIA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. SÉRGIO FERRARA\nPUBLICAÇÃO: NÃO CONSTA\nFINANÇAS\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. RONALDO CANEDO\nPUBLICAÇÃO: 30 11 1976\nFINANÇAS\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. CARLOS LEMOS\nPUBLICAÇÃO: 3 12 1976\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. DOMINGOS LANNA\nPUBLICAÇÃO: 18 12 1976\nVETADO TOTALMENTE\nPUBLICAÇÃO DAS RAZÕES DO VETO EM 28 12 1976\nVETO MANTIDO."")",list(),list(),NULL,N,NA,"list(id = 1468, nome = ""DEPUTADO FERNANDO JUNQUEIRA"", partido = ""PDS"")",NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,572,1976,DEPUTADO NUNES COELHO                      ARENA,DÁ DENOMINAÇÃO AO PRÉDIO DO FÓRUM DA COMARCA DE SABINÓPOLIS.,NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1976-06-29,000147639,PL. 572 1976 - PROJETO DE LEI,408,NA,PRÓPRIO PÚBLICO,LEI 6907 1976 - LEI ORDINÁRIA,20120514,1649,rosanacf,1976-06-25,"list(passo = 1, data = ""1976-06-25"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 30 6 1976\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 5 10 1976\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 14 10 1976\nREDAÇÃO FINAL\nAPROVAÇÃO: 21 10 1976\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. ANTÔNIO DIAS\nPUBLICAÇÃO: 30 9 1976\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 9 10 1976\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. GOMES MOREIRA\nPUBLICAÇÃO: NÃO CONSTA\nSANCIONADO\nPUBLICAÇÃO DA LEI: 5 11 1976"")",list(),list(),NULL,N,"DENOMINAÇÃO, FÓRUM, COMARCA DE SABINÓPOLIS.","list(id = 408, nome = ""DEPUTADO NUNES COELHO"", partido = ""ARENA"")",NA,NA,NA,/legislacao/mineira/LEI/6907/1976,LEI 6907 1976 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,571,1976,DEPUTADO JOSÉ LAVIOLA                      PMDB,"CONCEDE O TÍTULO DE CIDADÃO HONORÁRIO DO ESTADO DE MINAS GERAIS,
AO DOUTOR MIGUEL DUARTE CIALDINI.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1976-06-29,000147640,PL. 571 1976 - PROJETO DE LEI,1471,DELIBERAÇÃO DE PLENÁRIO,HOMENAGEM,LEI 6919 1976 - LEI ORDINÁRIA,20150519,1054,m17461,1976-06-25,"list(passo = 1, data = ""1976-06-25"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 30 6 1976\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 6 10 1976\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 19 10 1976\nREDAÇÃO FINAL\nAPROVAÇÃO: 26 10 1976\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JÉSUS TRINDADE\nPUBLICAÇÃO: 27 9 1976\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. MILTON LIMA\nPUBLICAÇÃO: 9 10 1976\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. DOMINGOS LANNA\nPUBLICAÇÃO: 28 10 1976\nSANCIONADO\nPUBLICAÇÃO DA LEI: 17 11 1976"")",list(),list(),NULL,N,"CONCESSÃO HONORÍFICA, TÍTULO, CIDADÃO.","list(id = 1471, nome = ""DEPUTADO JOSÉ LAVIOLA"", partido = ""PMDB"")",NA,NA,NA,/legislacao/mineira/LEI/6919/1976,LEI 6919 1976 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,570,1976,DEPUTADO CÍCERO DUMONT                     ARENA,"AUTORIZA O PODER EXECUTIVO A CONCEDER GRATIFICAÇÃO PARA O
EXERCÍCIO DE FUNÇÃO AO DELEGADO DE POLÍCIA DO MUNICÍPIO.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1976-06-24,000147641,PL. 570 1976 - PROJETO DE LEI,351,NA,NA,NA,20100212,1159,moreka,1976-06-22,"list(passo = 1, data = ""1976-06-22"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 29 6 1976\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),NULL,N,NA,"list(id = 351, nome = ""DEPUTADO CÍCERO DUMONT"", partido = ""ARENA"")",NA,ARQUIVO,19790131,NA,NA
Remissivo,PROJETO DE LEI,PL,569,1976,DEPUTADO KEMIL KUMAIRA                     PSDB,"DECLARA DE UTILIDADE PÚBLICA O GRUPO DA FRATERNIDADE JOAQUIM PORTUGAL,
COM SEDE NA CIDADE DE TEÓFILO OTÔNI.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1976-06-24,000147642,PL. 569 1976 - PROJETO DE LEI,1695,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 6865 1976 - LEI ORDINÁRIA,20120306,1005,rosanacf,1976-06-22,"list(passo = 1, data = ""1976-06-22"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 29 6 1976\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 13 8 1976\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 25 8 1976\nREDAÇÃO FINAL\nAPROVAÇÃO: 27 8 1976\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 7 8 1976\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. FERRAZ CALDAS\nPUBLICAÇÃO: 20 8 1976\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. FERRAZ CALDAS\nPUBLICAÇÃO: 31 8 1976\nSANCIONADO\nPUBLICAÇÃO DA LEI: 10 9 1976"")",list(),list(),NULL,N,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, TEÓFILO OTÔNI.","list(id = 1695, nome = ""DEPUTADO KEMIL KUMAIRA"", partido = ""PSDB"")",NA,NA,NA,/legislacao/mineira/LEI/6865/1976,LEI 6865 1976 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,568,1976,DEPUTADO OLAVO COSTA                       MDB,"DÁ A DENOMINAÇÃO DE PROFESSOR ANTÔNIO MAGALHÃES ALVES À ESCOLA ESTADUAL
PRIMEIRO GRAU - 1.0 - DO PORTO DE FLORES, MUNICÍPIO DE BELMIRO BRAGA.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1976-06-24,000147643,PL. 568 1976 - PROJETO DE LEI,1687,NA,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",LEI 6924 1976 - LEI ORDINÁRIA,20120514,1650,rosanacf,1976-06-22,"list(passo = 1, data = ""1976-06-22"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 29 6 1976\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 5 10 1976\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 14 10 1976\nREDAÇÃO FINAL\nAPROVAÇÃO: 26 10 1976\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. SÉRGIO FERRARA\nPUBLICAÇÃO: 30 9 1976\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. MILTON LIMA\nPUBLICAÇÃO: 9 10 1976\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. DOMINGOS LANNA\nPUBLICAÇÃO: 28 10 1976\nSANCIONADO\nPUBLICAÇÃO DA LEI: 23 11 1976"")",list(),list(),NULL,N,"DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, BELMIRO BRAGA.","list(id = 1687, nome = ""DEPUTADO OLAVO COSTA"", partido = ""MDB"")",NA,NA,NA,/legislacao/mineira/LEI/6924/1976,LEI 6924 1976 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,567,1976,DEPUTADO JOÃO NAVARRO                      PDS,"DECLARA DE UTILIDADE PÚBLICA A FUNDAÇÃO MUNICIPAL DE ENSINO SUPERIOR DE
CONSELHEIRO LAFAIETE, COM SEDE NA CIDADE DE CONSELHEIRO LAFAIETE.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1976-06-23,000147645,PL. 567 1976 - PROJETO DE LEI,311,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 6870 1976 - LEI ORDINÁRIA,20120306,1004,rosanacf,1976-06-21,"list(passo = 1, data = ""1976-06-21"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 29 6 1976\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 12 8 1976\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 26 8 1976\nREDAÇÃO FINAL\nAPROVAÇÃO: 1 9 1976\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. ANTÔNIO DIAS\nPUBLICAÇÃO: 6 8 1976\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. FERRAZ CALDAS\nPUBLICAÇÃO: 20 8 1976\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. CYRO MACIEL\nPUBLICAÇÃO: 3 9 1976\nSANCIONADO\nPUBLICAÇÃO DE LEI: 17 9 1976"")",list(),list(),NULL,N,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, CONSELHEIRO LAFAIETE.","list(id = 311, nome = ""DEPUTADO JOÃO NAVARRO"", partido = ""PDS"")",NA,NA,NA,/legislacao/mineira/LEI/6870/1976,LEI 6870 1976 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,566,1976,MESA DA ASSEMBLÉIA,"REAJUSTA OS VALORES DOS SÍMBOLOS DE VENCIMENTOS DO QUADRO
PERMANENTE DA SECRETARIA DA ASSEMBLÉIA LEGISLATIVA DO ESTADO DE
MINAS GERAIS, E DÁ OUTRAS PROVIDÊNCIAS.",ADMINISTRAÇÃO PÚBLICA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1976-06-19,000147647,PL. 566 1976 - PROJETO DE LEI,,DELIBERAÇÃO DE PLENÁRIO,"ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS (ALMG)
PESSOAL",LEI 6805 1976 - LEI ORDINÁRIA,20131017,1710,rosanacf,1976-06-16,"list(passo = 1, data = ""1976-06-16"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 21 6 1976\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 23 6 1976\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 24 6 1976\nREDAÇÃO FINAL\nAPROVAÇÃO: 24 6 1976\nCOMISSÕES:\nMESA DA ASSEMBLÉIA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. LÚCIO DE SOUZA CRUZ\nPUBLICAÇÃO: 22 6 1976\nMESA DA ASSEMBLÉIA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. LÚCIO DE SOUZA CRUZ\nPUBLICAÇÃO: 23 6 1976\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. LUIZ BACCARINI\nPUBLICAÇÃO: 24 6 1976\nSANCIONADO\nPUBLICAÇÃO DA LEI: 2 7 1976"")",list(),list(),NULL,N,NA,NULL,NA,NA,NA,/legislacao/mineira/LEI/6805/1976,LEI 6805 1976 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,565,1976,DEPUTADO JOSÉ SANTANA                      PDS,"DECLARA DE UTILIDADE PÚBLICA O INSTITUTO DE PESQUISAS MÉDICO-CIRÚRGICAS
DE MINAS GERAIS - IPMCMG, COM SEDE EM BELO HORIZONTE.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1976-06-17,000147651,PL. 565 1976 - PROJETO DE LEI,1680,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 6830 1976 - LEI ORDINÁRIA,20120306,1003,rosanacf,1976-06-16,"list(passo = 1, data = ""1976-06-16"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 21 6 1976\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 29 6 1976\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 30 6 1976\nREDAÇÃO FINAL\nAPROVAÇÃO: 30 6 1976\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. HUMBERTO ALMEIDA\nPUBLICAÇÃO: 25 6 1976\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOSÉ SANTANA\nPUBLICAÇÃO: 3 7 1976\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOSÉ SANTANA\nPUBLICAÇÃO: 4 7 1976\nSANCIONADO\nPUBLICAÇÃO DA LEI: 23 7 1976"")",list(),list(),NULL,N,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.","list(id = 1680, nome = ""DEPUTADO JOSÉ SANTANA"", partido = ""PDS"")",NA,NA,NA,/legislacao/mineira/LEI/6830/1976,LEI 6830 1976 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,564,1976,GOVERNADOR DO ESTADO,"AUTORIZA A TRANSFORMAÇÃO DA AUTARQUIA CAIXA ECONÔMICA DO ESTADO DE MINAS
GERAIS EM SOCIEDADE DE ECONOMIA MISTA E DÁ OUTRAS PROVIDÊNCIAS.",ADMINISTRAÇÃO PÚBLICA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1976-06-19,000147648,PL. 564 1976 - PROJETO DE LEI,,DELIBERAÇÃO DE PLENÁRIO,CAIXA ECONÔMICA DO ESTADO DE MINAS GERAIS S/A (MINASCAIXA),LEI 6818 1976 - LEI ORDINÁRIA,20170803,1558,m17461,1976-06-16,"list(passo = 1, data = ""1976-06-16"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 29 6 1976\nREDAÇÃO FINAL\nAPROVAÇÃO: 29 6 1976\nCOMISSÕES:\nJUSTIÇA, ECONOMIA E FINANÇAS (REUNIÃO CONJUNTA)\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 29 6 1976\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. DOMINGOS LANNA\nPUBLICAÇÃO: 2 7 1976\nSANCIONADO\nPUBLICAÇÃO DA LEI: 7 7 1976"")",list(),list(),NULL,N,"AUTORIZAÇÃO, AUTARQUIA, CAIXA ECONÔMICA ESTADUAL (MINASCAIXA),
TRANSFORMAÇÃO, SOCIEDADE DE ECONOMIA MISTA.",NULL,NA,NA,NA,/legislacao/mineira/LEI/6818/1976,LEI 6818 1976 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,562,1976,DEPUTADO CHRISTOVAM CHIARADIA              ARENA,"DECLARA DE UTILIDADE PÚBLICA O ""TRANSFORMA"", GRUPO EXPERIMENTAL DE
DANÇA DA ESCOLA DE DANÇA MODERNA MARILENE MARTINS, COM SEDE EM BELO
HORIZONTE.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1976-06-19,000147649,PL. 562 1976 - PROJETO DE LEI,1177,NA,UTILIDADE PÚBLICA,NA,20120306,1000,rosanacf,1976-06-16,"list(passo = 1, data = ""1976-06-16"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 22 6 1976\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 28 3 1978\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 18 3 1978\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),NULL,N,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.","list(id = 1177, nome = ""DEPUTADO CHRISTOVAM CHIARADIA"", partido = ""ARENA"")",NA,ARQUIVO,19790131,NA,NA
Remissivo,PROJETO DE LEI,PL,560,1976,DEPUTADO EMÍLIO HADDAD                     MDB,"DECLARA DE UTILIDADE PÚBLICA O FLAMENGO FUTEBOL CLUBE, COM SEDE NA
CIDADE DE OLIVEIRA.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1976-06-17,000147652,PL. 560 1976 - PROJETO DE LEI,1192,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 6910 1976 - LEI ORDINÁRIA,20120306,0959,rosanacf,1976-06-15,"list(passo = 1, data = ""1976-06-15"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 23 9 1976\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 5 10 1976\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 14 10 1976\nREDAÇÃO FINAL\nAPROVAÇÃO: 21 10 1976\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. CÍCERO DUMONT\nPUBLICAÇÃO: 30 9 1976\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. RONALDO CANEDO\nPUBLICAÇÃO: 9 10 1976\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. GOMES MOREIRA\nPUBLICAÇÃO: NÃO CONSTA\nSANCIONADO\nPUBLICAÇÃO DA LEI: 5 11 1976"")",list(),list(),NULL,N,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, OLIVEIRA.","list(id = 1192, nome = ""DEPUTADO EMÍLIO HADDAD"", partido = ""MDB"")",NA,NA,NA,/legislacao/mineira/LEI/6910/1976,LEI 6910 1976 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,559,1976,DEPUTADO EMÍLIO HADDAD                     MDB,"DECLARA DE UTILIDADE PÚBLICA A LIRA MUNICIPAL OLIVEIRENSE, COM
SEDE NA CIDADE DE OLIVEIRA.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1976-06-17,000147653,PL. 559 1976 - PROJETO DE LEI,1192,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 6856 1976 - LEI ORDINÁRIA,20120306,0958,rosanacf,1976-06-15,"list(passo = 1, data = ""1976-06-15"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 22 6 1976\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 29 6 1976\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 13 8 1976\nREDAÇÃO FINAL\nAPROVAÇÃO: 17 8 1976\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. MORVAN ACAYABA\nPUBLICAÇÃO: 26 6 1976\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 6 8 1976\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. LUIZ BACCARINI\nPUBLICAÇÃO: NÃO CONSTA\nSANCIONADO\nPUBLICAÇÃO DA LEI: 31 8 1976"")",list(),list(),NULL,N,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, OLIVEIRA.","list(id = 1192, nome = ""DEPUTADO EMÍLIO HADDAD"", partido = ""MDB"")",NA,NA,NA,/legislacao/mineira/LEI/6856/1976,LEI 6856 1976 - LEI ORDINÁRIA
