dominio,tipoProjeto,siglaTipoProjeto,numero,ano,autor,ementa,tema,indexacao,situacao,siglaSituacao,situacaoGeral,siglaSituacaoGeral,dataPublicacao,numeroDoc,proposicao,matricula,assuntoGeral,legislacaoCitada,norma,atualizacao,horario,usuario,dataUltimaAcao,listaHistoricoTramitacoes,links,linksProposicoesAnexadas,linksOrigem,acompanhamento,regime,autoresEstruturados,local,arquivamento,linkLegislacao.url,linkLegislacao.rotulo,proposicaoLei.descricao,observacao
Remissivo,PROJETO DE LEI,PL,1343,1969,DEPUTADO WALDIR MORATO                     ARENA,"DECLARA DE UTILIDADE PÚBLICA O ""LAR DOS MENINOS DOM ORIONE"" DE
MORADA NOVA DE MINAS.",NA,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, MORADA NOVA DE MINAS.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1969-11-07,000149944,PL. 1343 1969 - PROJETO DE LEI,721,UTILIDADE PÚBLICA,NA,LEI 5371 1969 - LEI ORDINÁRIA,20120228,0828,rosanacf,1969-11-05,"list(passo = 1, data = ""1969-11-05"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 24 11 1969\nCOMISSÕES:\nJUSTIÇA\nDISCUSSÃO ÚNICA\nRELATOR: DEP. EXPEDITO TAVARES\nPUBLICAÇÃO: 15 11 1969\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NÍLSON GONTIJO\nPUBLICAÇÃO: 26 11 1969\nSANCIONADO\nPUBLICAÇÃO DA LEI: 4 12 1969"")",list(),list(),NULL,N,DELIBERAÇÃO DE PLENÁRIO,"list(id = 721, nome = ""DEPUTADO WALDIR MORATO"", partido = ""ARENA"")",NA,NA,/legislacao/mineira/LEI/5371/1969,LEI 5371 1969 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,1342,1969,GOVERNADOR DO ESTADO,"AUTORIZA O PODER EXECUTIVO A DOAR À FUNDAÇÃO FURTADO DE MENEZES
IMÓVEL DE PROPRIEDADE DO ESTADO EM BELO HORIZONTE.",NA,"AUTORIZAÇÃO, EXECUTIVO, DOAÇÃO, IMÓVEL, MUNICÍPIO, BELO HORIZONTE,
DESTINAÇÃO, IMPLANTAÇÃO, CENTRO DE TRIAGEM, RECUPERAÇÃO, MENDIGO.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1969-11-07,000149945,PL. 1342 1969 - PROJETO DE LEI,,IMÓVEL,NA,LEI 5402 1969 - LEI ORDINÁRIA,20120330,1556,rosanacf,1969-11-05,"list(passo = 1, data = ""1969-11-05"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 28 11 1969\nREDAÇÃO FINAL\nAPROVAÇÃO: 28 11 1969\nCOMISSÕES:\nJUSTIÇA\nDISCUSSÃO ÚNICA\nRELATOR: DEP. MANOEL COSTA\nPUBLICAÇÃO: 26 11 1969\nFINANÇAS\nDISCUSSÃO ÚNICA\nRELATOR: DEP. MAURÍLIO CAMBRAIA\nPUBLICAÇÃO: 26 11 1969\nRELATOR\nREDAÇÃO FINAL\nRELATOR: DEP. NÍLSON GONTIJO\nPUBLICAÇÃO: (NÃO CONSTA)\nSANCIONADO\nPUBLICAÇÃO DA LEI: 13 12 1969"")",list(),list(),"list(descricao = ""MSG 512 1969"")",N,NA,NULL,NA,NA,/legislacao/mineira/LEI/5402/1969,LEI 5402 1969 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,1341,1969,DEPUTADO JAIRO MAGALHÃES                   ARENA,"DÁ A DENOMINAÇÃO DE ""ELPÍDIO DE PINHO TAVARES"" À ATUAL UNIDADE ESCOLAR
DE EUXENITA, MUNICÍPIO DE SABINÓPOLIS.",NA,"DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, SABINÓPOLIS.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1969-11-06,000149946,PL. 1341 1969 - PROJETO DE LEI,737,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",NA,LEI 5431 1970 - LEI ORDINÁRIA,20120409,1527,rosanacf,1969-11-04,"list(passo = 1, data = ""1969-11-04"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 12 11 1969\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 20 4 1970\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 29 4 1970\nREDAÇÃO FINAL\nAPROVAÇÃO: 7 5 1970\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EUCLIDES CINTRA\nPUBLICAÇÃO: 15 4 1970\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. AGOSTINHO CAMPOS NETO\nPUBLICAÇÃO: 25 4 1970\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 7 5 1970\nSANCIONADO\nPUBLICAÇÃO DA LEI: 22 5 1970"")",list(),list(),NULL,N,NA,"list(id = 737, nome = ""DEPUTADO JAIRO MAGALHÃES"", partido = ""ARENA"")",NA,NA,/legislacao/mineira/LEI/5431/1970,LEI 5431 1970 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,1340,1969,DEPUTADO JAIRO MAGALHÃES                   ARENA,"DÁ A DENOMINAÇÃO DE ""DR. JOAQUIM BENTO FERREIRA CARNEIRO"" AO FÓRUM
DE CONCEIÇÃO DO MATO DENTRO.",NA,"DENOMINAÇÃO, FÓRUM, COMARCA DE CONCEIÇÃO DO MATO DENTRO.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1969-11-06,000149947,PL. 1340 1969 - PROJETO DE LEI,737,PRÓPRIO PÚBLICO,NA,LEI 5425 1970 - LEI ORDINÁRIA,20120409,1525,rosanacf,1969-11-04,"list(passo = 1, data = ""1969-11-04"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 16 4 1970\nREDAÇÃO FINAL\nAPROVAÇÃO: 29 4 1970\nCOMISSÕES:\nJUSTIÇA\nDISCUSSÃO ÚNICA\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 15 4 1970\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 29 4 1970\nSANCIONADO\nPUBLICAÇÃO DA LEI: 19 5 1970"")",list(),list(),NULL,N,NA,"list(id = 737, nome = ""DEPUTADO JAIRO MAGALHÃES"", partido = ""ARENA"")",NA,NA,/legislacao/mineira/LEI/5425/1970,LEI 5425 1970 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,1338,1969,DEPUTADO EDGARD DE VASCONCELOS             ARENA,"DISPÕE SOBRE EXAMES DE SUFICIÊNCIA DE PROFESSORAS LEIGAS PARA OBTENÇÃO DE
EFETIVIDADE.","ADMINISTRAÇÃO PÚBLICA
EDUCAÇÃO","DISPOSITIVOS, EXAME DE SUFICIÊNCIA, PROFESSOR LEIGO, EFEITO,
EFETIVAÇÃO.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1969-11-05,000149948,PL. 1338 1969 - PROJETO DE LEI,941,"CONCURSO PÚBLICO
ENSINO PÚBLICO ESTADUAL
EXECUTIVO
PESSOAL",NA,NA,20150602,1407,malves,1969-11-03,"list(passo = 1, data = ""1969-11-03"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 12 11 1969\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 20 5 1970\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 29 5 1970\nREDAÇÃO FINAL\nAPROVAÇÃO: 9 6 1970\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 14 5 1970\nSERVIÇO PÚBLICO\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. HERÁCLITO ORTIGA\nPUBLICAÇÃO: 14 5 1970\nFINANÇAS\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. MARTINS SILVEIRA\nPUBLICAÇÃO: 14 5 1970\nFINANÇAS\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 28 5 1970\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 5 6 1970\nVETADO TOTALMENTE\nPUBLICAÇÃO DAS RAZÕES DO VETO EM: 1 7 1970\nVETO MANTIDO."")",list(),list(),NULL,N,NA,"list(id = 941, nome = ""DEPUTADO EDGARD DE VASCONCELOS"", partido = ""ARENA"")",NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1337,1969,DEPUTADO MANOEL COSTA                      ARENA,"DECLARA DE UTILIDADE PÚBLICA A AÇÃO SOCIAL DA PARÓQUIA DE SANTA
TERESA E SANTA TEREZINHA, COM SEDE EM BELO HORIZONTE.",NA,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1969-11-05,000149949,PL. 1337 1969 - PROJETO DE LEI,326,UTILIDADE PÚBLICA,NA,LEI 5367 1969 - LEI ORDINÁRIA,20120228,0825,rosanacf,1969-11-03,"list(passo = 1, data = ""1969-11-03"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 24 11 1969\nREDAÇÃO FINAL\nAPROVAÇÃO: (NÃO CONSTA)\nCOMISSÕES:\nJUSTIÇA\nDISCUSSÃO ÚNICA\nRELATOR: DEP. MÁRIO ASSAD\nPUBLICAÇÃO: 15 11 1969\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NÍLSON GONTIJO\nPUBLICAÇÃO: (NÃO CONSTA)\nSANCIONADO\nPUBLICAÇÃO DA LEI: 3 12 1969"")",list(),list(),NULL,N,DELIBERAÇÃO DE PLENÁRIO,"list(id = 326, nome = ""DEPUTADO MANOEL COSTA"", partido = ""ARENA"")",NA,NA,/legislacao/mineira/LEI/5367/1969,LEI 5367 1969 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,1336,1969,DEPUTADO LUIZ FERNANDO AZEVEDO             ARENA,"DECLARA DE UTILIDADE PÚBLICA O SERVIÇO DE OBRAS SOCIAIS - S.O.S.,
DE ARAXÁ.",NA,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, ARAXÁ.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1969-11-05,000149950,PL. 1336 1969 - PROJETO DE LEI,716,UTILIDADE PÚBLICA,NA,LEI 5372 1969 - LEI ORDINÁRIA,20120228,0824,rosanacf,1969-11-03,"list(passo = 1, data = ""1969-11-03"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 24 11 1969\nREDAÇÃO FINAL\nAPROVAÇÃO: 25 11 1969\nCOMISSÕES:\nJUSTIÇA\nDISCUSSÃO ÚNICA\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 15 11 1969\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NÍLSON GONTIJO\nPUBLICAÇÃO: 26 11 1969\nSANCIONADO\nPUBLICAÇÃO DA LEI: 4 12 1969"")",list(),list(),NULL,N,DELIBERAÇÃO DE PLENÁRIO,"list(id = 716, nome = ""DEPUTADO LUIZ FERNANDO AZEVEDO"", partido = ""ARENA"")",NA,NA,/legislacao/mineira/LEI/5372/1969,LEI 5372 1969 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,1335,1969,DEPUTADO EUCLIDES CINTRA                   ARENA,"TRANSFORMA EM ESCOLAS COMBINADAS A IGREJA-ESCOLA DO BAIRRO BICAS DE
BAIXO, DA CIDADE DE VENCESLAU BRÁS E LHE DÁ A DENOMINAÇÃO DE ESCOLAS
COMBINADAS EMÍDIA ALVES DA COSTA.",NA,"DENOMINAÇÃO, TRANSFORMAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO,
VENCESLAU BRÁS.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1969-11-04,000149952,PL. 1335 1969 - PROJETO DE LEI,295,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",NA,NA,20120409,1524,rosanacf,1969-10-31,"list(passo = 1, data = ""1969-10-31"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 5 11 1969\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EXPEDITO TAVARES\nPUBLICAÇÃO: NÃO CONSTA\nARQUIVADO, FINAL DE LEGISLATURA.\nDESARQUIVADO A REQUERIMENTO DO DEP. EUCLIDES CINTRA, EM\n23 3 1973, RECEBEU O NÚMERO PL 671 1973."")","list(expressao = ""(PL adj '671' adj 1973[PROP])[dbmt]"", banco = ""mate"", descricao = ""PL. 671 1973"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL+adj+%27671%27+adj+1973%5BPROP%5D%29%5Bdbmt%5D"", tipo = ""PL"", numero = 671, ano = 1973)",list(),NULL,N,NA,"list(id = 295, nome = ""DEPUTADO EUCLIDES CINTRA"", partido = ""ARENA"")",ARQUIVO,19710131,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1334,1969,DEPUTADO MAURÍLIO CAMBRAIA                 ARENA,"AUTORIZA O PODER EXECUTIVO A CELEBRAR CONVÊNIOS COM ENTIDADES
PÚBLICAS OU PARTICULARES PARA INSTALAÇÃO DE ESTABELECIMENTOS DE
ENSINO MÉDIO E DÁ OUTRAS PROVIDÊNCIAS.",NA,"AUTORIZAÇÃO, EXECUTIVO, ASSINATURA, CONVÊNIO, INSTALAÇÃO,
ESTABELECIMENTO DE ENSINO, ENSINO MÉDIO.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1969-11-01,000149953,PL. 1334 1969 - PROJETO DE LEI,784,"CONVÊNIO
ESTABELECIMENTO DE ENSINO",NA,NA,20130710,1218,vitoria,1969-10-30,"list(passo = 1, data = ""1969-10-30"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 4 11 1969\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: (NÃO CONSTA)\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),NULL,N,NA,"list(id = 784, nome = ""DEPUTADO MAURÍLIO CAMBRAIA"", partido = ""ARENA"")",ARQUIVO,19710131,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1333,1969,DEPUTADO WALDIR MORATO                     ARENA,"AUTORIZA O PODER EXECUTIVO A DOAR TERRENO URBANO, PERTECENTE AO
ESTADO, EM ABAETÉ, À CNEG (COMPANHIA NACIONAL DE ESCOLAS DA
COMUNIDADE).",NA,"AUTORIZAÇÃO, EXECUTIVO, DOAÇÃO, TERRENO, ESTABELECIMENTO DE ENSINO,
MUNICÍPIO, ABAETÉ.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1969-11-01,000149954,PL. 1333 1969 - PROJETO DE LEI,721,IMÓVEL,NA,LEI 5401 1969 - LEI ORDINÁRIA,20130710,1218,vitoria,1969-10-30,"list(passo = 1, data = ""1969-10-30"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 4 11 1969\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 24 11 1969 (COM EMENDAS)\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 28 11 1969\nREDAÇÃO FINAL\nAPROVAÇÃO: 28 11 1969\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. MANOEL COSTA\nPUBLICAÇÃO: 15 11 1969\nFINANÇAS\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOÃO FERRAZ\nPUBLICAÇÃO: 15 11 1969\nFINANÇAS\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. DELSON SCARANO\nPUBLICAÇÃO: 26 11 1969\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. RONALDO CANEDO\nPUBLICAÇÃO: (NÃO CONSTA)\nSANCIONADO\nPUBLICAÇÃO DA LEI: 13 12 1969"")",list(),list(),NULL,N,NA,"list(id = 721, nome = ""DEPUTADO WALDIR MORATO"", partido = ""ARENA"")",NA,NA,/legislacao/mineira/LEI/5401/1969,LEI 5401 1969 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,1332,1969,DEPUTADO GERALDO QUINTÃO                   ARENA,"DÁ O NOME DE ""DR. LOUIS ENCH"" AO FÓRUM DA COMARCA DE CORONEL
FABRICIANO.",NA,"DENOMINAÇÃO, FÓRUM, COMARCA DE CORONEL FABRICIANO.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1969-11-01,000149955,PL. 1332 1969 - PROJETO DE LEI,750,PRÓPRIO PÚBLICO,NA,LEI 5373 1969 - LEI ORDINÁRIA,20130710,1217,vitoria,1969-10-30,"list(passo = 1, data = ""1969-10-30"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 14 11 1969\nREDAÇÃO FINAL\nAPROVAÇÃO: 21 11 1969\nCOMISSÕES:\nJUSTIÇA\nDISCUSSÃO ÚNICA\nRELATOR: DEP. MANOEL COSTA\nPUBLICAÇÃO: 13 11 1969\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NÍLSON GONTIJO\nPUBLICAÇÃO: 20 11 1969\nSANCIONADO\nPUBLICAÇÃO DA LEI: 4 12 1969"")",list(),list(),NULL,N,NA,"list(id = 750, nome = ""DEPUTADO GERALDO QUINTÃO"", partido = ""ARENA"")",NA,NA,/legislacao/mineira/LEI/5373/1969,LEI 5373 1969 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,1331,1969,DEPUTADO MANOEL COSTA                      ARENA,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO ALFENENSE DE PROTEÇÃO À
CRIANÇA, COM SEDE EM ALFENAS.",NA,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, ALFENAS.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1969-10-31,000149956,PL. 1331 1969 - PROJETO DE LEI,326,UTILIDADE PÚBLICA,NA,LEI 5513 1970 - LEI ORDINÁRIA,20120227,1713,rosanacf,1969-10-29,"list(passo = 1, data = ""1969-10-29"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 21 8 1970\nREDAÇÃO FINAL\nAPROVAÇÃO: 25 8 1970\nCOMISSÕES:\nJUSTIÇA\nDISCUSSÃO ÚNICA\nRELATOR: DEP. MÁRIO ASSAD\nPUBLICAÇÃO: 20 8 1970\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 25 8 1970\nSANCIONADO\nPUBLICAÇÃO DA LEI: 3 9 1970"")",list(),list(),NULL,N,DELIBERAÇÃO DE PLENÁRIO,"list(id = 326, nome = ""DEPUTADO MANOEL COSTA"", partido = ""ARENA"")",NA,NA,/legislacao/mineira/LEI/5513/1970,LEI 5513 1970 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,1330,1969,DEPUTADO AMILCAR PADOVANI                  MDB,"DECLARA DE UTILIDADE PÚBLICA O ""CERÂMICA FUTEBOL CLUBE"", DE JUIZ
DE FORA.",NA,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, JUIZ DE FORA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1969-10-31,000149957,PL. 1330 1969 - PROJETO DE LEI,1189,UTILIDADE PÚBLICA,NA,LEI 5409 1970 - LEI ORDINÁRIA,20120227,1713,rosanacf,1969-10-29,"list(passo = 1, data = ""1969-10-29"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 14 11 1969\nREDAÇÃO FINAL\nAPROVAÇÃO: 21 11 1969\nCOMISSÕES:\nJUSTIÇA\nDISCUSSÃO ÚNICA\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 13 11 1969\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NÍLSON GONTIJO\nPUBLICAÇÃO: 20 11 1969\nSANCIONADO\nPUBLICAÇÃO DA LEI: 15 1 1970"")",list(),list(),NULL,N,DELIBERAÇÃO DE PLENÁRIO,"list(id = 1189, nome = ""DEPUTADO AMILCAR PADOVANI"", partido = ""MDB"")",NA,NA,/legislacao/mineira/LEI/5409/1970,LEI 5409 1970 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,1329,1969,GOVERNADOR DO ESTADO,CONTÉM A LEI ORGÂNICA DA POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS.,"ADMINISTRAÇÃO PÚBLICA
SEGURANÇA PÚBLICA","LEI ORGÂNICA, POLÍCIA CIVIL.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1969-10-31,000149958,PL. 1329 1969 - PROJETO DE LEI,,"POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS (PCMG)
ORGANIZAÇÃO ADMINISTRATIVA
PESSOAL",NA,LEI 5406 1969 - LEI ORDINÁRIA,20131022,1447,rosanacf,1969-10-29,"list(passo = 1, data = ""1969-10-29"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 24 11 1969\nREDAÇÃO FINAL\nAPROVAÇÃO: 28 11 1969\nCOMISSÕES:\nJUSTIÇA, SEGURANÇA E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. ARTUR FAGUNDES\nPUBLICAÇÃO: 18 11 1969\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NÍLSON GONTIJO\nPUBLICAÇÃO: 5 12 1969 E 11 12 1969\nSANCIONADO\nPUBLICAÇÃO DA LEI: 17 12 1969 E 18 12 1969"")",list(),list(),"list(descricao = ""MSG 511 1969"")",N,NA,NULL,NA,NA,/legislacao/mineira/LEI/5406/1969,LEI 5406 1969 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,1328,1969,GOVERNADOR DO ESTADO,"AUTORIZA O PODER EXECUTIVO A RECEBER IMÓVEL SITUADO NO MUNICÍPIO
DE BELO HORIZONTE.",NA,"AUTORIZAÇÃO, EXECUTIVO, RECEBIMENTO, IMÓVEL, MUNICÍPIO, BELO HORIZONTE.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1969-10-30,000149959,PL. 1328 1969 - PROJETO DE LEI,,IMÓVEL,NA,LEI 5377 1969 - LEI ORDINÁRIA,20130710,1216,vitoria,1969-10-28,"list(passo = 1, data = ""1969-10-28"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 18 11 1969\nREDAÇÃO FINAL\nAPROVAÇÃO: 21 11 1969\nCOMISSÕES:\nJUSTIÇA\nDISCUSSÃO ÚNICA\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 15 11 1969\nFINANÇAS\nDISCUSSÃO ÚNICA\nRELATOR: DEP. JOÃO FERRAZ\nPUBLICAÇÃO: 15 11 1969\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 21 11 1969\nSANCIONADO\nPUBLICAÇÃO DA LEI: 4 12 1969"")",list(),list(),"list(descricao = ""MSG 509 1969"")",N,NA,NULL,NA,NA,/legislacao/mineira/LEI/5377/1969,LEI 5377 1969 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,1327,1969,GOVERNADOR DO ESTADO,"AUTORIZA A ABERTURA DO CRÉDITO ESPECIAL DE NCR$4.253,62 À
SECRETARIA DA ADMINISTRAÇÃO.",NA,"ABERTURA, CRÉDITO ESPECIAL, SECRETARIA DE ESTADO DE ADMINISTRAÇÃO.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1969-10-30,000149960,PL. 1327 1969 - PROJETO DE LEI,,CRÉDITO,NA,LEI 5358 1969 - LEI ORDINÁRIA,20101209,1601,m17461,1969-10-28,"list(passo = 1, data = ""1969-10-28"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 10 11 1969\nREDAÇÃO FINAL\nAPROVAÇÃO: 17 11 1969\nCOMISSÕES:\nJUSTIÇA\nDISCUSSÃO ÚNICA\nRELATOR: DEP. MANOEL COSTA\nPUBLICAÇÃO: 7 11 1969\nFINANÇAS\nDISCUSSÃO ÚNICA\nRELATOR: DEP. JOÃO FERRAZ\nPUBLICAÇÃO: 7 11 1969\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 15 11 1969\nSANCIONADO\nPUBLICAÇÃO DA LEI: 3 12 1969"")",list(),list(),"list(descricao = ""MSG 508 1969"")",N,DELIBERAÇÃO DE PLENÁRIO,NULL,NA,NA,/legislacao/mineira/LEI/5358/1969,LEI 5358 1969 - LEI ORDINÁRIA,NA,NA
