dominio,tipoProjeto,siglaTipoProjeto,numero,ano,autor,ementa,indexacao,observacao,situacao,siglaSituacao,situacaoGeral,siglaSituacaoGeral,dataPublicacao,numeroDoc,proposicao,matricula,regime,assuntoGeral,norma,atualizacao,horario,usuario,dataUltimaAcao,listaHistoricoTramitacoes,links,linksProposicoesAnexadas,acompanhamento,autoresEstruturados,linksOrigem,tema,local,arquivamento,legislacaoCitada,linkLegislacao.url,linkLegislacao.rotulo
Remissivo,PROJETO DE LEI,PL,349,1975,DEPUTADO JOÃO NAVARRO                      PDS,"DÁ DENOMINAÇÃO DE FÓRUM BARÃO DE SANTA CECÍLIA AO PRÉDIO SEDE DA
COMARCA DE CARANDAÍ.","DENOMINAÇÃO, FÓRUM, COMARCA DE CARANDAÍ.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1975-11-18,000147865,PL. 349 1975 - PROJETO DE LEI,311,NA,PRÓPRIO PÚBLICO,LEI 6781 1976 - LEI ORDINÁRIA,20120514,1720,rosanacf,1975-11-14,"list(passo = 1, data = ""1975-11-14"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 20 11 1975\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 5 5 1976\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 18 5 1976\nREDAÇÃO FINAL\nAPROVAÇÃO: 25 5 1976\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. CÍCERO DUMONT\nPUBLICAÇÃO: 27 4 1976\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. FERRAZ CALDAS\nPUBLICAÇÃO: 14 5 1976\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. DOMINGOS LANNA\nPUBLICAÇÃO: 22 5 1976\nSANCIONADO\nPUBLICAÇÃO DA LEI: 10 6 1976"")",list(),list(),N,"list(id = 311, nome = ""DEPUTADO JOÃO NAVARRO"", partido = ""PDS"")",NULL,NA,NA,NA,NA,/legislacao/mineira/LEI/6781/1976,LEI 6781 1976 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,348,1975,DEPUTADO MILTON LIMA                       PMDB,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO BENEFICENTE DOS MORADORES DA
VILA PARAÍSO, COM SEDE NA CIDADE DE ARAGUARI.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, ARAGUARI.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1975-11-18,000147866,PL. 348 1975 - PROJETO DE LEI,1692,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 6736 1975 - LEI ORDINÁRIA,20120302,1511,rosanacf,1975-11-14,"list(passo = 1, data = ""1975-11-14"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 20 10 1975\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 26 11 1975\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 28 11 1975\nREDAÇÃO FINAL\nAPROVAÇÃO: 28 11 1975\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. FERRAZ CALDAS\nPUBLICAÇÃO: 25 11 1975\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. EUCLIDES CINTRA\nPUBLICAÇÃO: 28 11 1975\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. ANTÔNIO DIAS\nPUBLICAÇÃO: 3 12 1975\nSANCIONADO\nPUBLICAÇÃO DA LEI: 12 12 1975"")",list(),list(),N,"list(id = 1692, nome = ""DEPUTADO MILTON LIMA"", partido = ""PMDB"")",NULL,NA,NA,NA,NA,/legislacao/mineira/LEI/6736/1975,LEI 6736 1975 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,347,1975,GOVERNADOR DO ESTADO,"ALTERA A REDAÇÃO DO ARTIGO 81, DA LEI 6277, DE 27 DE DEZEMBRO DE 1973
(DISPÕE SOBRE CRITÉRIOS PARA ENQUADRAMENTO EM CARÁTER EFETIVO DO
PROFESSOR AUXILIAR DE ENSINO MÉDIO E DO PROFESSOR DE ENSINO DE PRIMEIRO
GRAU - DE PRIMEIRA A QUARTA SÉRIE).","ALTERAÇÃO, ESTATUTO DO MAGISTÉRIO, NORMAS, ENQUADRAMENTO, PROFESSOR
AUXILIAR DE ENSINO MÉDIO, PROFESSOR, ENSINO DE PRIMEIRO GRAU, CARGO
EFETIVO, ENSINO PRIMÁRIO.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1975-11-14,000147875,PL. 347 1975 - PROJETO DE LEI,,DELIBERAÇÃO DE PLENÁRIO,"ENSINO PÚBLICO ESTADUAL
EXECUTIVO
PESSOAL",LEI 6745 1975 - LEI ORDINÁRIA,20150608,1841,malves,1975-11-13,"list(passo = 1, data = ""1975-11-13"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 26 11 1975\nREDAÇÃO FINAL\nAPROVAÇÃO: 27 11 1975\nCOMISSÕES:\nJUSTIÇA, SERVIÇO PÚBLICO E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. JÉSUS TRINDADE\nPUBLICAÇÃO: 25 11 1975\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOSÉ BONIFÁCIO FILHO\nPUBLICAÇÃO: 2 12 1975\nSANCIONADO\nPUBLICAÇÃO DA LEI: 12 12 1975"")",list(),list(),N,NULL,"list(descricao = ""MSG 154 1975"")","ADMINISTRAÇÃO PÚBLICA
EDUCAÇÃO",NA,NA,LEI 6277 1973 - LEI ORDINÁRIA,/legislacao/mineira/LEI/6745/1975,LEI 6745 1975 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,342,1975,GOVERNADOR DO ESTADO,"CONCEDE PENSÃO A VIÚVA DE DEPUTADO ESTADUAL, FALECIDO NO EXERCÍCIO
DE MANDATO E DÁ OUTRAS PROVIDÊNCIAS.",NA,NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1975-11-14,000147876,PL. 342 1975 - PROJETO DE LEI,NA,DELIBERAÇÃO DE PLENÁRIO,NA,LEI 6723 1975 - LEI ORDINÁRIA,19980101,NA,Carga,1975-11-12,"list(passo = 1, data = ""1975-11-12"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 21 11 1975\nREDAÇÃO FINAL\nAPROVAÇÃO: 26 11 1975\nCOMISSÕES:\nJUSTIÇA, SAÚDE E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. CARLOS LEMOS\nPUBLICAÇÃO: 21 11 1975\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. DOMINGOS LANNA\nPUBLICAÇÃO: 26 11 1975\nSANCIONADO\nPUBLICAÇÃO DA LEI: 10 12 1975"")",list(),list(),N,NULL,"list(descricao = ""MSG 153 1975"")",NA,NA,NA,NA,/legislacao/mineira/LEI/6723/1975,LEI 6723 1975 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,341,1975,GOVERNADOR DO ESTADO,"AUTORIZA O GOVERNO DO ESTADO A FAZER DOAÇÃO DE ÁREAS DE TERRENO
À CONGREGAÇÃO DAS IRMÃS AUXILIARES DE NOSSA SENHORA DA PIEDADE.",NA,NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1975-11-14,000147877,PL. 341 1975 - PROJETO DE LEI,NA,DELIBERAÇÃO DE PLENÁRIO,NA,LEI 6709 1975 - LEI ORDINÁRIA,19980101,NA,Carga,1975-11-12,"list(passo = 1, data = ""1975-11-12"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 21 11 1975\nREDAÇÃO FINAL\nAPROVAÇÃO: 26 11 1975\nCOMISSÕES:\nJUSTIÇA, ECONOMIA E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. JÉSUS TRINDADE\nPUBLICAÇÃO: 21 11 1975\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. DOMINGOS LANNA\nPUBLICAÇÃO: 26 11 1975\nSANCIONADO\nPUBLICAÇÃO DA LEI: 4 12 1975"")",list(),list(),N,NULL,"list(descricao = ""MSG 152 1975"")",NA,NA,NA,NA,/legislacao/mineira/LEI/6709/1975,LEI 6709 1975 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,340,1975,DEPUTADO CHRISTOVAM CHIARADIA              ARENA,"DISPÕE SOBRE OBRAS, SERVIÇOS, COMPRAS E ALIENAÇÃO DA ADMINISTRAÇÃO
CENTRALIZADA E AUTARQUICA DO ESTADO, E DÁ PROVIDÊNCIAS CORRELATAS.",NA,NA,RETIRADO DE TRAMITAÇÃO,RETRA,OUTRAS SITUAÇÕES,MOUTR,1975-11-15,000147871,PL. 340 1975 - PROJETO DE LEI,1177,DELIBERAÇÃO DE PLENÁRIO,NA,NA,19980101,NA,Carga,1975-11-13,"list(passo = 1, data = ""1975-11-13"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 19 11 1975\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: NÃO CONSTA\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: NÃO CONSTA\nREDAÇÃO FINAL\nAPROVAÇÃO: NÃO CONSTA\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 30 11 1976\nECONOMIA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. ELMO BRAZ\nPUBLICAÇÃO: 30 11 1976\nFINANÇAS\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOSÉ SANTANA\nPUBLICAÇÃO: 30 11 1976\nRETIRADO PELO AUTOR, EM 1 12 1976"")",list(),list(),N,"list(id = 1177, nome = ""DEPUTADO CHRISTOVAM CHIARADIA"", partido = ""ARENA"")",NULL,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,339,1975,DEPUTADO MILTON LIMA                       PMDB,"DECLARA DE UTILIDADE PÚBLICA O ""USINA FRONTEIRA ESPORTE CLUBE"",
COM SEDE NA CIDADE DE FRONTEIRA.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, FRONTEIRA.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1975-11-15,000147872,PL. 339 1975 - PROJETO DE LEI,1692,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 6738 1975 - LEI ORDINÁRIA,20120302,1504,rosanacf,1975-11-13,"list(passo = 1, data = ""1975-11-13"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 19 11 1975\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 26 11 1975\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 28 11 1975\nREDAÇÃO FINAL\nAPROVAÇÃO: 28 11 1975\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 22 11 1975\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 28 11 1975\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOSÉ BONIFÁCIO FILHO\nPUBLICAÇÃO: 3 12 1975\nSANCIONADO\nPUBLICAÇÃO DA LEI: 12 12 1975"")",list(),list(),N,"list(id = 1692, nome = ""DEPUTADO MILTON LIMA"", partido = ""PMDB"")",NULL,NA,NA,NA,NA,/legislacao/mineira/LEI/6738/1975,LEI 6738 1975 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,338,1975,GOVERNADOR DO ESTADO,"AUTORIZA O PODER EXECUTIVO A DOAR IMÓVEIS, DE PROPRIEDADE DO
ESTADO, À COMPANHIA DE HABITAÇÃO DO ESTADO DE MINAS GERAIS -
COHAB-MG -, PARA FIM QUE MENCIONA E DÁ OUTRAS PROVIDÊNCIAS.",NA,NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1975-11-13,000147885,PL. 338 1975 - PROJETO DE LEI,NA,DELIBERAÇÃO DE PLENÁRIO,NA,LEI 6728 1975 - LEI ORDINÁRIA,19980101,NA,Carga,1975-11-11,"list(passo = 1, data = ""1975-11-11"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 21 11 1975\nREDAÇÃO FINAL\nAPROVAÇÃO: 26 11 1975\nCOMISSÕES:\nJUSTIÇA, ECONOMIA E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. CARLOS LEMOS\nPUBLICAÇÃO: 20 11 1975\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. DOMINGOS LANNA\nPUBLICAÇÃO: 26 11 1975 REPUBLICAÇÕES: 29 11 1975 E 3 12 1975\nSANCIONADO\nPUBLICAÇÃO DA LEI: 10 12 1975"")",list(),list(),N,NULL,"list(descricao = ""MSG 147 1975"")",NA,NA,NA,NA,/legislacao/mineira/LEI/6728/1975,LEI 6728 1975 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,334,1975,DEPUTADO EUCLIDES CINTRA                   PDS,"DECLARA DE UTILIDADE PÚBLICA A SOCIEDADE COLÉGIO DE ITAJUBÁ, DO
MUNICÍPIO DE ITAJUBÁ.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, ITAJUBÁ.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1975-11-14,000147878,PL. 334 1975 - PROJETO DE LEI,295,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 6742 1975 - LEI ORDINÁRIA,20120302,1502,rosanacf,1975-11-12,"list(passo = 1, data = ""1975-11-12"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 19 11 1975\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 26 11 1975\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 28 11 1975\nREDAÇÃO FINAL\nAPROVAÇÃO: 28 11 1975\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. CÍCERO DUMONT\nPUBLICAÇÃO: 22 11 1975\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. FERRAZ CALDAS\nPUBLICAÇÃO: 28 11 1975\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOSÉ BONIFÁCIO FILHO\nPUBLICAÇÃO: 3 12 1975\nSANCIONADO\nPUBLICAÇÃO DA LEI: 12 12 1975"")",list(),list(),N,"list(id = 295, nome = ""DEPUTADO EUCLIDES CINTRA"", partido = ""PDS"")",NULL,NA,NA,NA,NA,/legislacao/mineira/LEI/6742/1975,LEI 6742 1975 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,333,1975,DEPUTADO RONALDO CANEDO                    ARENA,"DECLARA DE UTILIDADE PÚBLICA O CLUBE DAS MÃES MANHUAÇU, COM SEDE EM
MANHUAÇU.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, MANHUAÇU.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1975-11-14,000147879,PL. 333 1975 - PROJETO DE LEI,1170,NA,UTILIDADE PÚBLICA,NA,20120302,1501,rosanacf,1975-11-12,"list(passo = 1, data = ""1975-11-12"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 19 11 1975\nARQUIVADO, FINAL DE LEGISLATURA"")",list(),list(),N,"list(id = 1170, nome = ""DEPUTADO RONALDO CANEDO"", partido = ""ARENA"")",NULL,NA,ARQUIVO,19790131,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,332,1975,DEPUTADO SÉRGIO FERRARA                    MDB,"DECLARA DE UTILIDADE PÚBLICA A SOCIEDADE BENEFICENTE BELO HORIZONTE,
COM SEDE NA CAPITAL.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1975-11-14,000147880,PL. 332 1975 - PROJETO DE LEI,1686,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 6753 1975 - LEI ORDINÁRIA,20120302,1500,rosanacf,1975-11-12,"list(passo = 1, data = ""1975-11-12"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 19 11 1975\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 26 11 1975\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 28 11 1975\nREDAÇÃO FINAL\nAPROVAÇÃO: 28 11 1975\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. ANTÔNIO DIAS\nPUBLICAÇÃO: 22 11 1975\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. CÍCERO DUMONT\nPUBLICAÇÃO: 28 11 1975\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOSÉ BONIFÁCIO FILHO\nPUBLICAÇÃO: 3 12 1975\nSANCIONADO\nPUBLICAÇÃO DA LEI: 13 12 1975"")",list(),list(),N,"list(id = 1686, nome = ""DEPUTADO SÉRGIO FERRARA"", partido = ""MDB"")",NULL,NA,NA,NA,NA,/legislacao/mineira/LEI/6753/1975,LEI 6753 1975 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,331,1975,DEPUTADO OLAVO COSTA                       MDB,INSTITUI O DIA DA COLUMBOFILIA.,"CRIAÇÃO, DIA, COLUMBOFILIA.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1975-11-14,000147881,PL. 331 1975 - PROJETO DE LEI,1687,DELIBERAÇÃO DE PLENÁRIO,"CALENDÁRIO
ESPORTE E LAZER",LEI 6779 1976 - LEI ORDINÁRIA,20150831,1739,malves,1975-11-12,"list(passo = 1, data = ""1975-11-12"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 19 11 1975\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 11 5 1976\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 18 5 1976\nREDAÇÃO FINAL\nAPROVAÇÃO: 25 5 1976\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: NÃO CONSTA\nEDUCAÇÃO\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. NEIF JABUR\nPUBLICAÇÃO: 7 5 1976\nEDUCAÇÃO\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOÃO PINTO RIBEIRO\nPUBLICAÇÃO: 15 5 1976\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. CYRO MACIEL\nPUBLICAÇÃO: NÃO CONSTA\nSANCIONADO\nPUBLICAÇÃO DA LEI: 10 6 1976"")",list(),list(),N,"list(id = 1687, nome = ""DEPUTADO OLAVO COSTA"", partido = ""MDB"")",NULL,ESPORTE E LAZER,NA,NA,NA,/legislacao/mineira/LEI/6779/1976,LEI 6779 1976 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,330,1975,DEPUTADO EUCLIDES CINTRA                   PDS,"AUTORIZA O PODER EXECUTIVO A CRIAR A CODEVASA, ÓRGÃO ESPECIAL
PARA COORDENAR O DESENVOLVIMENTO DO VALE DO RIO SAPUCAÍ.",NA,NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1975-11-14,000147882,PL. 330 1975 - PROJETO DE LEI,295,NA,NA,NA,20100203,1110,moreka,1975-11-12,"list(passo = 1, data = ""1975-11-12"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 19 11 1975\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),N,"list(id = 295, nome = ""DEPUTADO EUCLIDES CINTRA"", partido = ""PDS"")",NULL,NA,ARQUIVO,19790131,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,329,1975,DEPUTADO JÉSUS TRINDADE                    PDS,ALTERA A TOPONÍMIA DO MUNICÍPIO DE DOM SILVÉRIO.,NA,NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1975-11-14,000147883,PL. 329 1975 - PROJETO DE LEI,1048,NA,NA,NA,20100203,1110,moreka,1975-11-12,"list(passo = 1, data = ""1975-11-12"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 19 11 1975\nARQUIVADO, FINAL DE LEGISLATURA"")",list(),list(),N,"list(id = 1048, nome = ""DEPUTADO JÉSUS TRINDADE"", partido = ""PDS"")",NULL,NA,ARQUIVO,19790131,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,328,1975,DEPUTADO HUMBERTO ALMEIDA                  ARENA,"DECLARA DE UTILIDADE PÚBLICA A FUNDAÇÃO ANA DE MELO AZEVEDO - FAMA -
COM SEDE NA CIDADE DE CÁSSIA.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, CÁSSIA.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1975-11-12,000147886,PL. 328 1975 - PROJETO DE LEI,1682,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 7416 1978 - LEI ORDINÁRIA,20120302,1459,rosanacf,1975-11-10,"list(passo = 1, data = ""1975-11-10"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 17 11 1975\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 24 10 1978\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 24 11 1978\nREDAÇÃO FINAL\nAPROVAÇÃO: 28 11 1978\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 20 10 1978\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 24 11 1978\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. DOMINGOS LANNA\nPUBLICAÇÃO: 30 11 1978\nSANCIONADO\nPUBLICAÇÃO DA LEI: 16 12 1978"")",list(),list(),N,"list(id = 1682, nome = ""DEPUTADO HUMBERTO ALMEIDA"", partido = ""ARENA"")",NULL,NA,NA,NA,NA,/legislacao/mineira/LEI/7416/1978,LEI 7416 1978 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,325,1975,GOVERNADOR DO ESTADO,"DISPÕE SOBRE O QUADRO PERMANENTE DE TRIBUTAÇÃO, FISCALIZAÇÃO E
ARRECADAÇÃO DO ESTADO DE MINAS GERAIS E DÁ OUTRAS PROVIDÊNCIAS.",NA,NA,TRANSFORMADO EM NORMA JURÍDICA COM VETO PARCIAL,TNJVP,PROPOSIÇÕES APROVADAS,MAPRV,1975-11-08,000147891,PL. 325 1975 - PROJETO DE LEI,,DELIBERAÇÃO DE PLENÁRIO,"FINANÇAS PÚBLICAS
PESSOAL
SECRETARIA DE ESTADO",LEI 6762 1975 - LEI ORDINÁRIA,20150807,1233,zigoni,1975-11-07,"list(passo = 1, data = ""1975-11-07"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 26 11 1975\nREDAÇÃO FINAL\nAPROVAÇÃO: 28 11 1975\nCOMISSÕES:\nJUSTIÇA, SERVIÇO PÚBLICO E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATORES: DEP. JOSÉ BONIFÁCIO FILHO E DEP. LUIZ BACCARINI\nPUBLICAÇÃO: 20 11 1975\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOSÉ BONIFÁCIO FILHO\nPUBLICAÇÃO: 10 12 1975, 19 12 1975 E 1 1 1976\nSANCIONADO\nPUBLICAÇÃO DA LEI: 24 12 1975\nERRATA PUBLICADA NO DL EM 14 11 1975\nMANTIDO O VETO PARCIAL, EM 7 4 1976"")",list(),list(),N,NULL,"list(descricao = ""MSG 139 1975"")","ADMINISTRAÇÃO PÚBLICA
FINANÇAS PÚBLICAS",NA,NA,NA,/legislacao/mineira/LEI/6762/1975,LEI 6762 1975 - LEI ORDINÁRIA
