dominio,tipoProjeto,siglaTipoProjeto,numero,ano,autor,ementa,indexacao,observacao,situacao,siglaSituacao,situacaoGeral,siglaSituacaoGeral,dataPublicacao,numeroDoc,proposicao,matricula,assuntoGeral,norma,atualizacao,horario,usuario,dataUltimaAcao,listaHistoricoTramitacoes,links,linksProposicoesAnexadas,acompanhamento,autoresEstruturados,tema,regime,linksOrigem,local,arquivamento,linkLegislacao.url,linkLegislacao.rotulo
Remissivo,PROJETO DE LEI,PL,1858,1982,DEPUTADO GENÉSIO BERNARDINO                PMDB,"DECLARA DE UTILIDADE PÚBLICA A CASA DA AMIZADE DAS ESPOSAS DOS
ROTARIANOS DE MANHUMIRIM E PRESIDENTE SOARES. (SEDE: MANHUMIRIM)","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, MANHUMIRIM.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1982-05-21,000144005,PL. 1858 1982 - PROJETO DE LEI,1696,UTILIDADE PÚBLICA,NA,20120131,1451,rosanacf,1982-05-19,"list(passo = 1, data = ""1982-05-19"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 22 6 1982\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),N,"list(id = 1696, nome = ""DEPUTADO GENÉSIO BERNARDINO"", partido = ""PMDB"")",NA,NA,NULL,ARQUIVO,19830131,NA,NA
Remissivo,PROJETO DE LEI,PL,1857,1982,DEPUTADO OSCAR CÔRREIA                     ARENA,"DECLARA DE UTILIDADE PÚBLICA A FUNDAÇÃO 18 DE MARÇO, COM SEDE
EM BELO HORIZONTE.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1982-05-21,000144006,PL. 1857 1982 - PROJETO DE LEI,2047,UTILIDADE PÚBLICA,LEI 8263 1982 - LEI ORDINÁRIA,20120131,1457,rosanacf,1982-05-19,"list(passo = 1, data = ""1982-05-19"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 4 6 1982\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 22 6 1982\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 1 7 1982\nREDAÇÃO FINAL\nAPROVAÇÃO: 1 7 1982\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. NARCISO MICHELLI\nPUBLICAÇÃO: 19 6 1982\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. NARCISO MICHELLI\nPUBLICAÇÃO: 1 7 1982\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. LEÃO BORGES\nPUBLICAÇÃO: 3 7 1982\nSANCIONADO\nPUBLICAÇÃO DA LEI: 23 7 1982"")",list(),list(),N,"list(id = 2047, nome = ""DEPUTADO OSCAR CÔRREIA"", partido = ""ARENA"")",NA,DELIBERAÇÃO DE PLENÁRIO,NULL,NA,NA,/legislacao/mineira/LEI/8263/1982,LEI 8263 1982 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,1856,1982,DEPUTADO JOSÉ BONIFÁCIO FILHO              PDS,"DÁ A DENOMINAÇÃO DE VALENTIN PRENASSI AO ATUAL CONJUNTO HABITACIONAL DA
COHAB, EM BARBACENA.","DENOMINAÇÃO, CONJUNTO HABITACIONAL, MUNICÍPIO, BARBACENA.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1982-05-21,000144007,PL. 1856 1982 - PROJETO DE LEI,1697,PRÓPRIO PÚBLICO,NA,20120503,1807,rosanacf,1982-05-19,"list(passo = 1, data = ""1982-05-19"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 4 6 1982\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),N,"list(id = 1697, nome = ""DEPUTADO JOSÉ BONIFÁCIO FILHO"", partido = ""PDS"")",NA,NA,NULL,ARQUIVO,19830131,NA,NA
Remissivo,PROJETO DE LEI,PL,1855,1982,DEPUTADO JOSÉ BONIFÁCIO FILHO              PDS,"CONCEDE O TÍTULO DE CIDADÃO HONORÁRIO DE MINAS GERAIS AO SR.
ANTONIO DE SOMMER CHAMPALIMAUD.",NA,NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1982-05-21,000144008,PL. 1855 1982 - PROJETO DE LEI,1697,NA,LEI 8370 1982 - LEI ORDINÁRIA,19980101,NA,Carga,1982-05-19,"list(passo = 1, data = ""1982-05-19"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 30 6 1982\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 1 12 1982\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 3 12 1982\nREDAÇÃO FINAL\nAPROVAÇÃO: 4 12 1982\nCOMISSÕES:\nCONSELHO PERMANENTE DA MEDALHA DA INCONFIDÊNCIA\nRELATOR: CONSELHEIRO GAMALIEL HERVAL\nPARECER FAVORÁVEL\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 30 11 1982\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 2 12 1982\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 14 12 1982\nSANCIONADO\nPUBLICAÇÃO DA LEI: 22 12 1982"")",list(),list(),N,"list(id = 1697, nome = ""DEPUTADO JOSÉ BONIFÁCIO FILHO"", partido = ""PDS"")",NA,DELIBERAÇÃO DE PLENÁRIO,NULL,NA,NA,/legislacao/mineira/LEI/8370/1982,LEI 8370 1982 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,1854,1982,GOVERNADOR DO ESTADO,"ESTABELECE A ORGANIZAÇÃO DO MINISTÉRIO PÚBLICO DO ESTADO DE
MINAS GERAIS E DÁ OUTRAS PROVIDÊNCIAS.",NA,NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1982-05-20,000144009,PL. 1854 1982 - PROJETO DE LEI,,"MINISTÉRIO PÚBLICO DO ESTADO DE MINAS GERAIS (MPMG)
ORGANIZAÇÃO ADMINISTRATIVA",LEI 8222 1982 - LEI ORDINÁRIA,20131015,1726,rosanacf,1982-05-18,"list(passo = 1, data = ""1982-05-18"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 27 5 1982\nREDAÇÃO FINAL\nAPROVAÇÃO: 27 5 1982\nCOMISSÕES:\nJUSTIÇA, SERVIÇO PÚBLICO E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. LUIZ VICENTE\nPUBLICAÇÃO: 26 5 1982\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. LEÃO BORGES\nPUBLICAÇÃO: 28 5 1982\nSANCIONADO\nPUBLICAÇÃO DA LEI: 3 6 1982"")",list(),list(),N,NULL,ADMINISTRAÇÃO PÚBLICA,DELIBERAÇÃO DE PLENÁRIO,"list(descricao = ""MSG 717 1982"")",NA,NA,/legislacao/mineira/LEI/8222/1982,LEI 8222 1982 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,1853,1982,GOVERNADOR DO ESTADO,"CRIA CARGOS E CLASSES, ALTERA SÍMBOLOS DE VENCIMENTO E A DENOMINAÇÃO DE
CARGOS DO QUADRO PERMANENTE A QUE SE REFERE O DECRETO 16409, DE 10 7
1974, E DÁ OUTRAS PROVIDÊNCIAS.","ALTERAÇÃO, DENOMINAÇÃO, CARGO EFETIVO, PILOTO DE AVIÃO, TRANSFORMAÇÃO,
COMANDANTE DE AERONAVE.
ALTERAÇÃO, DENOMINAÇÃO, CARGO EM COMISSÃO, COPILOTO DE AVIÃO,
TRANSFORMAÇÃO, PRIMEIRO OFICIAL DE AERONAVE.
CRIAÇÃO, CARGO EM COMISSÃO, PRIMEIRO OFICIAL DE AERONAVE, CHEFE DE
SUPRIMENTO DE AERONAVE, CONTROLADOR TÉCNICO DE AERONAVE.
CRIAÇÃO, CARGO EFETIVO, AUXILIAR DE ADMINISTRAÇÃO, MECÂNICO DE
MANUTENÇÃO DE AERONAVE, COMANDANTE DE AERONAVE, QUADRO PERMANENTE,
EXECUTIVO.
NORMAS, PROVIMENTO, CARGO EFETIVO, AUXILIAR DE ADMINISTRAÇÃO,
COMANDANTE
DE AERONAVE, MECÂNICO DE MANUTENÇÃO DE AERONAVE, QUADRO PERMANENTE,
EXECUTIVO.
EXTINÇÃO, OCORRÊNCIA, VACÂNCIA, CARGO EM COMISSÃO, MECÂNICO DE
MANUTENÇÃO DE AERONAVE, QUADRO PERMANENTE, EXECUTIVO.
ALTERAÇÃO, SÍMBOLO, VENCIMENTOS, CARGO EM COMISSÃO, CHEFE DE
MANUTENÇÃO DE AERONAVE, QUADRO PERMANENTE, EXECUTIVO.
INCORPORAÇÃO, GRATIFICAÇÃO DE PRODUTIVIDADE, PROVENTOS, APOSENTADO.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1982-05-18,000144010,PL. 1853 1982 - PROJETO DE LEI,,"EXECUTIVO
PESSOAL",LEI 8242 1982 - LEI ORDINÁRIA,20131015,1727,rosanacf,1982-05-14,"list(passo = 1, data = ""1982-05-14"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 15 6 1982\nEMENDAS PUBLICADAS NO DL EM 25 5 1982\nREDAÇÃO FINAL\nAPROVAÇÃO: 17 6 1982\nCOMISSÕES:\nJUSTIÇA, SERVIÇO PÚBLICO E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. MÁRIO PACHECO\nPUBLICAÇÃO: 5 6 1982\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 19 6 1982\nSANCIONADO\nPUBLICAÇÃO DA LEI: 26 6 1982"")",list(),list(),N,NULL,ADMINISTRAÇÃO PÚBLICA,NA,"list(descricao = ""MSG 716 1982"")",NA,NA,/legislacao/mineira/LEI/8242/1982,LEI 8242 1982 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,1852,1982,GOVERNADOR DO ESTADO,"DISPÕE SOBRE VENCIMENTO E CRIAÇÃO DE CARGO NA ASSESSORIA
TÉCNICO-CONSULTIVA E DÁ OUTRAS PROVIDÊNCIAS.","COMPETÊNCIA, COMPOSIÇÃO, ASSESSORIA TÉCNICO-CONSULTIVA DO GOVERNADOR.
REMUNERAÇÃO, CONSULTOR, ASSESSORIA TÉCNICO-CONSULTIVA DO GOVERNADOR.
CRIAÇÃO, CARGO EM COMISSÃO, ASSISTENTE ADMINISTRATIVO, QUADRO SETORIAL,
ASSESSORIA TÉCNICO-CONSULTIVA DO GOVERNADOR.
NORMAS, CÁLCULO, PROVENTOS, APOSENTADO, CARGO PÚBLICO, ASSISTENTE
JURÍDICO, ADVOGADO CONSULTOR, ADVOGADO JUDICIÁRIO, ADVOGADO, QUADRO
SETORIAL, DEPARTAMENTO JURÍDICO DO ESTADO.
TRANSFERÊNCIA, DEFENSORIA PÚBLICA, OCUPANTE, CARGO PÚBLICO, ADVOGADO DE
OFÍCIO, JUSTIÇA MILITAR.
AUTORIZAÇÃO, EXECUTIVO, ABERTURA, CRÉDITO SUPLEMENTAR.",NA,TRANSFORMADO EM NORMA JURÍDICA COM VETO PARCIAL,TNJVP,PROPOSIÇÕES APROVADAS,MAPRV,1982-05-18,000144011,PL. 1852 1982 - PROJETO DE LEI,,"EXECUTIVO
PESSOAL
ORGANIZAÇÃO ADMINISTRATIVA",LEI 8251 1982 - LEI ORDINÁRIA,20131015,1729,rosanacf,1982-05-14,"list(passo = 1, data = ""1982-05-14"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 15 6 1982, COM EMENDAS\nEMENDAS PUBLICADAS NO DL EM 27 5 1982\nREDAÇÃO FINAL\nAPROVAÇÃO: 16 6 1982\nCOMISSÕES:\nJUSTIÇA, SERVIÇO PÚBLICO E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 3 6 1982\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 19 6 1982\nVETADO PARCIALMENTE\nPUBLICAÇÃO DA LEI: 8 7 1982\nVETO MANTIDO"")",list(),list(),N,NULL,ADMINISTRAÇÃO PÚBLICA,DELIBERAÇÃO DE PLENÁRIO,"list(descricao = ""MSG 715 1982"")",NA,NA,/legislacao/mineira/LEI/8251/1982,LEI 8251 1982 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,1851,1982,DEPUTADO JOSÉ BONIFÁCIO FILHO              PDS,"AUTORIZA O PODER EXECUTIVO A EFETIVAR ORIENTADORAS DE ENSINO DA
REDE ESTADUAL DE EDUCAÇÃO.",NA,NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1982-05-15,000144019,PL. 1851 1982 - PROJETO DE LEI,1697,NA,NA,20090427,1616,m17663,1982-05-13,"list(passo = 1, data = ""1982-05-13"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 26 8 1982\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),N,"list(id = 1697, nome = ""DEPUTADO JOSÉ BONIFÁCIO FILHO"", partido = ""PDS"")",NA,NA,NULL,ARQUIVO,19830131,NA,NA
Remissivo,PROJETO DE LEI,PL,1834,1982,DEPUTADO JOSÉ BONIFÁCIO FILHO              PDS,"DÁ A DENOMINAÇÃO DE ""EMPRESÁRIO CELSO GOMES FILHO"" AO CONJUNTO
HABITACIONAL DO BAIRRO IPANEMA, EM BARBACENA.","DENOMINAÇÃO, CONJUNTO HABITACIONAL, MUNICÍPIO, BARBACENA.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1982-05-13,000144029,PL. 1834 1982 - PROJETO DE LEI,1697,PRÓPRIO PÚBLICO,NA,20120507,1549,rosanacf,1982-05-11,"list(passo = 1, data = ""1982-05-11"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 14 5 1982\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: (NÃO CONSTA)\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),N,"list(id = 1697, nome = ""DEPUTADO JOSÉ BONIFÁCIO FILHO"", partido = ""PDS"")",NA,NA,NULL,ARQUIVO,19830131,NA,NA
Remissivo,PROJETO DE LEI,PL,1833,1982,DEPUTADO CARLOS LEMOS                      ARENA,"AUTORIZA O ESTADO DE MINAS GERAIS A DOAR TERRENO AO MUNICÍPIO
DE PRATINHA.",NA,NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1982-05-12,000144030,PL. 1833 1982 - PROJETO DE LEI,1744,NA,LEI 8391 1982 - LEI ORDINÁRIA,19980101,NA,Carga,1982-05-10,"list(passo = 1, data = ""1982-05-10"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 22 6 1982\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 26 11 1982\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 3 12 1982\nREDAÇÃO FINAL\nAPROVAÇÃO: 7 12 1982\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. HÉLIO RESENDE\nPUBLICAÇÃO: 13 8 1982\nECONOMIA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 13 8 1982\nECONOMIA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. RUFINO NETO\nPUBLICAÇÃO: 2 12 1982\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 10 12 1982\nSANCIONADO\nPUBLICAÇÃO DA LEI: 31 12 1982"")",list(),list(),N,"list(id = 1744, nome = ""DEPUTADO CARLOS LEMOS"", partido = ""ARENA"")",NA,DELIBERAÇÃO DE PLENÁRIO,NULL,NA,NA,/legislacao/mineira/LEI/8391/1982,LEI 8391 1982 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,1832,1982,DEPUTADO ARTUR FAGUNDES                    PDS,"MODIFICA A ÁREA 14, PREVISTA NO ART. 1 DO DECRETO 21945, DE
3 2 1982.
(LIMITA ÁREA DE PRESERVAÇÃO PERMANENTE NO DISTRITO DE SÃO
BARTOLOMEU, MUNICÍPIO DE OURO PRETO).",NA,NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1982-05-11,000144032,PL. 1832 1982 - PROJETO DE LEI,739,NA,NA,20090427,1507,m17663,1982-05-07,"list(passo = 1, data = ""1982-05-07"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 22 6 1982\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nPERDEU PRAZO\nAGROPECUÁRIA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 26 11 1982\nTURISMO\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 26 11 1982\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),N,"list(id = 739, nome = ""DEPUTADO ARTUR FAGUNDES"", partido = ""PDS"")",NA,NA,NULL,ARQUIVO,19830131,NA,NA
Remissivo,PROJETO DE LEI,PL,1831,1982,DEPUTADO EUCLIDES CINTRA                   PDS,"ALTERA DISPOSIÇÕES DA LEI 7855, DE 17 11 1980. (ALTERA A LEI ORGÂNICA DO
INSTITUTO DE PREVIDÊNCIA DO LEGISLATIVO DO ESTADO DE MINAS GERAIS E DÁ
OUTRAS PROVIDÊNCIAS.)","ALTERAÇÃO, NORMAS, CONCESSÃO, PENSÃO PREVIDENCIÁRIA, INSTITUTO DE
PREVIDÊNCIA DO LEGISLATIVO DO ESTADO DE MINAS GERAIS (IPLEMG).
ALTERAÇÃO, CRITÉRIOS, CONTAGEM, TEMPO DE SERVIÇO, CONCESSÃO,
APOSENTADORIA, ASSOCIADO, INSTITUTO DE PREVIDÊNCIA DO LEGISLATIVO DO
ESTADO DE MINAS GERAIS (IPLEMG).",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1982-05-11,000144033,PL. 1831 1982 - PROJETO DE LEI,295,INSTITUTO DE PREVIDÊNCIA DO LEGISLATIVO DO ESTADO DE MINAS GERAIS (IPLEMG),LEI 8307 1982 - LEI ORDINÁRIA,20160517,1416,malves,1982-05-07,"list(passo = 1, data = ""1982-05-07"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 8 6 1982\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 2 9 1982, COM A EMENDA 1\nEMENDA PUBLICADA NO DL EM 1 7 1982 (EMENDA 2)\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 23 9 1982\nREDAÇÃO FINAL\nAPROVAÇÃO: 29 9 1982\nCOMISSÕES:\nJUSTIÇA E FINANÇAS (REUNIÃO CONJUNTA)\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. FERRAZ CALDAS\nPUBLICAÇÃO: 26 6 1982\nFINANÇAS\nSEGUNDA DISCUSSÃO\nPARECER SOBRE EMENDAS\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: (NÃO CONSTA)\nFINANÇAS\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 11 9 1982\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NARCÉLIO MENDES\nPUBLICAÇÃO: 1 10 1982\nSANCIONADO\nPUBLICAÇÃO DA LEI: 22 10 1982"")",list(),list(),N,"list(id = 295, nome = ""DEPUTADO EUCLIDES CINTRA"", partido = ""PDS"")",ADMINISTRAÇÃO PÚBLICA,DELIBERAÇÃO DE PLENÁRIO,NULL,NA,NA,/legislacao/mineira/LEI/8307/1982,LEI 8307 1982 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,1830,1982,DEPUTADO CÍCERO DUMONT                     ARENA,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO ECUMÊNICA MONSENHOR
HORTA, DE BELO HORIZONTE.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1982-05-08,000144034,PL. 1830 1982 - PROJETO DE LEI,351,UTILIDADE PÚBLICA,LEI 8252 1982 - LEI ORDINÁRIA,20120131,1458,rosanacf,1982-05-06,"list(passo = 1, data = ""1982-05-06"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 12 5 1982\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 9 6 1982\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 21 6 1982\nREDAÇÃO FINAL\nAPROVAÇÃO: 25 6 1982\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. CÁSSIO GONÇALVES\nPUBLICAÇÃO: 27 5 1982\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. FÚLVIO FONTOURA\nPUBLICAÇÃO: 17 6 1982\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. CYRO MACIEL\nPUBLICAÇÃO: 29 6 1982\nSANCIONADO\nPUBLICAÇÃO DA LEI: 15 7 1982"")",list(),list(),N,"list(id = 351, nome = ""DEPUTADO CÍCERO DUMONT"", partido = ""ARENA"")",NA,DELIBERAÇÃO DE PLENÁRIO,NULL,NA,NA,/legislacao/mineira/LEI/8252/1982,LEI 8252 1982 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,1829,1982,DEPUTADO JOÃO PINTO RIBEIRO                PMDB,INSTITUI O DIA DO PERITO CRIMINAL.,"CRIAÇÃO, DIA, PERITO CRIMINAL.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1982-05-08,000144035,PL. 1829 1982 - PROJETO DE LEI,1685,"CALENDÁRIO
SEGURANÇA PÚBLICA",LEI 8380 1982 - LEI ORDINÁRIA,20150831,1720,malves,1982-05-06,"list(passo = 1, data = ""1982-05-06"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 23 6 1982\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 26 11 1982\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 3 12 1982\nREDAÇÃO FINAL\nAPROVAÇÃO: 7 12 1982\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 18 9 1982\nEDUCAÇÃO\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. HÉLIO RESENDE\nPUBLICAÇÃO: 24 9 1982\nEDUCAÇÃO\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 2 12 1982\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 10 12 1982\nSANCIONADO\nPUBLICAÇÃO DA LEI: 24 12 1982"")",list(),list(),N,"list(id = 1685, nome = ""DEPUTADO JOÃO PINTO RIBEIRO"", partido = ""PMDB"")",SEGURANÇA PÚBLICA,DELIBERAÇÃO DE PLENÁRIO,NULL,NA,NA,/legislacao/mineira/LEI/8380/1982,LEI 8380 1982 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,1828,1982,DEPUTADO FERNANDO JUNQUEIRA                PDS,"AUTORIZA O PODER EXECUTIVO A DOAR IMÓVEL À LOJA MAÇÔNICA CEDROS DO
LÍBANO, DE ITAMBACURI.","AUTORIZAÇÃO, EXECUTIVO, DOAÇÃO, IMÓVEL, MUNICÍPIO, ITAMBACURI.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1982-05-08,000144036,PL. 1828 1982 - PROJETO DE LEI,1468,IMÓVEL,NA,20120605,1530,rosanacf,1982-05-06,"list(passo = 1, data = ""1982-05-06"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 21 5 1982\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),N,"list(id = 1468, nome = ""DEPUTADO FERNANDO JUNQUEIRA"", partido = ""PDS"")",NA,NA,NULL,ARQUIVO,19830131,NA,NA
