dominio,ano,tipoProjeto,siglaTipoProjeto,numero,autor,ementa,indexacao,situacao,siglaSituacao,situacaoGeral,siglaSituacaoGeral,dataPublicacao,numeroDoc,proposicao,matricula,regime,assuntoGeral,norma,atualizacao,horario,usuario,dataUltimaAcao,listaHistoricoTramitacoes,links,linksProposicoesAnexadas,acompanhamento,autoresEstruturados,local,arquivamento,tema,legislacaoCitada,linksOrigem,linkLegislacao.url,linkLegislacao.rotulo,observacao
Remissivo,1977,PROJETO DE LEI,PL,1130,DEPUTADO SYLO COSTA                        PDS,"DECLARA DE UTILIDADE PÚBLICA O CENTRO ESPÍRITA FILHOS DE SÃO JORGE, DE
PIRAPORA.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, PIRAPORA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1977-06-16,000147076,PL. 1130 1977 - PROJETO DE LEI,978,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 7091 1977 - LEI ORDINÁRIA,20120223,1525,rosanacf,1977-06-14,"list(passo = 1, data = ""1977-06-14"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 22 6 1977\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 2 9 1977\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 20 9 1977\nREDAÇÃO FINAL\nAPROVAÇÃO: 22 9 1977\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: (NÃO CONSTA)\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. FERRAZ CALDAS\nPUBLICAÇÃO: 16 9 1977\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOÃO MARQUES\nPUBLICAÇÃO: 24 9 1977\nSANCIONADO\nPUBLICAÇÃO DA LEI: 6 10 1977"")",list(),list(),N,"list(id = 978, nome = ""DEPUTADO SYLO COSTA"", partido = ""PDS"")",NA,NA,NA,NA,NULL,/legislacao/mineira/LEI/7091/1977,LEI 7091 1977 - LEI ORDINÁRIA,NA
Remissivo,1977,PROJETO DE LEI,PL,1127,DEPUTADO CÍCERO DUMONT                     ARENA,"DECLARA DE UTILIDADE PÚBLICA A FUNDAÇÃO HILTON ROCHA, COM SEDE
EM BELO HORIZONTE.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1977-06-15,000147083,PL. 1127 1977 - PROJETO DE LEI,351,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 7074 1977 - LEI ORDINÁRIA,20120223,1522,rosanacf,1977-06-13,"list(passo = 1, data = ""1977-06-13"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 22 6 1977\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 1 7 1977\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 2 8 1977\nREDAÇÃO FINAL\nAPROVAÇÃO: 5 8 1977\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. NARCÉLIO MENDES\nPUBLICAÇÃO: (NÃO CONSTA)\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 8 7 1977\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. DOMINGOS LANNA\nPUBLICAÇÃO: 9 8 1977\nSANCIONADO\nPUBLICAÇÃO DA LEI: 29 9 1977"")",list(),list(),N,"list(id = 351, nome = ""DEPUTADO CÍCERO DUMONT"", partido = ""ARENA"")",NA,NA,NA,NA,NULL,/legislacao/mineira/LEI/7074/1977,LEI 7074 1977 - LEI ORDINÁRIA,NA
Remissivo,1977,PROJETO DE LEI,PL,1126,DEPUTADO EMÍLIO HADDAD                     MDB,"DÁ A DENOMINAÇÃO DE ESCOLA ESTADUAL ELPÍDIO DE OLIVEIRA BARRETO À
ESCOLA ESTADUAL DE PEDRACA - PRIMEIRO GRAU, NO MUNICÍPIO DE
ITAPECERICA.","DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, ITAPECERICA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1977-06-15,000147084,PL. 1126 1977 - PROJETO DE LEI,1192,NA,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",LEI 7107 1977 - LEI ORDINÁRIA,20120514,1526,rosanacf,1977-06-13,"list(passo = 1, data = ""1977-06-13"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 22 6 1977\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 2 9 1977\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 20 9 1977\nREDAÇÃO FINAL\nAPROVAÇÃO: 27 9 1977\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 30 8 1977\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. EMÍLIO GALLO\nPUBLICAÇÃO: 16 9 1977\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. CYRO MACIEL\nPUBLICAÇÃO: 29 9 1977\nSANCIONADO\nPUBLICAÇÃO DA LEI: 13 10 1977"")",list(),list(),N,"list(id = 1192, nome = ""DEPUTADO EMÍLIO HADDAD"", partido = ""MDB"")",NA,NA,NA,NA,NULL,/legislacao/mineira/LEI/7107/1977,LEI 7107 1977 - LEI ORDINÁRIA,NA
Remissivo,1977,PROJETO DE LEI,PL,1125,DEPUTADO EMÍLIO HADDAD                     MDB,"DÁ A DENOMINAÇÃO DE JOSÉ TRINDADE ALVES À ESCOLA ESTADUAL DE AQUILES
LOBO - PRIMEIRO GRAU, NO MUNICÍPIO DE ITAPECERICA.","DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, ITAPECERICA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1977-06-15,000147085,PL. 1125 1977 - PROJETO DE LEI,1192,NA,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",LEI 7124 1977 - LEI ORDINÁRIA,20120514,1527,rosanacf,1977-06-13,"list(passo = 1, data = ""1977-06-13"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 22 6 1977\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 2 9 1977, COM EMENDA\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 20 9 1977\nREDAÇÃO FINAL\nAPROVAÇÃO: 23 9 1977\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. FERRAZ CALDAS\nPUBLICAÇÃO: 30 8 1977\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. EMÍLIO GALLO\nPUBLICAÇÃO: 16 9 1977\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOÃO MARQUES\nPUBLICAÇÃO: 27 9 1977\nSANCIONADO\nPUBLICAÇÃO DA LEI: 27 10 1977"")",list(),list(),N,"list(id = 1192, nome = ""DEPUTADO EMÍLIO HADDAD"", partido = ""MDB"")",NA,NA,NA,NA,NULL,/legislacao/mineira/LEI/7124/1977,LEI 7124 1977 - LEI ORDINÁRIA,NA
Remissivo,1977,PROJETO DE LEI,PL,1124,DEPUTADO EMÍLIO HADDAD                     MDB,"DÁ A DENOMINAÇÃO DE PROFESSOR JOSÉ PRETEXTATO DOS SANTOS À ESCOLA
ESTADUAL DE PARTIDÁRIO - PRIMEIRO GRAU, NO MUNICÍPIO DE ITAPECERICA.","DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, ITAPECERICA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1977-06-15,000147086,PL. 1124 1977 - PROJETO DE LEI,1192,NA,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",LEI 7108 1977 - LEI ORDINÁRIA,20120514,1528,rosanacf,1977-06-13,"list(passo = 1, data = ""1977-06-13"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 20 6 1977\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 2 9 1977\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 20 9 1977\nREDAÇÃO FINAL\nAPROVAÇÃO: 27 9 1977\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOÃO PEDRO GUSTIN\nPUBLICAÇÃO: 30 8 1977\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. FERRAZ CALDAS\nPUBLICAÇÃO: 16 9 1977\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. DOMINGOS LANNA\nPUBLICAÇÃO: 29 9 1977\nSANCIONADO\nPUBLICAÇÃO DA LEI: 13 10 1977"")",list(),list(),N,"list(id = 1192, nome = ""DEPUTADO EMÍLIO HADDAD"", partido = ""MDB"")",NA,NA,NA,NA,NULL,/legislacao/mineira/LEI/7108/1977,LEI 7108 1977 - LEI ORDINÁRIA,NA
Remissivo,1977,PROJETO DE LEI,PL,1123,DEPUTADO EMÍLIO HADDAD                     MDB,"DÁ DENOMINAÇÃO DE PEDRO LUIZ À ESCOLA ESTADUAL - PRIMEIRO GRAU, DE
NEOLÂNDIA, NO MUNICÍPIO DE ITAPECERICA.","DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, ITAPECERICA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1977-06-15,000147087,PL. 1123 1977 - PROJETO DE LEI,1192,NA,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",LEI 7097 1977 - LEI ORDINÁRIA,20120514,1528,rosanacf,1977-06-13,"list(passo = 1, data = ""1977-06-13"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 20 6 1977\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 1 9 1977\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 16 9 1977\nREDAÇÃO FINAL\nAPROVAÇÃO: 20 9 1977\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 30 8 1977\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. LUIZ BACCARINI\nPUBLICAÇÃO: 10 9 1977\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. DOMINGOS LANNA\nPUBLICAÇÃO: 22 9 1977\nSANCIONADO\nPUBLICAÇÃO DA LEI: 6 10 1977"")",list(),list(),N,"list(id = 1192, nome = ""DEPUTADO EMÍLIO HADDAD"", partido = ""MDB"")",NA,NA,NA,NA,NULL,/legislacao/mineira/LEI/7097/1977,LEI 7097 1977 - LEI ORDINÁRIA,NA
Remissivo,1977,PROJETO DE LEI,PL,1122,DEPUTADO EMÍLIO HADDAD                     MDB,"DÁ A DENOMINAÇÃO DE ESCOLA ESTADUAL DOM ANTÔNIO CARLOS MESQUITA À
ESCOLA ESTADUAL DE MARILÂNDIA, NO MUNICÍPIO DE MARILÂNDIA.","DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, MARILÂNDIA.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1977-06-15,000147088,PL. 1122 1977 - PROJETO DE LEI,1192,NA,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",NA,20120514,1529,rosanacf,1977-06-13,"list(passo = 1, data = ""1977-06-13"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 17 6 1977\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. LUIZ BACCARINI\nPUBLICAÇÃO: 10 9 1977\nARQUIVADO, NOS TERMOS DO ART. 67, XXVIII, DO REGIMENTO\nINTERNO."")",list(),list(),N,"list(id = 1192, nome = ""DEPUTADO EMÍLIO HADDAD"", partido = ""MDB"")",NA,NA,NA,NA,NULL,NA,NA,NA
Remissivo,1977,PROJETO DE LEI,PL,1121,DEPUTADO EMÍLIO HADDAD                     MDB,"DÁ A DENOMINAÇÃO DE JOSEFINO GUIMARÃES À ESCOLA ESTADUAL - PRIMEIRO
GRAU, DE LAVRINHA, NO MUNICÍPIO DE ITAPECERICA.","DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, ITAPECERICA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1977-06-15,000147089,PL. 1121 1977 - PROJETO DE LEI,1192,NA,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",LEI 7087 1977 - LEI ORDINÁRIA,20120514,1530,rosanacf,1977-06-13,"list(passo = 1, data = ""1977-06-13"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 17 6 1977\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 1 9 1977\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 16 9 1977\nREDAÇÃO FINAL\nAPROVAÇÃO: 20 9 1977\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOÃO PEDRO GUSTIN\nPUBLICAÇÃO: 30 8 1977\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 10 9 1977\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. DOMINGOS LANNA\nPUBLICAÇÃO: 22 9 1977\nSANCIONADO\nPUBLICAÇÃO DA LEI: 4 10 1977"")",list(),list(),N,"list(id = 1192, nome = ""DEPUTADO EMÍLIO HADDAD"", partido = ""MDB"")",NA,NA,NA,NA,NULL,/legislacao/mineira/LEI/7087/1977,LEI 7087 1977 - LEI ORDINÁRIA,NA
Remissivo,1977,PROJETO DE LEI,PL,1120,DEPUTADO EMÍLIO HADDAD                     MDB,"DÁ DENOMINAÇÃO DE ALCEBÍADES RIBEIRO DA SILVA À ESCOLA ESTADUAL
- PRIMEIRO GRAU, DOS LAMEUS, NO MUNICÍPIO DE ITAPECERICA.","DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, ITAPECERICA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1977-06-15,000147090,PL. 1120 1977 - PROJETO DE LEI,1192,NA,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",LEI 7086 1977 - LEI ORDINÁRIA,20120514,1531,rosanacf,1977-06-13,"list(passo = 1, data = ""1977-06-13"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 17 6 1977\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 1 9 1977\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 16 9 1977\nREDAÇÃO FINAL\nAPROVAÇÃO: 20 9 1977\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. LUIZ BACCARINI\nPUBLICAÇÃO: 30 8 1977\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 10 9 1977\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. DOMINGOS LANNA\nPUBLICAÇÃO: 22 9 1977\nSANCIONADO\nPUBLICAÇÃO DA LEI: 4 10 1977"")",list(),list(),N,"list(id = 1192, nome = ""DEPUTADO EMÍLIO HADDAD"", partido = ""MDB"")",NA,NA,NA,NA,NULL,/legislacao/mineira/LEI/7086/1977,LEI 7086 1977 - LEI ORDINÁRIA,NA
Remissivo,1977,PROJETO DE LEI,PL,1114,GOVERNADOR DO ESTADO,"AUTORIZA A FUNDAÇÃO DE EDUCAÇÃO PARA O TRABALHO DE MINAS GERAIS - UTRAMIG
- A OFERECER EM HIPOTECA A CAIXA ECONÔMICA FEDERAL PARA GARANTIA DE
OPERAÇÃO DE CRÉDITO COM RECURSOS DO FUNDO DE ASSISTÊNCIA E APOIO AO
DESENVOLVIMENTO SOCIAL - FAS, IMÓVEIS DE SUA PROPRIEDADE.","AUTORIZAÇÃO, FUNDAÇÃO DE EDUCAÇÃO PARA O TRABALHO DE MINAS GERAIS
(UTRAMIG), CONTRATAÇÃO, OPERAÇÃO FINANCEIRA, CAIXA ECONÔMICA FEDERAL
(CEF).",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1977-06-09,000147093,PL. 1114 1977 - PROJETO DE LEI,,DELIBERAÇÃO DE PLENÁRIO,FUNDAÇÃO DE EDUCAÇÃO PARA O TRABALHO DE MINAS GERAIS (UTRAMIG),LEI 7023 1977 - LEI ORDINÁRIA,20160908,1421,malves,1977-06-08,"list(passo = 1, data = ""1977-06-08"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 28 6 1977\nREDAÇÃO FINAL\nAPROVAÇÃO: 29 6 1977\nCOMISSÕES:\nJUSTIÇA, EDUCAÇÃO E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 22 6 1977\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. KEMIL KUMAIRA\nPUBLICAÇÃO: 1 7 1977\nSANCIONADO\nPUBLICAÇÃO DA LEI: 7 7 1977"")",list(),list(),N,NULL,NA,NA,ADMINISTRAÇÃO PÚBLICA,NA,"list(descricao = ""MSG 559 1977"")",/legislacao/mineira/LEI/7023/1977,LEI 7023 1977 - LEI ORDINÁRIA,NA
Remissivo,1977,PROJETO DE LEI,PL,1113,DEPUTADO MENDES BARROS                     PMDB,"DECLARA DE UTILIDADE PÚBLICA O CLUBE DE MALHA PASTORIL, COM SEDE NA
CIDADE DE GOVERNADOR VALADARES.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, GOVERNADOR VALADARES.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1977-06-09,000147094,PL. 1113 1977 - PROJETO DE LEI,1688,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 7187 1977 - LEI ORDINÁRIA,20120223,1456,rosanacf,1977-06-07,"list(passo = 1, data = ""1977-06-07"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 14 6 1977\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 23 11 1977\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 2 12 1977\nREDAÇÃO FINAL\nAPROVAÇÃO: 2 12 1977\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 19 11 1977\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 29 11 1977\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. DOMINGOS LANNA\nPUBLICAÇÃO: 7 12 1977\nSANCIONADO\nPUBLICAÇÃO DA LEI: 24 12 1977"")",list(),list(),N,"list(id = 1688, nome = ""DEPUTADO MENDES BARROS"", partido = ""PMDB"")",NA,NA,NA,NA,NULL,/legislacao/mineira/LEI/7187/1977,LEI 7187 1977 - LEI ORDINÁRIA,NA
Remissivo,1977,PROJETO DE LEI,PL,1112,DEPUTADO PEDRO NARCISO                     PMDB,"DECLARA DE UTILIDADE PÚBLICA A FUNDAÇÃO EDUCACIONAL MONTES CLAROS, COM
SEDE NA CIDADE DE MONTES CLAROS.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, MONTES CLAROS.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1977-06-09,000147095,PL. 1112 1977 - PROJETO DE LEI,1693,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 7294 1978 - LEI ORDINÁRIA,20120223,1456,rosanacf,1977-06-07,"list(passo = 1, data = ""1977-06-07"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 14 6 1977\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 14 6 1978\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 27 6 1978\nREDAÇÃO FINAL\nAPROVAÇÃO: 29 6 1978\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOÃO PEDRO GUSTIN (PARECER PELO SOBRESTAMENTO)\nPUBLICAÇÃO: 30 6 1977\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 10 6 1978\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 24 6 1978\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. DOMINGOS LANNA\nPUBLICAÇÃO: 4 7 1978\nSANCIONADO\nPUBLICAÇÃO DA LEI: 14 7 1978"")",list(),list(),N,"list(id = 1693, nome = ""DEPUTADO PEDRO NARCISO"", partido = ""PMDB"")",NA,NA,NA,NA,NULL,/legislacao/mineira/LEI/7294/1978,LEI 7294 1978 - LEI ORDINÁRIA,NA
Remissivo,1977,PROJETO DE LEI,PL,1109,DEPUTADO EURÍPEDES CRAIDE                  PMDB,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO DAS ANTIGAS ALUNAS DA
PROVIDÊNCIA, DE ITAJUBÁ.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, ITAJUBÁ.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1977-06-08,000147098,PL. 1109 1977 - PROJETO DE LEI,1187,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 7061 1977 - LEI ORDINÁRIA,20120223,1452,rosanacf,1977-06-07,"list(passo = 1, data = ""1977-06-07"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 14 6 1977\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 1 7 1977\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 2 8 1977\nREDAÇÃO FINAL\nAPROVAÇÃO: 4 8 1977\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOÃO PEDRO GUSTIN\nPUBLICAÇÃO: 23 6 1977\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 8 7 1977\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. DOMINGOS LANNA\nPUBLICAÇÃO: 9 8 1977\nSANCIONADO\nPUBLICAÇÃO DA LEI: 25 8 1977"")",list(),list(),N,"list(id = 1187, nome = ""DEPUTADO EURÍPEDES CRAIDE"", partido = ""PMDB"")",NA,NA,NA,NA,NULL,/legislacao/mineira/LEI/7061/1977,LEI 7061 1977 - LEI ORDINÁRIA,NA
Remissivo,1977,PROJETO DE LEI,PL,1108,DEPUTADO JORGE ORLANDO CARONE              MDB,"DECLARA DE UTILIDADE PÚBLICA O CLUBE DOS GIRAFAS DE MINAS GERAIS, DE
BELO HORIZONTE.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1977-06-08,000147099,PL. 1108 1977 - PROJETO DE LEI,1691,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 7062 1977 - LEI ORDINÁRIA,20120223,1452,rosanacf,1977-06-06,"list(passo = 1, data = ""1977-06-06"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 14 6 1977\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 1 7 1977\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 2 8 1977\nREDAÇÃO FINAL\nAPROVAÇÃO: 4 8 1977\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. FERRAZ CALDAS\nPUBLICAÇÃO: 23 6 1977\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. CÍCERO DUMONT\nPUBLICAÇÃO: 8 7 1977\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. DOMINGOS LANNA\nPUBLICAÇÃO: 9 8 1977\nSANCIONADO\nPUBLICAÇÃO DA LEI: 26 8 1977"")",list(),list(),N,"list(id = 1691, nome = ""DEPUTADO JORGE ORLANDO CARONE"", partido = ""MDB"")",NA,NA,NA,NA,NULL,/legislacao/mineira/LEI/7062/1977,LEI 7062 1977 - LEI ORDINÁRIA,NA
