dominio,tipoProjeto,siglaTipoProjeto,numero,ano,autor,ementa,observacao,situacao,siglaSituacao,situacaoGeral,siglaSituacaoGeral,dataPublicacao,numeroDoc,proposicao,matricula,regime,norma,usuario,dataUltimaAcao,listaHistoricoTramitacoes,links,linksProposicoesAnexadas,acompanhamento,autoresEstruturados,indexacao,assuntoGeral,local,arquivamento,atualizacao,horario,tema,linksOrigem,legislacaoCitada,linkLegislacao.url,linkLegislacao.rotulo,proposicaoLei.descricao
Remissivo,PROJETO DE LEI,PL,1052,1974,DEPUTADO EDGARD DE VASCONCELOS             ARENA,"DECLARA DE UTILIDADE PÚBLICA AS OBRAS SOCIAIS DA IGREJA MATRIZ DA
PARÓQUIA NOSSA SENHORA, DE PIEDADE DOS GERAIS.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1974-05-09,000148494,PL. 1052 1974 - PROJETO DE LEI,941,NA,NA,rosanacf,1974-05-07,"list(passo = 1, data = ""1974-05-07"", local = ""PLENÁRIO"", historico = ""ARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),N,"list(id = 941, nome = ""DEPUTADO EDGARD DE VASCONCELOS"", partido = ""ARENA"")","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, PIEDADE DOS GERAIS.",UTILIDADE PÚBLICA,ARQUIVO,19750131,20120223,1219,NA,NULL,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1051,1974,DEPUTADO JÉSUS TRINDADE                    ARENA,"DISPÕE SOBRE CONTRIBUIÇÕES PREVIDENCIÁRIAS DE SERVIDORES
PÚBLICOS.",NA,PROJETO VETADO TOTALMENTE,PVETO,PROPOSIÇÕES APROVADAS,MAPRV,1974-05-09,000148495,PL. 1051 1974 - PROJETO DE LEI,1048,DELIBERAÇÃO DE PLENÁRIO,NA,marga,1974-05-07,"list(passo = 1, data = ""1974-05-07"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 27 11 1974\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 29 11 1974\nREDAÇÃO FINAL\nAPROVAÇÃO: 30 11 1974\nCOMISSÕES:\nSERVIÇO PÚBLICO\nPRIMEIRA DISCUSSÃO\nRELATOR: NÃO CONSTA\nPERDEU PRAZO\nFINANÇAS\nPRIMEIRA DISCUSSÃO\nRELATOR: NÃO CONSTA\nPERDEU PRAZO\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. AMILCAR PADOVANI\nPUBLICAÇÃO: 29 11 1974\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NÍLSON GONTIJO\nPUBLICAÇÃO: 2 12 1974 E 5 12 1974\nVETADO TOTALMENTE\nPUBLICAÇÃO DAS RAZÕES DO VETO: 18 12 1974\nVETO TOTAL MANTIDO."")",list(),list(),N,"list(id = 1048, nome = ""DEPUTADO JÉSUS TRINDADE"", partido = ""ARENA"")",NA,NA,NA,NA,20091223,1027,NA,NULL,NA,NA,NA,PRL 7100 1974
Remissivo,PROJETO DE LEI,PL,1050,1974,DEPUTADO AMILCAR PADOVANI                  MDB,"DECLARA DE UTILIDADE PÚBLICA A TENDA ESPÍRITA E CARIDADE PAI ANTONIO,
COM SEDE EM JUIZ DE FORA.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1974-05-08,000148496,PL. 1050 1974 - PROJETO DE LEI,1189,DELIBERAÇÃO DE PLENÁRIO,LEI 6373 1974 - LEI ORDINÁRIA,rosanacf,1974-05-06,"list(passo = 1, data = ""1974-05-06"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 6 6 1974\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 24 6 1974\nREDAÇÃO FINAL\nAPROVAÇÃO: 26 6 1974\nCOMISSÕES:\nJUSTIÇA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. MARCOS TITO\nPUBLICAÇÃO: 23 5 1974\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. TARCISIO DELGADO\nPUBLICAÇÃO: 20 6 1974\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOSÉ HONÓRIO\nPUBLICAÇÃO: 28 6 1974\nSANCIONADO\nPUBLICAÇÃO DA LEI: 10 7 1974"")",list(),list(),N,"list(id = 1189, nome = ""DEPUTADO AMILCAR PADOVANI"", partido = ""MDB"")","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, JUIZ DE FORA.",UTILIDADE PÚBLICA,NA,NA,20120223,1215,NA,NULL,NA,/legislacao/mineira/LEI/6373/1974,LEI 6373 1974 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,1049,1974,DEPUTADO AMILCAR PADOVANI                  MDB,"DECLARA DE UTILIDADE PÚBLICA O GRUPO ESPÍRITA DE CARIDADE NOSSA
SENHORA APARECIDA, DE JUIZ DE FORA.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1974-05-08,000148497,PL. 1049 1974 - PROJETO DE LEI,1189,DELIBERAÇÃO DE PLENÁRIO,LEI 6441 1974 - LEI ORDINÁRIA,rosanacf,1974-05-06,"list(passo = 1, data = ""1974-05-06"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 19 8 1974\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 6 9 1974\nREDAÇÃO FINAL\nAPROVAÇÃO: 17 9 1974\nCOMISSÕES:\nJUSTIÇA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 28 6 1974\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EUCLIDES CINTRA\nPUBLICAÇÃO: 31 8 1974\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NÍLSON GONTIJO\nPUBLICAÇÃO: 13 9 1974\nSANCIONADO\nPUBLICAÇÃO DA LEI: 9 10 1974"")",list(),list(),N,"list(id = 1189, nome = ""DEPUTADO AMILCAR PADOVANI"", partido = ""MDB"")","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, JUIZ DE FORA.",UTILIDADE PÚBLICA,NA,NA,20120223,1154,NA,NULL,NA,/legislacao/mineira/LEI/6441/1974,LEI 6441 1974 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,1048,1974,DEPUTADO TARCISIO DELGADO                  MDB,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO DE CULTURA FRANCO-BRASILEIRA
- ALLIANCE FRANÇAISE, DE JUIZ DE FORA.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1974-05-08,000148498,PL. 1048 1974 - PROJETO DE LEI,1474,DELIBERAÇÃO DE PLENÁRIO,LEI 6392 1974 - LEI ORDINÁRIA,rosanacf,1974-05-06,"list(passo = 1, data = ""1974-05-06"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 5 6 1974\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 24 6 1974\nREDAÇÃO FINAL\nAPROVAÇÃO: 27 6 1974\nCOMISSÕES:\nJUSTIÇA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. EUCLIDES CINTRA\nPUBLICAÇÃO: 18 5 1974\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 15 6 1974\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EUCLIDES CINTRA\nPUBLICAÇÃO: 28 6 1974\nSANCIONADO\nPUBLICAÇÃO DA LEI: 18 7 1974"")",list(),list(),N,"list(id = 1474, nome = ""DEPUTADO TARCISIO DELGADO"", partido = ""MDB"")","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, JUIZ DE FORA.",UTILIDADE PÚBLICA,NA,NA,20120223,1153,NA,NULL,NA,/legislacao/mineira/LEI/6392/1974,LEI 6392 1974 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,1047,1974,DEPUTADO FERNANDO JUNQUEIRA                ARENA,"CONCEDE A ERNST CRISTIAN LAMSTER O TÍTULO DE CIDADÃO HONORÁRIO DO
ESTADO DE MINAS GERAIS.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1974-05-07,000148499,PL. 1047 1974 - PROJETO DE LEI,1468,NA,NA,m17461,1974-05-03,"list(passo = 1, data = ""1974-05-03"", local = ""PLENÁRIO"", historico = ""ARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),N,"list(id = 1468, nome = ""DEPUTADO FERNANDO JUNQUEIRA"", partido = ""ARENA"")","CONCESSÃO HONORÍFICA, TÍTULO, CIDADÃO.",HOMENAGEM,ARQUIVO,19750131,20150518,1138,NA,NULL,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1046,1974,DEPUTADO FERNANDO JUNQUEIRA                ARENA,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO DE CULTURA LUSO-BRASILEIRA,
COM SEDE EM JUIZ DE FORA.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1974-05-07,000148500,PL. 1046 1974 - PROJETO DE LEI,1468,NA,LEI 6390 1974 - LEI ORDINÁRIA,rosanacf,1974-05-03,"list(passo = 1, data = ""1974-05-03"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 5 6 1974\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 24 6 1974\nREDAÇÃO FINAL\nAPROVAÇÃO: 27 6 1974\nCOMISSÕES:\nJUSTIÇA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. AMILCAR PADOVANI\nPUBLICAÇÃO: 18 5 1974\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. CYRO MACIEL\nPUBLICAÇÃO: 15 6 1974\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EUCLIDES CINTRA\nPUBLICAÇÃO: 28 6 1974\nSANCIONADO\nPUBLICAÇÃO DA LEI: 18 7 1974"")",list(),list(),N,"list(id = 1468, nome = ""DEPUTADO FERNANDO JUNQUEIRA"", partido = ""ARENA"")","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, JUIZ DE FORA.",UTILIDADE PÚBLICA,NA,NA,20120223,1151,NA,NULL,NA,/legislacao/mineira/LEI/6390/1974,LEI 6390 1974 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,1045,1974,DEPUTADO JOSÉ HONÓRIO                      ARENA,"DENOMINA O COLÉGIO ESTADUAL DE SANTO ANTÔNIO DO AMPARO DE ""COLÉGIO
ESTADUAL DR. NEWTON FERREIRA DE PAIVA"".",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1974-05-07,000148501,PL. 1045 1974 - PROJETO DE LEI,787,DELIBERAÇÃO DE PLENÁRIO,LEI 6376 1974 - LEI ORDINÁRIA,rosanacf,1974-05-03,"list(passo = 1, data = ""1974-05-03"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 30 5 1974\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 17 6 1974\nREDAÇÃO FINAL\nAPROVAÇÃO: 24 6 1974\nCOMISSÕES:\nJUSTIÇA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. JOÃO FERRAZ\nPUBLICAÇÃO: 18 5 1974\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. NELSON LOMBARDI\nPUBLICAÇÃO: 8 6 1974\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. FÁBIO NOTINI\nPUBLICAÇÃO: 22 6 1974 E 2 8 1974\nSANCIONADO\nPUBLICAÇÃO DA LEI: 12 7 1974"")",list(),list(),N,"list(id = 787, nome = ""DEPUTADO JOSÉ HONÓRIO"", partido = ""ARENA"")","DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, SANTO ANTÔNIO DO
AMPARO.","ESTABELECIMENTO DE ENSINO
PRÓPRIO PÚBLICO",NA,NA,20140204,1800,NA,NULL,NA,/legislacao/mineira/LEI/6376/1974,LEI 6376 1974 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,1044,1974,DEPUTADO CHRISTOVAM CHIARADIA              ARENA,"CONSIDERA DE UTILIDADE PÚBLICA O MOVIMENTO SOCIAL DE PROMOÇÃO HUMANA,
DE POUSO ALEGRE.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1974-05-07,000148502,PL. 1044 1974 - PROJETO DE LEI,1177,DELIBERAÇÃO DE PLENÁRIO,LEI 6380 1974 - LEI ORDINÁRIA,rosanacf,1974-05-03,"list(passo = 1, data = ""1974-05-03"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 5 6 1974\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 24 6 1974\nREDAÇÃO FINAL\nAPROVAÇÃO: 27 6 1974\nCOMISSÕES:\nJUSTIÇA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. LUIZ BACCARINI\nPUBLICAÇÃO: 18 5 1974\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. MARCOS TITO\nPUBLICAÇÃO: 15 6 1974\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EUCLIDES CINTRA\nPUBLICAÇÃO: 28 6 1974\nSANCIONADO\nPUBLICAÇÃO DA LEI: 12 7 1974"")",list(),list(),N,"list(id = 1177, nome = ""DEPUTADO CHRISTOVAM CHIARADIA"", partido = ""ARENA"")","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, POUSO ALEGRE.",UTILIDADE PÚBLICA,NA,NA,20120223,1138,NA,NULL,NA,/legislacao/mineira/LEI/6380/1974,LEI 6380 1974 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,1042,1974,GOVERNADOR DO ESTADO,"AUTORIZA O PODER EXECUTIVO A DOAR IMÓVEL À EMPRESA BRASILEIRA DE
CORREIOS E TELÉGRAFOS, EM RIO ESPERA.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1974-05-03,000148504,PL. 1042 1974 - PROJETO DE LEI,NA,DELIBERAÇÃO DE PLENÁRIO,LEI 6336 1974 - LEI ORDINÁRIA,Carga,1974-05-02,"list(passo = 1, data = ""1974-05-02"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 29 5 1974\nREDAÇÃO FINAL\nAPROVAÇÃO: 4 6 1974\nCOMISSÕES:\nJUSTIÇA\nDISCUSSÃO ÚNICA\nRELATOR: DEP. CYRO MACIEL\nPUBLICAÇÃO: 17 5 1974\nFINANÇAS\nDISCUSSÃO ÚNICA\nRELATOR: DEP. NÍLSON GONTIJO\nPUBLICAÇÃO: 17 5 1974\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NELSON LOMBARDI\nPUBLICAÇÃO: 6 6 1974\nSANCIONADO\nPUBLICAÇÃO DA LEI: 20 6 1974"")",list(),list(),N,NULL,NA,NA,NA,NA,19980101,NA,NA,"list(descricao = ""MSG 390 1974"")",NA,/legislacao/mineira/LEI/6336/1974,LEI 6336 1974 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,1041,1974,GOVERNADOR DO ESTADO,"AUTORIZA O PODER EXECUTIVO A FAZER REVERTER AO PATRIMÔNIO
PRIVADO IMÓVEL RECEBIDO PELO ESTADO EM DOAÇÃO CLAUSULADA,
EM BOM DESPACHO.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1974-05-03,000148505,PL. 1041 1974 - PROJETO DE LEI,NA,DELIBERAÇÃO DE PLENÁRIO,LEI 6337 1974 - LEI ORDINÁRIA,Carga,1974-04-30,"list(passo = 1, data = ""1974-04-30"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 28 5 1974\nREDAÇÃO FINAL\nAPROVAÇÃO: 4 6 1974\nCOMISSÕES:\nJUSTIÇA\nDISCUSSÃO ÚNICA\nRELATOR: DEP. EUCLIDES CINTRA\nPUBLICAÇÃO: 17 5 1974\nFINANÇAS\nDISCUSSÃO ÚNICA\nRELATOR: DEP. LÚCIO DE SOUZA CRUZ\nPUBLICAÇÃO: 17 5 1974\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. FÁBIO NOTINI\nPUBLICAÇÃO: 6 6 1974\nSANCIONADO\nPUBLICAÇÃO DA LEI: 20 6 1974."")",list(),list(),N,NULL,NA,NA,NA,NA,19980101,NA,NA,NULL,NA,/legislacao/mineira/LEI/6337/1974,LEI 6337 1974 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,1040,1974,DEPUTADO MARTINS SILVEIRA                  ARENA,"CONCEDE SUBVENÇÕES A DIVERSAS INSTITUIÇÕES (PARA O EXERCÍCIO DE
1974)",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1974-04-27,000148506,PL. 1040 1974 - PROJETO DE LEI,747,DELIBERAÇÃO DE PLENÁRIO,LEI 6399 1974 - LEI ORDINÁRIA,Carga,1974-04-25,"list(passo = 1, data = ""1974-04-25"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 22 5 1974 COM EMENDAS\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 10 6 1974 COM EMENDAS\nEMENDAS PUBLICADAS NO DL EM 4 6 1974 E 21 5 1974\nREDAÇÃO FINAL\nAPROVAÇÃO: 21 6 1974\nCOMISSÕES:\nFINANÇAS\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. NÍLSON GONTIJO\nPUBLICAÇÃO: 21 5 1974\nFINANÇAS\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. ANTHERO ROCHA\nPUBLICAÇÃO: 4 6 1974\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EUCLIDES CINTRA\nPUBLICAÇÃO: 23 7 1974\nRETIFICAÇÕES PUBLICADAS EM: 30 8 1974, 4 9 1974, 10 10 1974,\n17 10 1974, 25 10 1974, 12 11 1974, 14 11 1974, 18 12 1974,\n28 12 1974, 9 1 1975, 11 1 1975, 20 12 1975, 7 2 1976,\n12 9 1975.\nSANCIONADO\nPUBLICAÇÃO DA LEI: 6 8 1974\nRETIFICAÇÕES DA LEI PUBLICADAS EM: 12 9 1974, 21 9 1974,\n6 11 1974, 28 11 1974, 14 1 1975 E 21 1 1976."")",list(),list(),N,"list(id = 747, nome = ""DEPUTADO MARTINS SILVEIRA"", partido = ""ARENA"")",NA,NA,NA,NA,19980101,NA,NA,NULL,NA,/legislacao/mineira/LEI/6399/1974,LEI 6399 1974 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,1039,1974,DEPUTADO HUMBERTO SOUTO                    ARENA,DÁ NOVA DENOMINAÇÃO À FUNDAÇÃO UNIVERSIDADE NORTE MINEIRA.,NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1974-04-27,000148507,PL. 1039 1974 - PROJETO DE LEI,1489,NA,LEI 6361 1974 - LEI ORDINÁRIA,rosanacf,1974-04-25,"list(passo = 1, data = ""1974-04-25"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 29 5 1974\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 14 6 1974\nREDAÇÃO FINAL\nAPROVAÇÃO: 21 6 1974\nCOMISSÕES:\nJUSTIÇA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: NÃO CONSTA\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. CYRO MACIEL\nPUBLICAÇÃO: 8 6 1974\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NÍLSON GONTIJO\nPUBLICAÇÃO: NÃO CONSTA\nSANCIONADO\nPUBLICAÇÃO DA LEI: 4 7 1974"")",list(),list(),N,"list(id = 1489, nome = ""DEPUTADO HUMBERTO SOUTO"", partido = ""ARENA"")","ALTERAÇÃO, DENOMINAÇÃO, FUNDAÇÃO UNIVERSIDADE NORTE-MINEIRA,
TRANSFORMAÇÃO, FUNDAÇÃO NORTE-MINEIRA DE ENSINO SUPERIOR, MUNICÍPIO,
MONTES CLAROS.",ESTABELECIMENTO DE ENSINO,NA,NA,20120516,1629,NA,NULL,NA,/legislacao/mineira/LEI/6361/1974,LEI 6361 1974 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,1038,1974,DEPUTADO EUCLIDES CINTRA                   ARENA,"EXCLUI A OBRIGATORIEDADE DE APRESENTAÇÃO DO ATESTADO DE VIDA DOS
APOSENTADOS, PENSIONISTAS E OUTROS BENEFICIÁRIOS NOS CASOS QUE MENCIONA E
DÁ OUTRAS PROVIDÊNCIAS.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1974-04-25,000148509,PL. 1038 1974 - PROJETO DE LEI,295,DELIBERAÇÃO DE PLENÁRIO,LEI 6398 1974 - LEI ORDINÁRIA,rosanacf,1974-04-15,"list(passo = 1, data = ""1974-04-15"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 30 5 1974\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 14 6 1974\nREDAÇÃO FINAL\nAPROVAÇÃO: 24 6 1974\nCOMISSÕES:\nJUSTIÇA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. VALDIR MELGAÇO\nPUBLICAÇÃO: 16 5 1974\nEDUCAÇÃO\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. JOÃO PEDRO GUSTIN\nPUBLICAÇÃO: 16 5 1974\nFINANÇAS\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. LÚCIO DE SOUZA CRUZ\nPUBLICAÇÃO: 16 5 1974\nFINANÇAS\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. NELSON LOMBARDI\nPUBLICAÇÃO: 8 6 1974\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOSÉ HONÓRIO\nPUBLICAÇÃO: 22 6 1974\nSANCIONADO\nPUBLICAÇÃO DA LEI: 2 8 1974"")",list(),list(),N,"list(id = 295, nome = ""DEPUTADO EUCLIDES CINTRA"", partido = ""ARENA"")","EXCLUSÃO, OBRIGATORIEDADE, APRESENTAÇÃO, ATESTADO DE VIDA, RECEBIMENTO,
APOSENTADORIA, PENSÕES, BENEFÍCIO, ÓRGÃOS, ENTIDADE, ADMINISTRAÇÃO
ESTADUAL.","ADMINISTRAÇÃO ESTADUAL
IDOSO",NA,NA,20131021,1510,"ADMINISTRAÇÃO PÚBLICA
IDOSO",NULL,NA,/legislacao/mineira/LEI/6398/1974,LEI 6398 1974 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,1037,1974,DEPUTADO DÊNIO MOREIRA                     ARENA,DISPÕE SOBRE O USO DE LIVROS DIDÁTICOS E UNIFORMES ESCOLARES.,NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1974-04-27,000148508,PL. 1037 1974 - PROJETO DE LEI,246,NA,LEI 6421 1974 - LEI ORDINÁRIA,rosanacf,1974-04-25,"list(passo = 1, data = ""1974-04-25"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 16 8 1974\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 27 8 1974\nREDAÇÃO FINAL\nAPROVAÇÃO: 2 9 1974\nCOMISSÕES:\nJUSTIÇA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 28 6 1974\nEDUCAÇÃO\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. MORVAN ACAYABA\nPUBLICAÇÃO: 28 6 1974\nEDUCAÇÃO\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. VICENTE GUABIROBA\nPUBLICAÇÃO: 23 8 1974\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOSÉ HONÓRIO\nPUBLICAÇÃO: 4 9 1974\nPROMULGADO\nPUBLICAÇÃO DA LEI: 3 10 1974"")",list(),list(),N,"list(id = 246, nome = ""DEPUTADO DÊNIO MOREIRA"", partido = ""ARENA"")","NORMAS, UTILIZAÇÃO, LIVRO DIDÁTICO, UNIFORME, ESTABELECIMENTO DE
ENSINO, ENSINO DE PRIMEIRO GRAU, ENSINO DE SEGUNDO GRAU, ENSINO
PARTICULAR, ENSINO PÚBLICO.
FIXAÇÃO, PRAZO, ESTADO, REGULAMENTAÇÃO.",EDUCAÇÃO,NA,NA,20131021,1508,"EDUCAÇÃO
CRIANÇA E ADOLESCENTE",NULL,NA,/legislacao/mineira/LEI/6421/1974,LEI 6421 1974 - LEI ORDINÁRIA,NA
