dominio,tipoProjeto,siglaTipoProjeto,numero,ano,autor,ementa,observacao,situacao,siglaSituacao,situacaoGeral,siglaSituacaoGeral,dataPublicacao,numeroDoc,proposicao,matricula,regime,norma,usuario,dataUltimaAcao,listaHistoricoTramitacoes,links,linksProposicoesAnexadas,acompanhamento,autoresEstruturados,indexacao,assuntoGeral,local,arquivamento,atualizacao,horario,tema,linksOrigem,legislacaoCitada,linkLegislacao.url,linkLegislacao.rotulo,proposicaoLei.descricao
Remissivo,PROJETO DE LEI,PL,1265,1974,DEPUTADO ARTUR FAGUNDES                    ARENA,"AUTORIZA O PODER EXECUTIVO A REVERTER AO PATRIMÔNIO DO MUNICÍPIO
DE ESPINOSA IMÓVEL RECEBIDO EM DOAÇÃO.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1974-10-22,000148278,PL. 1265 1974 - PROJETO DE LEI,739,NA,NA,m17663,1974-10-18,"list(passo = 1, data = ""1974-10-18"", local = ""PLENÁRIO"", historico = ""ARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),N,"list(id = 739, nome = ""DEPUTADO ARTUR FAGUNDES"", partido = ""ARENA"")",NA,NA,ARQUIVO,19750131,20090401,1310,NA,NULL,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1264,1974,DEPUTADO JOÃO MARQUES                      ARENA,"DECLARA DE UTILIDADE PÚBLICA A APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS
EXCEPCIONAIS DE GUAXUPÉ.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1974-10-22,000148279,PL. 1264 1974 - PROJETO DE LEI,5908,NA,NA,rosanacf,1974-10-18,"list(passo = 1, data = ""1974-10-18"", local = ""PLENÁRIO"", historico = ""ARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),N,"list(id = 5908, nome = ""DEPUTADO JOÃO MARQUES"", partido = ""ARENA"")","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, GUAXUPÉ.",UTILIDADE PÚBLICA,ARQUIVO,19750131,20120227,1616,NA,NULL,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1263,1974,DEPUTADO JOÃO MARQUES                      ARENA,"DÁ A DENOMINAÇÃO DE ESCOLA ESTADUAL ""ALLAN KARDEC"", À ESCOLA PRIMÁRIA
DO BAIRRO DO PATRIMÔNIO, DE CÁSSIA.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1974-10-22,000148280,PL. 1263 1974 - PROJETO DE LEI,5908,NA,LEI 6542 1974 - LEI ORDINÁRIA,rosanacf,1974-10-18,"list(passo = 1, data = ""1974-10-18"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 25 11 1974\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 28 11 1974\nREDAÇÃO FINAL\nAPROVAÇÃO: 29 11 1974\nCOMISSÕES:\nJUSTIÇA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. VALDIR MELGAÇO\nPUBLICAÇÃO: 21 11 1974\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. MÁRIO ASSAD\nPUBLICAÇÃO: 28 11 1974\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NELSON LOMBARDI\nPUBLICAÇÃO: 3 12 1974\nSANCIONADO\nPUBLICAÇÃO DA LEI: 18 12 1974."")",list(),list(),N,"list(id = 5908, nome = ""DEPUTADO JOÃO MARQUES"", partido = ""ARENA"")","DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, CÁSSIA.","PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",NA,NA,20120516,1604,NA,NULL,NA,/legislacao/mineira/LEI/6542/1974,LEI 6542 1974 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,1262,1974,GOVERNADOR DO ESTADO,"APROVA O ADIANTAMENTO AO ACORDO DE COMUNHÃO DE INTERESSES O
ESTADO DE MINAS GERAIS E A FIAT S.P.A.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1974-10-22,000148281,PL. 1262 1974 - PROJETO DE LEI,NA,DELIBERAÇÃO DE PLENÁRIO,LEI 6478 1974 - LEI ORDINÁRIA,Carga,1974-10-18,"list(passo = 1, data = ""1974-10-18"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 21 11 1974\nREDAÇÃO FINAL\nAPROVAÇÃO: 21 11 1974\nCOMISSÕES:\nJUSTIÇA, ECONOMIA E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. MAURÍLIO CAMBRAIA\nPUBLICAÇÃO: 7 11 1974\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NELSON LOMBARDI\nPUBLICAÇÃO: NÃO CONSTA\nSANCIONADO\nPUBLICAÇÃO DA LEI: 23 11 1974."")",list(),list(),N,NULL,NA,NA,NA,NA,19980101,NA,NA,"list(descricao = ""MSG 475 1974"")",NA,/legislacao/mineira/LEI/6478/1974,LEI 6478 1974 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,1261,1974,GOVERNADOR DO ESTADO,"AUTORIZA O PODER EXECUTIVO A CONTRAIR EMPRÉSTIMO QUE ESPECIFICA E
DÁ OUTRAS PROVIDÊNCIAS.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1974-10-22,000148282,PL. 1261 1974 - PROJETO DE LEI,NA,DELIBERAÇÃO DE PLENÁRIO,NA,Carga,1974-10-18,"list(passo = 1, data = ""1974-10-18"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nCOMISSÕES:\nJUSTIÇA\nDISCUSSÃO ÚNICA\nRELATOR: DEP. JOÃO FERRAZ\nPUBLICAÇÃO: 21 11 1974\nTRANSFORMADO NO PROJETO DE RESOLUÇÃO 1294 1974, DE ACORDO\nCOM PARECER DA COMISSÃO DE JUSTIÇA."")","list(expressao = ""(PRE adj 1294 adj 1974[PROP])[dbmt]"", banco = ""mate"", descricao = ""PRE 1294 1974"", url = ""/proposicoes/pesquisa/avancada?expr=%28PRE+adj+1294+adj+1974%5BPROP%5D%29%5Bdbmt%5D"", tipo = ""PRE"", numero = 1294, ano = 1974)",list(),N,NULL,NA,NA,NA,NA,19980101,NA,NA,"list(descricao = ""MSG 474 1974"")",NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1260,1974,GOVERNADOR DO ESTADO,"DÁ NOVA REDAÇÃO A DISPOSITIVO DA LEI NÚMERO 6.176, DE 14 DE NOVEMBRO DE
1973 (AUTORIZA O PODER EXECUTIVO A PRESTAR GARANTIA EM OPERAÇÕES DE
CRÉDITO COM RECURSOS EXTERNOS, ANTES LIMITADA A INSTITUIÇÕES FINANCEIRAS
NACIONAIS, A EMPRESAS QUE EXECUTEM INVESTIMENTOS NO ESTADO).",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1974-10-22,000148283,PL. 1260 1974 - PROJETO DE LEI,,DELIBERAÇÃO DE PLENÁRIO,LEI 6477 1974 - LEI ORDINÁRIA,malves,1974-10-18,"list(passo = 1, data = ""1974-10-18"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 21 11 1974\nREDAÇÃO FINAL\nAPROVAÇÃO: 21 11 1974\nCOMISSÕES:\nJUSTIÇA, ECONOMIA E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. MAURÍLIO CAMBRAIA\nPUBLICAÇÃO: 7 11 1974\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NELSON LOMBARDI\nPUBLICAÇÃO: 23 11 1974\nSANCIONADO\nPUBLICAÇÃO DA LEI: 23 11 1974."")",list(),list(),N,NULL,"ALTERAÇÃO, AUTORIZAÇÃO, EXECUTIVO, GARANTIA, CONTRATAÇÃO, EMPRÉSTIMO
EXTERNO, INVESTIMENTO.",FINANÇAS PÚBLICAS,NA,NA,20150813,1705,FINANÇAS PÚBLICAS,"list(descricao = ""MSG 473 1974"")",LEI 6176 1973 - LEI ORDINÁRIA,/legislacao/mineira/LEI/6477/1974,LEI 6477 1974 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,1259,1974,DEPUTADO FERNANDO JUNQUEIRA                ARENA,"DECLARA DE UTILIDADE PÚBLICA A ESCOLA DE SAMBA ""ESPLENDOR DO MORRO"", DE
SÃO JOÃO NEPOMUCENO.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1974-10-19,000148284,PL. 1259 1974 - PROJETO DE LEI,1468,DELIBERAÇÃO DE PLENÁRIO,LEI 6537 1974 - LEI ORDINÁRIA,rosanacf,1974-10-17,"list(passo = 1, data = ""1974-10-17"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 27 11 1974\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 30 11 1974\nREDAÇÃO FINAL\nAPROVAÇÃO: 30 11 1974\nCOMISSÕES:\nJUSTIÇA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. JOÃO FERRAZ\nPUBLICAÇÃO: 21 11 1974\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. TARCISIO DELGADO\nPUBLICAÇÃO: 29 11 1974\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. MAURÍLIO CAMBRAIA\nPUBLICAÇÃO: 5 12 1974\nSANCIONADO\nPUBLICAÇÃO DA LEI: 18 12 1974."")",list(),list(),N,"list(id = 1468, nome = ""DEPUTADO FERNANDO JUNQUEIRA"", partido = ""ARENA"")","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, SÃO JOÃO NEPOMUCENO.",UTILIDADE PÚBLICA,NA,NA,20120227,1613,NA,NULL,NA,/legislacao/mineira/LEI/6537/1974,LEI 6537 1974 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,1258,1974,GOVERNADOR DO ESTADO,"AUTORIZA A AQUISIÇÃO DE IMÓVEL QUE MENCIONA E DÁ OUTRAS
PROVIDÊNCIAS (FAZENDA BOA ESPERANÇA, MUNICÍPIO DE BELO VALE -
ABRE CRÉDITO ESPECIAL À SECRETARIA DA FAZENDA - DOAÇÃO A
FUNDAÇÃO ESTADUAL DO PATRIMÔNIO HISTÓRICO E ARTÍSTICO DE MINAS
GERAIS - IEPHA/MG).",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1974-10-19,000148285,PL. 1258 1974 - PROJETO DE LEI,NA,DELIBERAÇÃO DE PLENÁRIO,LEI 6485 1974 - LEI ORDINÁRIA,Carga,1974-10-17,"list(passo = 1, data = ""1974-10-17"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 31 10 1974\nREDAÇÃO FINAL\nAPROVAÇÃO: 21 11 1974\nCOMISSÕES:\nJUSTIÇA, EDUCAÇÃO E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. MORVAN ACAYABA\nPUBLICAÇÃO: 30 10 1974\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. FÁBIO NOTINI\nPUBLICAÇÃO: 21 11 1974 E 23 11 1974\nSANCIONADO\nPUBLICAÇÃO DA LEI: 26 11 1974."")",list(),list(),N,NULL,NA,NA,NA,NA,19980101,NA,NA,"list(descricao = ""MSG 471 1974"")",NA,/legislacao/mineira/LEI/6485/1974,LEI 6485 1974 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,1257,1974,DEPUTADO LÚCIO DE SOUZA CRUZ               ARENA,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO DE PAIS E AMIGOS DOS
EXCEPCIONAIS - APAE - DE TRÊS CORAÇÕES COM SEDE NA CIDADE DE TRÊS
CORAÇÕES.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1974-10-18,000148286,PL. 1257 1974 - PROJETO DE LEI,323,NA,LEI 6553 1974 - LEI ORDINÁRIA,rosanacf,1974-10-16,"list(passo = 1, data = ""1974-10-16"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 27 11 1974\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 30 11 1974\nREDAÇÃO FINAL\nAPROVAÇÃO: 30 11 1974\nCOMISSÕES:\nJUSTIÇA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. VALDIR MELGAÇO\nPUBLICAÇÃO: 21 11 1974\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 29 11 1974\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. MAURÍLIO CAMBRAIA\nPUBLICAÇÃO: 5 12 1974\nSANCIONADO\nPUBLICAÇÃO DA LEI: 20 12 1974."")",list(),list(),N,"list(id = 323, nome = ""DEPUTADO LÚCIO DE SOUZA CRUZ"", partido = ""ARENA"")","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, TRÊS CORAÇÕES.",UTILIDADE PÚBLICA,NA,NA,20120227,1612,NA,NULL,NA,/legislacao/mineira/LEI/6553/1974,LEI 6553 1974 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,1256,1974,DEPUTADO RONALDO CANEDO                    ARENA,"AUTORIZA O PODER EXECUTIVO A FAZER REVERTER IMÓVEL AO DOMÍNIO
DO MUNICÍPIO DE SÃO PEDRO DOS FERROS.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1974-10-17,000148287,PL. 1256 1974 - PROJETO DE LEI,1170,NA,LEI 6557 1974 - LEI ORDINÁRIA,MSILVIA,1974-10-15,"list(passo = 1, data = ""1974-10-15"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 27 11 1974\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 30 11 1974\nREDAÇÃO FINAL\nAPROVAÇÃO:\nCOMISSÕES:\nJUSTIÇA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 23 11 1974\nECONOMIA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. MAURÍLIO CAMBRAIA\nPUBLICAÇÃO: 23 11 1974\nFINANÇAS\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. LUIZ BACCARINI\nPUBLICAÇÃO: 23 11 1974\nFINANÇAS\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. VICENTE GUABIROBA\nPUBLICAÇÃO: 29 11 1974\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. MAURÍLIO CAMBRAIA\nPUBLICAÇÃO: 5 12 1974\nSANCIONADO\nPUBLICAÇÃO DA LEI: 20 12 1974."")",list(),list(),N,"list(id = 1170, nome = ""DEPUTADO RONALDO CANEDO"", partido = ""ARENA"")",NA,NA,NA,NA,20020215,NA,NA,NULL,NA,/legislacao/mineira/LEI/6557/1974,LEI 6557 1974 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,1255,1974,DEPUTADO AMILCAR PADOVANI                  MDB,"DECLARA DE UTILIDADE PÚBLICA A TENDA ESPÍRITA DO CRIADOR ROSA E CRAVO,
COM SEDE NA CIDADE DE JUIZ DE FORA.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1974-10-17,000148288,PL. 1255 1974 - PROJETO DE LEI,1189,NA,NA,rosanacf,1974-10-15,"list(passo = 1, data = ""1974-10-15"", local = ""PLENÁRIO"", historico = ""ARQUIVADO, FINAL DE LEGISLATURA.\nDESARQUIVADO, RECEBEU O NÚMERO PL 135 1975."")","list(expressao = ""(PL adj '135' adj 1975[PROP])[dbmt]"", banco = ""mate"", descricao = ""PL. 135 1975"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL+adj+%27135%27+adj+1975%5BPROP%5D%29%5Bdbmt%5D"", tipo = ""PL"", numero = 135, ano = 1975)",list(),N,"list(id = 1189, nome = ""DEPUTADO AMILCAR PADOVANI"", partido = ""MDB"")","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, JUIZ DE FORA.",UTILIDADE PÚBLICA,ARQUIVO,19750131,20120227,1610,NA,NULL,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1254,1974,GOVERNADOR DO ESTADO,"AUTORIZA O PODER EXECUTIVO A FAZER REVERTER TERRENO AO PATRIMÔNIO
DO MUNICÍPIO DE ARAXÁ.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1974-10-15,000148289,PL. 1254 1974 - PROJETO DE LEI,,DELIBERAÇÃO DE PLENÁRIO,LEI 6484 1974 - LEI ORDINÁRIA,eugenia,1974-10-14,"list(passo = 1, data = ""1974-10-14"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 31 10 1974\nCOMISSÕES:\nJUSTIÇA, ECONOMIA E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. FÁBIO VASCONCELLOS\nPUBLICAÇÃO: 30 10 1974\nREDAÇÃO\nREDAÇÃO FINAL\nPERDEU PRAZO\nESGOTADO O PRAZO FIXADO PARA A TRAMITAÇÃO VAI A MATÉRIA APROVADA\nÀ SANÇÃO GOVERNAMENTAL, DE ACORDO COM O ARTIGO 262 DO REGIMENTO\nINTERNO.\nSANCIONADO\nPUBLICAÇÃO DA LEI: 26 11 1974"")",list(),list(),N,NULL,NA,NA,NA,NA,20110715,1703,NA,"list(descricao = ""MSG 470 1974"")",NA,/legislacao/mineira/LEI/6484/1974,LEI 6484 1974 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,1253,1974,GOVERNADOR DO ESTADO,MODIFICA A DESTINAÇÃO DE IMPORTÂNCIA VINCULADA A INCENTIVO FISCAL.,NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1974-10-12,000148291,PL. 1253 1974 - PROJETO DE LEI,,DELIBERAÇÃO DE PLENÁRIO,LEI 6481 1974 - LEI ORDINÁRIA,rosanacf,1974-10-11,"list(passo = 1, data = ""1974-10-11"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 30 10 1974\nCOMISSÕES:\nJUSTIÇA, SAÚDE E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. MAURÍLIO CAMBRAIA\nPUBLICAÇÃO: 24 10 1974\nREDAÇÃO\nREDAÇÃO FINAL\nPERDEU PRAZO\nESGOTADO O PRAZO FIXADO PARA A TRAMITAÇÃO, VAI A MATÉRIA À\nSANÇÃO GOVERNAMENTAL, DE CONFORMIDADE COM O ARTIGO 262 DO\nREGIMENTO INTERNO.\nSANCIONADO\nPUBLICAÇÃO DA LEI: 26 11 1974"")",list(),list(),N,NULL,NA,"INCENTIVO FISCAL
TRIBUTOS",NA,NA,20131021,1450,FINANÇAS PÚBLICAS,"list(descricao = ""MSG 469 1974"")",NA,/legislacao/mineira/LEI/6481/1974,LEI 6481 1974 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,1252,1974,GOVERNADOR DO ESTADO,"AUTORIZA A FUNDAÇÃO EDUCACIONAL DO BEM-ESTAR DO MENOR - FEBEM -
A ALIENAR BENS IMÓVEIS E MÓVEIS.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1974-10-12,000148292,PL. 1252 1974 - PROJETO DE LEI,NA,DELIBERAÇÃO DE PLENÁRIO,LEI 6483 1974 - LEI ORDINÁRIA,Carga,1974-10-11,"list(passo = 1, data = ""1974-10-11"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 30 10 1974\nCOMISSÕES:\nJUSTIÇA, SAÚDE E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. MAURÍLIO CAMBRAIA\nPUBLICAÇÃO: 24 10 1974\nREDAÇÃO\nREDAÇÃO FINAL\nPERDEU PRAZO\nESGOTADO O PRAZO FIXADO PARA A TRAMITAÇÃO VAI A MATÉRIA\nAPROVADA À SANÇÃO GOVERNAMENTAL, DE ACORDO COM ARTIGO 262 DO\nREGIMENTO INTERNO.\nSANCIONADO\nPUBLICAÇÃO DA LEI: 26 11 1974"")",list(),list(),N,NULL,NA,NA,NA,NA,19980101,NA,NA,"list(descricao = ""MSG 468 1974"")",NA,/legislacao/mineira/LEI/6483/1974,LEI 6483 1974 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,1250,1974,DEPUTADO EDGARD DE VASCONCELOS             ARENA,"DECLARA DE UTILIDADE PÚBLICA O CONGADO DE NOSSA SENHORA DO ROSÁRIO, DE
RIO PIRACICABA.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1974-10-12,000148293,PL. 1250 1974 - PROJETO DE LEI,941,NA,NA,rosanacf,1974-10-10,"list(passo = 1, data = ""1974-10-10"", local = ""PLENÁRIO"", historico = ""ARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),N,"list(id = 941, nome = ""DEPUTADO EDGARD DE VASCONCELOS"", partido = ""ARENA"")","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, RIO PIRACICABA.",UTILIDADE PÚBLICA,ARQUIVO,19750131,20120227,1556,NA,NULL,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1249,1974,DEPUTADO EDGARD DE VASCONCELOS             ARENA,"DECLARA DE UTILIDADE PÚBLICA O OPERÁRIO ESPORTE CLUBE DE SÃO GONÇALO DO
RIO ABAIXO.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1974-10-12,000148294,PL. 1249 1974 - PROJETO DE LEI,941,NA,NA,rosanacf,1974-10-10,"list(passo = 1, data = ""1974-10-10"", local = ""PLENÁRIO"", historico = ""ARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),N,"list(id = 941, nome = ""DEPUTADO EDGARD DE VASCONCELOS"", partido = ""ARENA"")","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, SÃO GONÇALO DO RIO ABAIXO.",UTILIDADE PÚBLICA,ARQUIVO,19750131,20120227,1553,NA,NULL,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1248,1974,DEPUTADO LOURIVAL BRASIL                   ARENA,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO DOS EX-RESIDENTES E
ESTAGIÁRIOS DO HOSPITAL SÃO GERALDO, COM SEDE EM BELO HORIZONTE.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1974-10-12,000148295,PL. 1248 1974 - PROJETO DE LEI,322,DELIBERAÇÃO DE PLENÁRIO,LEI 6536 1974 - LEI ORDINÁRIA,rosanacf,1974-10-10,"list(passo = 1, data = ""1974-10-10"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 25 11 1974\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 30 11 1974\nREDAÇÃO FINAL\nAPROVAÇÃO: 30 11 1974\nCOMISSÕES:\nJUSTIÇA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. EUCLIDES CINTRA\nPUBLICAÇÃO: 21 11 1974\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. MORVAN ACAYABA\nPUBLICAÇÃO: 28 11 1974\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NÍLSON GONTIJO\nPUBLICAÇÃO: 5 12 1974\nSANCIONADO\nPUBLICAÇÃO DA LEI: 18 12 1974"")",list(),list(),N,"list(id = 322, nome = ""DEPUTADO LOURIVAL BRASIL"", partido = ""ARENA"")","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.",UTILIDADE PÚBLICA,NA,NA,20120227,1552,NA,NULL,NA,/legislacao/mineira/LEI/6536/1974,LEI 6536 1974 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,1247,1974,DEPUTADO JAIRO PEREIRA                     ARENA,"DECLARA DE UTILIDADE PÚBLICA O EDUCANDÁRIO FRATÉRNIA, COM SEDE NA
CIDADE DE SÃO GONÇALO DO RIO ABAIXO.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1974-10-10,000148296,PL. 1247 1974 - PROJETO DE LEI,1470,DELIBERAÇÃO DE PLENÁRIO,LEI 6546 1974 - LEI ORDINÁRIA,rosanacf,1974-10-08,"list(passo = 1, data = ""1974-10-08"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 25 11 1974\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 30 11 1974\nREDAÇÃO FINAL\nAPROVAÇÃO: 30 11 1974\nCOMISSÕES:\nJUSTIÇA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. VICENTE GUABIROBA\nPUBLICAÇÃO: 19 10 1974\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. MORVAN ACAYABA\nPUBLICAÇÃO: 28 11 1974\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NÍLSON GONTIJO\nPUBLICAÇÃO: 5 12 1974\nSANCIONADO\nPUBLICAÇÃO DA LEI: 19 12 1974."")",list(),list(),N,"list(id = 1470, nome = ""DEPUTADO JAIRO PEREIRA"", partido = ""ARENA"")","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, SÃO GONÇALO DO RIO ABAIXO.",UTILIDADE PÚBLICA,NA,NA,20120227,1546,NA,NULL,NA,/legislacao/mineira/LEI/6546/1974,LEI 6546 1974 - LEI ORDINÁRIA,NA
