dominio,tipoProjeto,siglaTipoProjeto,numero,ano,autor,ementa,situacao,siglaSituacao,situacaoGeral,siglaSituacaoGeral,dataPublicacao,numeroDoc,proposicao,regime,norma,atualizacao,usuario,dataUltimaAcao,listaHistoricoTramitacoes,links,linksProposicoesAnexadas,linksOrigem,acompanhamento,tema,matricula,assuntoGeral,horario,indexacao,autoresEstruturados,local,arquivamento,legislacaoCitada,linkLegislacao.url,linkLegislacao.rotulo,proposicaoLei.descricao
Remissivo,PROJETO DE LEI,PL,570,1972,GOVERNADOR DO ESTADO,"AUTORIZA O PODER EXECUTIVO A ABRIR CRÉDITO ESPECIAL NO VALOR DE
CR$ 221.000,00 À SECRETARIA DA FAZENDA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1972-09-26,000148975,PL. 570 1972 - PROJETO DE LEI,DELIBERAÇÃO DE PLENÁRIO,LEI 6038 1972 - LEI ORDINÁRIA,19980101,Carga,1972-09-22,"list(passo = 1, data = ""1972-09-22"", local = ""PLENÁRIO"", historico = ""COMISSÕES:\nJUSTIÇA, EDUCAÇÃO E FINANÇAS (REUNIÃO CONJUNTA).\nDISCUSSÃO ÚNICA\nRELATOR: DEP. NARCÉLIO MENDES\nPUBLICAÇÃO: NÃO CONSTA\nJUSTIÇA, EDUCAÇÃO E FINANÇAS (REUNIÃO CONJUNTA)\nPERDEU PRAZO\nESGOTADO PRAZO DE APRECIAÇÃO PELA ASSEMBLEIA.\nSANCIONADO\nPUBLICAÇÃO DA LEI: 28 11 1972"")",list(),list(),"list(descricao = ""MSG 186 1972"")",N,NA,NA,NA,NA,NA,NULL,NA,NA,NA,/legislacao/mineira/LEI/6038/1972,LEI 6038 1972 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,569,1972,DEPUTADO FÁBIO VASCONCELLOS                ARENA,"DECLARA DE UTILIDADE PÚBLICA O ""OURO PRETO TÊNIS CLUBE"", DE OURO PRETO.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1972-09-22,000148979,PL. 569 1972 - PROJETO DE LEI,DELIBERAÇÃO DE PLENÁRIO,LEI 6047 1972 - LEI ORDINÁRIA,20120306,rosanacf,1972-09-20,"list(passo = 1, data = ""1972-09-20"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 11 10 1972\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 8 11 1972\nREDAÇÃO FINAL\nAPROVAÇÃO: 21 11 1972\nCOMISSÕES:\nJUSTIÇA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 4 10 1972\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 21 10 1972\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NARCÉLIO MENDES\nPUBLICAÇÃO: 23 11 1972\nSANCIONADO\nPUBLICAÇÃO DA LEI: 2 12 1972"")",list(),list(),NULL,N,NA,1197,UTILIDADE PÚBLICA,1004,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, OURO PRETO.","list(id = 1197, nome = ""DEPUTADO FÁBIO VASCONCELLOS"", partido = ""ARENA"")",NA,NA,NA,/legislacao/mineira/LEI/6047/1972,LEI 6047 1972 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,568,1972,DEPUTADO MILTON SALLES                     ARENA,"DECLARA DE UTILIDADE PÚBLICA A ""CAIXA DE CARIDADE PARA VIÚVAS E
CRIANÇAS SEM LAR"", COM SEDE EM BELO HORIZONTE.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1972-09-22,000148980,PL. 568 1972 - PROJETO DE LEI,DELIBERAÇÃO DE PLENÁRIO,LEI 6040 1972 - LEI ORDINÁRIA,20120306,rosanacf,1972-09-20,"list(passo = 1, data = ""1972-09-20"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 9 10 1972\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 31 10 1972\nREDAÇÃO FINAL\nAPROVAÇÃO: 8 11 1972\nCOMISSÕES:\nJUSTIÇA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. MARCOS TITO\nPUBLICAÇÃO: 4 10 1972\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. NARCÉLIO MENDES\nPUBLICAÇÃO: 21 10 1972\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JÉSUS TRINDADE\nPUBLICAÇÃO: 10 11 1972\nSANCIONADO\nPUBLICAÇÃO DA LEI: 28 11 1972"")",list(),list(),NULL,N,NA,382,UTILIDADE PÚBLICA,1004,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.","list(id = 382, nome = ""DEPUTADO MILTON SALLES"", partido = ""ARENA"")",NA,NA,NA,/legislacao/mineira/LEI/6040/1972,LEI 6040 1972 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,567,1972,DEPUTADO GERALDO QUINTÃO                   ARENA,DISPÕE SOBRE CLASSIFICAÇÃO DE GADO VACUM PARA CADASTRAMENTO.,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1972-09-22,000148981,PL. 567 1972 - PROJETO DE LEI,DELIBERAÇÃO DE PLENÁRIO,LEI 6078 1973 - LEI ORDINÁRIA,20131021,rosanacf,1972-09-20,"list(passo = 1, data = ""1972-09-20"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 29 11 1972\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 1 4 1973\nREDAÇÃO FINAL\nAPROVAÇÃO: 6 4 1973\nCOMISSÕES:\nJUSTIÇA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. TARCISIO DELGADO\nPERDEU PRAZO.\nAGROPECUÁRIA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. GOMES MOREIRA\nPUBLICAÇÃO: 28 11 1972\nAGROPECUÁRIA\nPERDEU PRAZO.\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JÉSUS TRINDADE\nPUBLICAÇÃO: 4 4 1973\nSANCIONADO\nPUBLICAÇÃO DA LEI: 27 4 1973"")",list(),list(),NULL,N,"AGROPECUÁRIA
FINANÇAS PÚBLICAS",750,"TRIBUTOS
AGROPECUÁRIA",1638,"NORMAS, CLASSIFICAÇÃO, GADO, CADASTRAMENTO, SECRETARIA DE ESTADO
DE FAZENDA (SEF).","list(id = 750, nome = ""DEPUTADO GERALDO QUINTÃO"", partido = ""ARENA"")",NA,NA,NA,/legislacao/mineira/LEI/6078/1973,LEI 6078 1973 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,566,1972,GOVERNADOR DO ESTADO,"AUTORIZA O PODER EXECUTIVO A CONSTITUIR E ORGANIZAR SOCIEDADE SOB O
CONTROLE ACIONÁRIO DO ESTADO, DISPÕE SOBRE O SISTEMA ESTADUAL DE
PROCESSAMENTO DE DADOS E DÁ OUTRAS PROVIDÊNCIAS.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1972-09-20,000148984,PL. 566 1972 - PROJETO DE LEI,DELIBERAÇÃO DE PLENÁRIO,LEI 6003 1972 - LEI ORDINÁRIA,20160613,zigoni,1972-09-18,"list(passo = 1, data = ""1972-09-18"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 5 10 1972\nREDAÇÃO FINAL\nAPROVAÇÃO: 5 10 1972\nCOMISSÕES:\nJUSTIÇA, SERVIÇO PÚBLICO E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. NARCÉLIO MENDES\nPUBLICAÇÃO: 29 9 1972 COM EMENDAS.\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NARCÉLIO MENDES\nPUBLICAÇÃO: 7 10 1972\nSANCIONADO\nPUBLICAÇÃO DA LEI: 13 10 1972."")",list(),list(),"list(descricao = ""MSG 183 1972"")",N,ADMINISTRAÇÃO PÚBLICA,,"COMPANHIA DE PROCESSAMENTO DE DADOS DO ESTADO DE MINAS GERAIS (PRODEMGE)
EMPRESA PÚBLICA",1229,"AUTORIZAÇÃO, EXECUTIVO, CRIAÇÃO, COMPANHIA DE PROCESSAMENTO DE DADOS
DO ESTADO DE MINAS GERAIS (PRODEMGE), EMPRESA PÚBLICA,
VINCULAÇÃO, GOVERNO ESTADUAL.
OBJETIVO, COMPANHIA DE PROCESSAMENTO DE DADOS DO ESTADO DE MINAS
GERAIS (PRODEMGE), PRESTAÇÃO DE SERVIÇO, PROCESSAMENTO DE DADOS,
TRATAMENTO, INFORMAÇÃO, ASSISTÊNCIA TÉCNICA, ÓRGÃOS, ADMINISTRAÇÃO
DIRETA, ADMINISTRAÇÃO INDIRETA.
FIXAÇÃO, VALOR, ORIGEM, CAPITAL SOCIAL, COMPANHIA DE PROCESSAMENTO
DE DADOS DO ESTADO DE MINAS GERAIS (PRODEMGE).
ADMINISTRAÇÃO, COMPANHIA DE PROCESSAMENTO DE DADOS DO ESTADO DE
MINAS GERAIS (PRODEMGE), DIRETORIA EXECUTIVA, CONSELHO DE
ADMINISTRAÇÃO.
COMPETÊNCIA, EXECUTIVO, EXTINÇÃO, (ETRA), INCORPORAÇÃO, PATRIMÔNIO,
(PRODEMGE).
PROCEDIMENTO, EXECUTIVO, INTEGRALIZAÇÃO, CAPITAL SOCIAL, COMPANHIA
DE PROCESSAMENTO DE DADOS DO ESTADO DE MINAS GERAIS (PRODEMGE).
IMUNIDADE TRIBUTÁRIA, COMPANHIA DE PROCESSAMENTO DE DADOS DO ESTADO
DE MINAS GERAIS (PRODEMGE).
COMPOSIÇÃO, SISTEMA ESTADUAL, PROCESSAMENTO DE DADOS.
AUTORIZAÇÃO, EXECUTIVO, ABERTURA, CRÉDITO ESPECIAL, DESPESA, CAPITAL
SOCIAL, COMPANHIA DE PROCESSAMENTO DE DADOS DO ESTADO DE MINAS
GERAIS (PRODEMGE).",NULL,NA,NA,NA,/legislacao/mineira/LEI/6003/1972,LEI 6003 1972 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,565,1972,DEPUTADO SYLO COSTA                        ARENA,"AUTORIZA A ESTRUTURAÇÃO, COMO ÓRGÃOS INTEGRANTES DA SECRETARIA
DE ESTADO DO INTERIOR E JUSTIÇA, DAS SERVENTIAS DA JUSTIÇA.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1972-09-19,000148985,PL. 565 1972 - PROJETO DE LEI,NA,NA,20100210,moreka,1972-09-15,"list(passo = 1, data = ""1972-09-15"", local = ""PLENÁRIO"", historico = ""COMISSÕES:\nJUSTIÇA\nRELATOR: DEP. JOÃO NAVARRO\nPERDEU PRAZO\nFINANÇAS\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. VICENTE GUABIROBA\nPUBLICAÇÃO: 13 4 1973\nJUSTIÇA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 1 5 1973\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),NULL,N,NA,978,NA,1210,NA,"list(id = 978, nome = ""DEPUTADO SYLO COSTA"", partido = ""ARENA"")",ARQUIVO,19790131,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,564,1972,DEPUTADO ANTHERO ROCHA                     ARENA,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO DE PROTEÇÃO À MATERNIDADE E
À INFÂNCIA DE PITANGUI.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1972-09-16,000148986,PL. 564 1972 - PROJETO DE LEI,DELIBERAÇÃO DE PLENÁRIO,LEI 6030 1972 - LEI ORDINÁRIA,20120306,rosanacf,1972-09-14,"list(passo = 1, data = ""1972-09-14"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 5 10 1972\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 24 10 1972\nREDAÇÃO FINAL\nAPROVAÇÃO: 31 10 1972\nCOMISSÕES:\nJUSTIÇA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 23 9 1972\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. FERNANDO JUNQUEIRA\nPUBLICAÇÃO: 11 10 1972\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JÉSUS TRINDADE\nPUBLICAÇÃO: NÃO CONSTA\nSANCIONADO\nPUBLICAÇÃO DA LEI: 14 11 1972"")",list(),list(),NULL,N,NA,1469,UTILIDADE PÚBLICA,1002,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, PITANGUI.","list(id = 1469, nome = ""DEPUTADO ANTHERO ROCHA"", partido = ""ARENA"")",NA,NA,NA,/legislacao/mineira/LEI/6030/1972,LEI 6030 1972 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,563,1972,DEPUTADO BONIFÁCIO DE ANDRADA              ARENA,"DÁ DENOMINAÇÃO AO GRUPO ESCOLAR ANEXO AO INSTITUTO JOAQUIM DE OLIVEIRA,
DE SANTOS DUMONT.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1972-09-16,000148987,PL. 563 1972 - PROJETO DE LEI,NA,LEI 6036 1972 - LEI ORDINÁRIA,20120516,rosanacf,1972-09-14,"list(passo = 1, data = ""1972-09-14"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 13 10 1972\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 31 10 1972\nREDAÇÃO FINAL\nAPROVAÇÃO: 8 11 1972\nCOMISSÕES:\nJUSTIÇA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. FERNANDO JUNQUEIRA\nPUBLICAÇÃO: 11 10 1972\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. FERNANDO JUNQUEIRA\nPUBLICAÇÃO: 21 10 1972\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JÉSUS TRINDADE\nPUBLICAÇÃO: 10 11 1972\nSANCIONADO\nPUBLICAÇÃO DA LEI: 25 11 1972"")",list(),list(),NULL,N,NA,281,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",1813,"DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, SANTOS DUMONT.","list(id = 281, nome = ""DEPUTADO BONIFÁCIO DE ANDRADA"", partido = ""ARENA"")",NA,NA,NA,/legislacao/mineira/LEI/6036/1972,LEI 6036 1972 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,561,1972,DEPUTADO CARLOS ELOY                       ARENA,"DECLARA DE UTILIDADE PÚBLICA O CONSELHO PARTICULAR DE BOM DESPACHO DA
SOCIEDADE DE SÃO VICENTE DE PAULO, COM SEDE EM BOM DESPACHO.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1972-09-15,000148988,PL. 561 1972 - PROJETO DE LEI,DELIBERAÇÃO DE PLENÁRIO,LEI 6033 1972 - LEI ORDINÁRIA,20120306,rosanacf,1972-09-13,"list(passo = 1, data = ""1972-09-13"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 4 10 1972\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 25 10 1972\nREDAÇÃO FINAL\nAPROVAÇÃO: 31 10 1972\nCOMISSÕES:\nJUSTIÇA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. JOÃO PEDRO GUSTIN\nPUBLICAÇÃO: 23 9 1972\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. NARCÉLIO MENDES\nPUBLICAÇÃO: 11 10 1972\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JÉSUS TRINDADE\nPUBLICAÇÃO: NÃO CONSTA\nSANCIONADO\nPUBLICAÇÃO DA LEI: 18 11 1972"")",list(),list(),NULL,N,NA,708,UTILIDADE PÚBLICA,0959,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BOM DESPACHO.","list(id = 708, nome = ""DEPUTADO CARLOS ELOY"", partido = ""ARENA"")",NA,NA,NA,/legislacao/mineira/LEI/6033/1972,LEI 6033 1972 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,560,1972,DEPUTADO CARLOS ELOY                       ARENA,"DECLARA DE UTILIDADE PÚBLICA A ""IRMANDADE DE NOSSA SENHORA DO PERPÉTUO
SOCORRO DA SANTA CASA DE CARIDADE DE BOM DESPACHO"", COM SEDE NA CIDADE
DE BOM DESPACHO.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1972-09-15,000148989,PL. 560 1972 - PROJETO DE LEI,DELIBERAÇÃO DE PLENÁRIO,LEI 6032 1972 - LEI ORDINÁRIA,20120306,rosanacf,1972-09-13,"list(passo = 1, data = ""1972-09-13"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 4 10 1972\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 24 10 1972\nREDAÇÃO FINAL\nAPROVAÇÃO: 31 10 1972\nCOMISSÕES:\nJUSTIÇA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. JOÃO MARQUES\nPUBLICAÇÃO: 23 9 1972\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. TARCISIO DELGADO\nPUBLICAÇÃO: 11 10 1972\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JÉSUS TRINDADE\nPUBLICAÇÃO: NÃO CONSTA\nSANCIONADO\nPUBLICAÇÃO DA LEI: 14 11 1972"")",list(),list(),NULL,N,NA,708,UTILIDADE PÚBLICA,0959,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BOM DESPACHO.","list(id = 708, nome = ""DEPUTADO CARLOS ELOY"", partido = ""ARENA"")",NA,NA,NA,/legislacao/mineira/LEI/6032/1972,LEI 6032 1972 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,559,1972,DEPUTADO JAIRO PEREIRA                     ARENA,"DECLARA DE UTILIDADE PÚBLICA A SOCIEDADE EDUCACIONAL MONSENHOR OSÓRIO
DE OLIVEIRA BRAGA, COM SEDE EM BETIM.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1972-09-09,000148990,PL. 559 1972 - PROJETO DE LEI,DELIBERAÇÃO DE PLENÁRIO,LEI 6044 1972 - LEI ORDINÁRIA,20120306,rosanacf,1972-09-06,"list(passo = 1, data = ""1972-09-06"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 3 10 1972\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 31 10 1972\nREDAÇÃO FINAL\nAPROVAÇÃO: 8 11 1972\nCOMISSÕES:\nJUSTIÇA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. JOÃO MARQUES\nPUBLICAÇÃO: 23 9 1972\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. NARCÉLIO MENDES\nPUBLICAÇÃO: 21 10 1972\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JÉSUS TRINDADE\nPUBLICAÇÃO: 10 11 1972\nSANCIONADO\nPUBLICAÇÃO DA LEI: 30 11 1972"")",list(),list(),NULL,N,NA,1470,UTILIDADE PÚBLICA,0958,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BETIM.","list(id = 1470, nome = ""DEPUTADO JAIRO PEREIRA"", partido = ""ARENA"")",NA,NA,NA,/legislacao/mineira/LEI/6044/1972,LEI 6044 1972 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,558,1972,DEPUTADO LÚCIO DE SOUZA CRUZ               ARENA,"DECLARA DE UTILIDADE PÚBLICA O HOSPITAL PADRE CARMELO D'ÂNGELO,
COM SEDE NA CIDADE DE HELIODORA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1972-09-06,000148991,PL. 558 1972 - PROJETO DE LEI,NA,LEI 6024 1972 - LEI ORDINÁRIA,20120306,rosanacf,1972-09-04,"list(passo = 1, data = ""1972-09-04"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 26 9 1972\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 16 10 1972\nREDAÇÃO FINAL\nAPROVAÇÃO: 18 10 1972\nCOMISSÕES:\nJUSTIÇA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. PINHEIRO CHAGAS\nPUBLICAÇÃO: 14 9 1972\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. PINHEIRO CHAGAS\nPUBLICAÇÃO: 4 10 1972\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JÉSUS TRINDADE\nPUBLICAÇÃO: 19 10 1972\nSANCIONADO\nPUBLICAÇÃO DA LEI: 31 10 1972"")",list(),list(),NULL,N,NA,323,UTILIDADE PÚBLICA,0957,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, HELIODORA.","list(id = 323, nome = ""DEPUTADO LÚCIO DE SOUZA CRUZ"", partido = ""ARENA"")",NA,NA,NA,/legislacao/mineira/LEI/6024/1972,LEI 6024 1972 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,557,1972,DEPUTADO MARCOS TITO                       MDB,"DECLARA DE UTILIDADE PÚBLICA A ENTIDADE ""OBRAS SOCIAIS DA PARÓQUIA SÃO
CRISTÓVÃO"", DE BELO HORIZONTE.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1972-09-05,000148992,PL. 557 1972 - PROJETO DE LEI,DELIBERAÇÃO DE PLENÁRIO,LEI 6014 1972 - LEI ORDINÁRIA,20120306,rosanacf,1972-09-01,"list(passo = 1, data = ""1972-09-01"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 25 9 1972\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 16 10 1972\nREDAÇÃO FINAL\nAPROVAÇÃO: 18 10 1972\nCOMISSÕES:\nJUSTIÇA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. FERNANDO JUNQUEIRA\nPUBLICAÇÃO: 14 9 1972\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 4 10 1972\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JÉSUS TRINDADE\nPUBLICAÇÃO: 19 10 1972\nSANCIONADO\nPUBLICAÇÃO DA LEI: 31 10 1972"")",list(),list(),NULL,N,NA,1476,UTILIDADE PÚBLICA,0957,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.","list(id = 1476, nome = ""DEPUTADO MARCOS TITO"", partido = ""MDB"")",NA,NA,NA,/legislacao/mineira/LEI/6014/1972,LEI 6014 1972 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,556,1972,DEPUTADO MARCOS TITO                       MDB,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO BENEFICENTE DOS FUNCIONÁRIOS
DA ESTRADA DE FERRO GOIÁS, COM SEDE NA CIDADE DE ARAGUARI.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1972-09-05,000148993,PL. 556 1972 - PROJETO DE LEI,DELIBERAÇÃO DE PLENÁRIO,LEI 6025 1972 - LEI ORDINÁRIA,20120306,rosanacf,1972-09-01,"list(passo = 1, data = ""1972-09-01"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 22 9 1972\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 13 10 1972\nREDAÇÃO FINAL\nAPROVAÇÃO: 24 10 1972\nCOMISSÕES:\nJUSTIÇA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 14 9 1972\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 4 10 1972\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NARCÉLIO MENDES\nPUBLICAÇÃO: 26 10 1972\nSANCIONADO\nPUBLICAÇÃO DA LEI: 10 11 1972"")",list(),list(),NULL,N,NA,1476,UTILIDADE PÚBLICA,0950,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, ARAGUARI.","list(id = 1476, nome = ""DEPUTADO MARCOS TITO"", partido = ""MDB"")",NA,NA,NA,/legislacao/mineira/LEI/6025/1972,LEI 6025 1972 - LEI ORDINÁRIA,NA
