dominio,tipoProjeto,siglaTipoProjeto,numero,ano,autor,ementa,situacao,siglaSituacao,situacaoGeral,siglaSituacaoGeral,dataPublicacao,numeroDoc,proposicao,matricula,local,arquivamento,atualizacao,horario,usuario,dataUltimaAcao,listaHistoricoTramitacoes,links,linksProposicoesAnexadas,acompanhamento,autoresEstruturados,regime,indexacao,assuntoGeral,norma,tema,linksOrigem,legislacaoCitada,linkLegislacao.url,linkLegislacao.rotulo,proposicaoLei.descricao
Remissivo,PROJETO DE LEI,PL,710,1973,DEPUTADO FERNANDO JUNQUEIRA                ARENA,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO DOS VETERANOS DA F.E.B.
(AVEFEB), COM SEDE EM JUIZ DE FORA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1973-04-13,000148837,PL. 710 1973 - PROJETO DE LEI,1468,NA,NA,20120306,1309,rosanacf,1973-04-10,"list(passo = 1, data = ""1973-04-10"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 29 11 1973\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 30 11 1973\nREDAÇÃO FINAL\nAPROVAÇÃO: 30 11 1973\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. VALDIR MELGAÇO\nPUBLICAÇÃO: 19 10 1973\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. AMILCAR PADOVANI\nPUBLICAÇÃO: 30 11 1973\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NELSON LOMBARDI\nPUBLICAÇÃO: 4 12 1973\nSANCIONADO\nPUBLICAÇÃO DA LEI: 11 12 1973"")",list(),list(),N,"list(id = 1468, nome = ""DEPUTADO FERNANDO JUNQUEIRA"", partido = ""ARENA"")",DELIBERAÇÃO DE PLENÁRIO,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, JUIZ DE FORA.",UTILIDADE PÚBLICA,LEI 6242 1973 - LEI ORDINÁRIA,NA,NULL,NA,/legislacao/mineira/LEI/6242/1973,LEI 6242 1973 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,709,1973,DEPUTADO CHRISTOVAM CHIARADIA              ARENA,"DÁ A DENOMINAÇÃO DE GINÁSIO ESTADUAL ""JOÃO GOULART SANTIAGO BRUM"" AO
ATUAL GINÁSIO ESTADUAL DE NATÉRCIA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1973-04-13,000148838,PL. 709 1973 - PROJETO DE LEI,1177,NA,NA,20120516,1751,rosanacf,1973-04-10,"list(passo = 1, data = ""1973-04-10"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 8 6 1973\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 12 10 1973\nREDAÇÃO FINAL\nAPROVAÇÃO: 24 10 1973\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 4 5 1973\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 16 6 1973\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NELSON LOMBARDI\nPUBLICAÇÃO: 19 10 1973\nSANCIONADO\nPUBLICAÇÃO DA LEI: 20 11 1973"")",list(),list(),N,"list(id = 1177, nome = ""DEPUTADO CHRISTOVAM CHIARADIA"", partido = ""ARENA"")",NA,"DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, NATÉRCIA.","PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",LEI 6189 1973 - LEI ORDINÁRIA,NA,NULL,NA,/legislacao/mineira/LEI/6189/1973,LEI 6189 1973 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,708,1973,DEPUTADO JOSÉ LAVIOLA                      ARENA,"DECLARA DE UTILIDADE PÚBLICA O UIRAPURU CLUBE, COM SEDE EM CONSELHEIRO
PENA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1973-04-13,000148839,PL. 708 1973 - PROJETO DE LEI,1471,NA,NA,20120306,1308,rosanacf,1973-04-10,"list(passo = 1, data = ""1973-04-10"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 4 10 1973\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 12 11 1973\nREDAÇÃO FINAL\nAPROVAÇÃO: 23 11 1973\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EUCLIDES CINTRA\nPUBLICAÇÃO: 23 5 1973\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. AMILCAR PADOVANI\nPUBLICAÇÃO: 19 10 1973\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NÍLSON GONTIJO\nPUBLICAÇÃO: 27 11 1973\nSANCIONADO\nPUBLICAÇÃO DA LEI: 7 12 1973"")",list(),list(),N,"list(id = 1471, nome = ""DEPUTADO JOSÉ LAVIOLA"", partido = ""ARENA"")",DELIBERAÇÃO DE PLENÁRIO,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, CONSELHEIRO PENA.",UTILIDADE PÚBLICA,LEI 6218 1973 - LEI ORDINÁRIA,NA,NULL,NA,/legislacao/mineira/LEI/6218/1973,LEI 6218 1973 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,707,1973,DEPUTADO PINHEIRO CHAGAS                   ARENA,"DECLARA DE UTILIDADE PÚBLICA A CORPORAÇÃO MUSICAL LIRA BATISTANA, DO
DISTRITO DE MORRO DO FERRO, EM OLIVEIRA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1973-04-11,000148840,PL. 707 1973 - PROJETO DE LEI,973,NA,NA,20120306,1308,rosanacf,1973-04-09,"list(passo = 1, data = ""1973-04-09"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 28 11 1973\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 30 11 1973\nREDAÇÃO FINAL\nAPROVAÇÃO: 30 11 1973\nCOMISSÕES:\nJUSTIÇA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. VICENTE GUABIROBA\nPUBLICAÇÃO: 27 11 1973\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JÉSUS TRINDADE\nPUBLICAÇÃO: 30 11 1973\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NELSON LOMBARDI\nPUBLICAÇÃO: 4 12 1973\nSANCIONADO\nPUBLICAÇÃO DA LEI: 11 12 1973"")",list(),list(),N,"list(id = 973, nome = ""DEPUTADO PINHEIRO CHAGAS"", partido = ""ARENA"")",DELIBERAÇÃO DE PLENÁRIO,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, OLIVEIRA.",UTILIDADE PÚBLICA,LEI 6234 1973 - LEI ORDINÁRIA,NA,NULL,NA,/legislacao/mineira/LEI/6234/1973,LEI 6234 1973 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,700,1973,DEPUTADO GERARDO RENAULT                   ARENA,"DECLARA DE UTILIDADE PÚBLICA A SOCIEDADE MINEIRA DE PEDIATRIA, COM SEDE
EM BELO HORIZONTE.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1973-04-10,000148847,PL. 700 1973 - PROJETO DE LEI,1176,NA,NA,20120306,1303,rosanacf,1973-04-06,"list(passo = 1, data = ""1973-04-06"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 4 10 1973\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 17 10 1973\nREDAÇÃO FINAL\nAPROVAÇÃO: 24 10 1973\nCOMISSÕES:\nJUSTIÇA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. MANOEL COSTA\nPUBLICAÇÃO: 23 5 1973\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. VALDIR MELGAÇO\nPUBLICAÇÃO: 13 10 1973\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NELSON LOMBARDI\nPUBLICAÇÃO: 24 10 1973\nSANCIONADO\nPUBLICAÇÃO DA LEI: 9 11 1973."")",list(),list(),N,"list(id = 1176, nome = ""DEPUTADO GERARDO RENAULT"", partido = ""ARENA"")",DELIBERAÇÃO DE PLENÁRIO,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.",UTILIDADE PÚBLICA,LEI 6172 1973 - LEI ORDINÁRIA,NA,NULL,NA,/legislacao/mineira/LEI/6172/1973,LEI 6172 1973 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,699,1973,DEPUTADO MILTON SALLES                     ARENA,"DISPÕE SOBRE REGISTRO DE ENTIDADES SUBVENCIONADAS PELO ESTADO E CONTÉM
OUTRAS PROVIDÊNCIAS.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1973-04-07,000148848,PL. 699 1973 - PROJETO DE LEI,382,NA,NA,20131021,1623,rosanacf,1973-04-05,"list(passo = 1, data = ""1973-04-05"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 21 6 1973\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 26 6 1973\nREDAÇÃO FINAL\nAPROVAÇÃO: 22 8 1973\nCOMISSÕES:\nJUSTIÇA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: NÃO CONSTA\nFISCALIZAÇÃO FINANCEIRA\nPRIMEIRA DISCUSSÃO\nPERDEU PRAZO\nFINANÇAS\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. MARTINS SILVEIRA\nPUBLICAÇÃO: (NÃO CONSTA)\nFINANÇAS\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. MARTINS SILVEIRA\nPUBLICAÇÃO: 28 6 1973\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NELSON LOMBARDI\nPUBLICAÇÃO: 29 6 1973\nSANCIONADO\nPUBLICAÇÃO DA LEI: 14 9 1973."")",list(),list(),N,"list(id = 382, nome = ""DEPUTADO MILTON SALLES"", partido = ""ARENA"")",DELIBERAÇÃO DE PLENÁRIO,NA,SUBVENÇÃO,LEI 6141 1973 - LEI ORDINÁRIA,"ADMINISTRAÇÃO PÚBLICA
FINANÇAS PÚBLICAS",NULL,NA,/legislacao/mineira/LEI/6141/1973,LEI 6141 1973 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,698,1973,DEPUTADO VALDIR MELGAÇO                    ARENA,"AUTORIZA DOAÇÃO DE IMÓVEL À ASSOCIAÇÃO DOS PAIS E AMIGOS
DOS EXCEPCIONAIS - APAE, NA CIDADE DE UBERLÂNDIA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1973-04-07,000148849,PL. 698 1973 - PROJETO DE LEI,720,NA,NA,19980101,NA,Carga,1973-04-05,"list(passo = 1, data = ""1973-04-05"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 8 6 1973\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 8 10 1973\nREDAÇÃO FINAL\nAPROVAÇÃO: NÃO CONSTA\nCOMISSÕES:\nJUSTIÇA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 31 5 1973\nEDUCAÇÃO\nPRIMEIRA DISCUSSÃO\nPERDEU PRAZO\nFINANÇAS\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. MARTINS SILVEIRA\nPUBLICAÇÃO: 31 5 1973\nFINANÇAS\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOÃO PEDRO GUSTIN\nPUBLICAÇÃO: 16 6 1973\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NELSON LOMBARDI\nPUBLICAÇÃO: 17 10 1973\nSANCIONADO\nPUBLICAÇÃO DA LEI: 27 10 1973."")",list(),list(),N,"list(id = 720, nome = ""DEPUTADO VALDIR MELGAÇO"", partido = ""ARENA"")",DELIBERAÇÃO DE PLENÁRIO,NA,NA,LEI 6153 1973 - LEI ORDINÁRIA,NA,NULL,NA,/legislacao/mineira/LEI/6153/1973,LEI 6153 1973 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,697,1973,DEPUTADO NARCÉLIO MENDES                   ARENA,"DÁ NOVA REDAÇÃO AO PARÁGRAFO PRIMEIRO DO ART. 30 DA LEI
3410, DE 8 7 1965.
(ALTERA COMPOSIÇÃO DO CONSELHO DE ADMINISTRAÇÃO DA AUTARQUIA
ESTÁDIO MINAS GERAIS).",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1973-04-07,000148850,PL. 697 1973 - PROJETO DE LEI,1465,NA,NA,20151201,1548,m17461,1973-04-05,"list(passo = 1, data = ""1973-04-05"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 4 10 1973\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 12 11 1973\nREDAÇÃO FINAL\nAPROVAÇÃO: 23 11 1973\nCOMISSÕES:\nJUSTIÇA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. VALDIR MELGAÇO\nPUBLICAÇÃO: 19 5 1973\nEDUCAÇÃO\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. EUCLIDES CINTRA\nPUBLICAÇÃO: 19 5 1973\nFINANÇAS\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. NARCÉLIO MENDES\nPUBLICAÇÃO: 19 5 1973\nFINANÇAS\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. NARCÉLIO MENDES\nPUBLICAÇÃO: 25 10 1973\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NÍLSON GONTIJO\nPUBLICAÇÃO: 27 11 1973\nVETADO TOTALMENTE.\nPUBLICAÇÃO DAS RAZÕES DO VETO: 15 12 1973\nVETO MANTIDO."")",list(),list(),N,"list(id = 1465, nome = ""DEPUTADO NARCÉLIO MENDES"", partido = ""ARENA"")",DELIBERAÇÃO DE PLENÁRIO,NA,"AUTARQUIA
ESPORTE E LAZER",LEI 6259 1973 - LEI ORDINÁRIA,"ADMINISTRAÇÃO PÚBLICA
ESPORTE E LAZER",NULL,LEI 3410 1965 - LEI ORDINÁRIA,/legislacao/mineira/LEI/6259/1973,LEI 6259 1973 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,696,1973,DEPUTADO LOURIVAL BRASIL                   ARENA,"DECLARA DE UTILIDADE PÚBLICA O LAGOA SANTA ESPORTE CLUBE, COM SEDE EM
LAGOA SANTA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1973-04-07,000148851,PL. 696 1973 - PROJETO DE LEI,322,NA,NA,20120306,1300,rosanacf,1973-04-05,"list(passo = 1, data = ""1973-04-05"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 19 6 1973\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 10 10 1973\nREDAÇÃO FINAL\nAPROVAÇÃO: 24 10 1973\nCOMISSÕES:\nJUSTIÇA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 23 5 1973\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. VALDIR MELGAÇO\nPUBLICAÇÃO: 28 6 1973\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NELSON LOMBARDI\nPUBLICAÇÃO: 19 10 1973\nSANCIONADO\nPUBLICAÇÃO DA LEI: 8 11 1973."")",list(),list(),N,"list(id = 322, nome = ""DEPUTADO LOURIVAL BRASIL"", partido = ""ARENA"")",DELIBERAÇÃO DE PLENÁRIO,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, LAGOA SANTA.",UTILIDADE PÚBLICA,LEI 6168 1973 - LEI ORDINÁRIA,NA,NULL,NA,/legislacao/mineira/LEI/6168/1973,LEI 6168 1973 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,695,1973,DEPUTADO JAIRO PEREIRA                     ARENA,"DECLARA DE UTILIDADE PÚBLICA A ""CAIXA BENEFICENTE DOS INTERNADOS DO
SANATÓRIO SÃO FRANCISCO DE ASSIS"", DE BAMBUÍ.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1973-04-07,000148852,PL. 695 1973 - PROJETO DE LEI,1470,ARQUIVO,19750131,20120306,1259,rosanacf,1973-04-05,"list(passo = 1, data = ""1973-04-05"", local = ""PLENÁRIO"", historico = ""COMISSÕES:\nJUSTIÇA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: NÃO CONSTA\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),N,"list(id = 1470, nome = ""DEPUTADO JAIRO PEREIRA"", partido = ""ARENA"")",NA,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BAMBUÍ.",UTILIDADE PÚBLICA,NA,NA,NULL,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,694,1973,DEPUTADO JAIRO PEREIRA                     ARENA,"DECLARA DE UTILIDADE PÚBLICA O ""MINAS GERAIS ESPORTE CLUBE"", COM SEDE
NO SANATÓRIO SANTA ISABEL, EM BETIM.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1973-04-07,000148853,PL. 694 1973 - PROJETO DE LEI,1470,NA,NA,20120306,1258,rosanacf,1973-04-05,"list(passo = 1, data = ""1973-04-05"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 23 5 1973\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 12 10 1973\nREDAÇÃO FINAL\nAPROVAÇÃO: 24 10 1973\nCOMISSÕES:\nJUSTIÇA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 26 4 1973\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. MANOEL COSTA\nPUBLICAÇÃO: 5 6 1973\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NELSON LOMBARDI\nPUBLICAÇÃO: 19 10 1973\nSANCIONADO\nPUBLICAÇÃO DA LEI: 9 11 1973."")",list(),list(),N,"list(id = 1470, nome = ""DEPUTADO JAIRO PEREIRA"", partido = ""ARENA"")",DELIBERAÇÃO DE PLENÁRIO,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BETIM.",UTILIDADE PÚBLICA,LEI 6170 1973 - LEI ORDINÁRIA,NA,NULL,NA,/legislacao/mineira/LEI/6170/1973,LEI 6170 1973 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,693,1973,DEPUTADO MILTON SALLES                     ARENA,"DECLARA DE UTILIDADE PÚBLICA A SANTA CASA DE MISERICÓRDIA E MATERNIDADE
SANT'ANA DE ITAPECERICA, DE ITAPECERICA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1973-04-04,000148854,PL. 693 1973 - PROJETO DE LEI,382,NA,NA,20120306,1257,rosanacf,1973-04-02,"list(passo = 1, data = ""1973-04-02"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 25 4 1973\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 9 5 1973\nREDAÇÃO FINAL\nAPROVAÇÃO: 17 5 1973\nCOMISSÕES:\nJUSTIÇA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. EUCLIDES CINTRA\nPUBLICAÇÃO: 13 4 1973\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EUCLIDES CINTRA\nPUBLICAÇÃO: 4 5 1973\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NÍLSON GONTIJO\nPUBLICAÇÃO: 17 5 1973\nSANCIONADO\nPUBLICAÇÃO DA LEI: 29 5 1973."")",list(),list(),N,"list(id = 382, nome = ""DEPUTADO MILTON SALLES"", partido = ""ARENA"")",DELIBERAÇÃO DE PLENÁRIO,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, ITAPECERICA.",UTILIDADE PÚBLICA,LEI 6093 1973 - LEI ORDINÁRIA,NA,NULL,NA,/legislacao/mineira/LEI/6093/1973,LEI 6093 1973 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,692,1973,DEPUTADO JOÃO FERRAZ                       ARENA,"DECLARA DE UTILIDADE PÚBLICA O ""CENTRO ESPÍRITA UMBANDISTA SÃO JUDAS
TADEU"", COM SEDE EM ARCOS.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1973-04-04,000148855,PL. 692 1973 - PROJETO DE LEI,1171,NA,NA,20120306,1256,rosanacf,1973-04-02,"list(passo = 1, data = ""1973-04-02"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 12 10 1973\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 30 11 1973\nREDAÇÃO FINAL\nAPROVAÇÃO: 27 3 1974\nCOMISSÕES:\nJUSTIÇA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. AMILCAR PADOVANI\nPUBLICAÇÃO: 9 8 1973\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. MORVAN ACAYABA\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EUCLIDES CINTRA\nPUBLICAÇÃO: 27 3 1974\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EUCLIDES CINTRA\nPUBLICAÇÃO: 27 3 1974\nSANCIONADO\nPUBLICAÇÃO DA LEI: 11 4 1974."")",list(),list(),N,"list(id = 1171, nome = ""DEPUTADO JOÃO FERRAZ"", partido = ""ARENA"")",DELIBERAÇÃO DE PLENÁRIO,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, ARCOS.",UTILIDADE PÚBLICA,LEI 6288 1974 - LEI ORDINÁRIA,NA,NULL,NA,/legislacao/mineira/LEI/6288/1974,LEI 6288 1974 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,691,1973,DEPUTADO MÁRIO HUGO LADEIRA                ARENA,"DECLARA DE UTILIDADE PÚBLICA O ""OBSERVATÓRIO COPÉRNICO"", DE SÃO JOÃO
NEPOMUCENO.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1973-04-04,000148856,PL. 691 1973 - PROJETO DE LEI,328,NA,NA,20120306,1255,rosanacf,1973-04-02,"list(passo = 1, data = ""1973-04-02"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 9 5 1973\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 8 6 1973\nREDAÇÃO FINAL\nAPROVAÇÃO: 20 6 1973\nCOMISSÕES:\nJUSTIÇA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. MORVAN ACAYABA\nPUBLICAÇÃO: 10 4 1973\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EUCLIDES CINTRA\nPUBLICAÇÃO: 23 5 1973\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NELSON LOMBARDI\nPUBLICAÇÃO: 16 6 1973\nSANCIONADO\nPUBLICAÇÃO DA LEI: 3 7 1973."")",list(),list(),N,"list(id = 328, nome = ""DEPUTADO MÁRIO HUGO LADEIRA"", partido = ""ARENA"")",DELIBERAÇÃO DE PLENÁRIO,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, SÃO JOÃO NEPOMUCENO.",UTILIDADE PÚBLICA,LEI 6117 1973 - LEI ORDINÁRIA,NA,NULL,NA,/legislacao/mineira/LEI/6117/1973,LEI 6117 1973 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,690,1973,GOVERNADOR DO ESTADO,"AUTORIZA O PODER EXECUTIVO A DOAR IMÓVEL SITUADO NO
MUNICÍPIO JOÃO PINHEIRO À FUNDAÇÃO RURAL MINEIRA -
COLONIZAÇÃO E DESENVOLVIMENTO AGRÁRIO.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1973-04-04,000148857,PL. 690 1973 - PROJETO DE LEI,NA,NA,NA,19980101,NA,Carga,1973-04-02,"list(passo = 1, data = ""1973-04-02"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 27 4 1973\nREDAÇÃO FINAL\nAPROVAÇÃO: 17 5 1973\nCOMISSÕES:\nJUSTIÇA, AGROPECUÁRIA E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. NARCÉLIO MENDES\nPUBLICAÇÃO: 24 4 1973\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NÍLSON GONTIJO\nPUBLICAÇÃO: NÃO CONSTA\nSANCIONADO\nPUBLICAÇÃO DA LEI: 31 5 1973."")",list(),list(),N,NULL,DELIBERAÇÃO DE PLENÁRIO,NA,NA,LEI 6095 1973 - LEI ORDINÁRIA,NA,"list(descricao = ""MSG 249 1973"")",NA,/legislacao/mineira/LEI/6095/1973,LEI 6095 1973 - LEI ORDINÁRIA,NA
